l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,R,COLLECT COD,2,Manufacturer#2,4,FURNITURE,4,0.01,0.05,18,Brand#23,13,WRAP JAR,3,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,1,AUTOMOBILE,2,0.08,0.1,11,Brand#12,24,JUMBO CAN,14,0,0
F,F,R,NONE,2,Manufacturer#3,3,HOUSEHOLD,2,0.04,0.1,9,Brand#33,19,WRAP DRUM,41,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,0,HOUSEHOLD,4,0.01,0.02,17,Brand#45,5,WRAP PACK,9,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,4,MACHINERY,2,0.03,0.01,13,Brand#42,11,WRAP CAN,37,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,2,BUILDING,1,0.04,0,12,Brand#43,21,JUMBO PKG,43,1,0
F,F,R,COLLECT COD,2,Manufacturer#3,3,AUTOMOBILE,5,0.07,0.1,18,Brand#33,6,SM BAG,38,0,1
F,F,A,NONE,3,Manufacturer#2,2,BUILDING,5,0.05,0.01,6,Brand#23,8,SM JAR,33,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3,AUTOMOBILE,1,0,0.06,12,Brand#24,23,SM PKG,16,1,0
F,F,R,NONE,3,Manufacturer#5,0,FURNITURE,3,0.05,0.09,22,Brand#55,5,MED BAG,26,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,0,AUTOMOBILE,3,0.06,0.09,15,Brand#53,14,WRAP PKG,7,1,0
F,F,R,COLLECT COD,2,Manufacturer#2,3,MACHINERY,2,0.02,0,9,Brand#23,7,SM PKG,25,1,1
F,F,R,NONE,2,Manufacturer#1,2,BUILDING,1,0.04,0.03,9,Brand#15,12,WRAP BOX,15,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,4,BUILDING,1,0.07,0.03,24,Brand#24,20,SM DRUM,15,1,1
F,F,A,NONE,0,Manufacturer#1,4,BUILDING,1,0,0.1,15,Brand#14,13,WRAP DRUM,28,1,1
F,F,R,COLLECT COD,1,Manufacturer#1,4,BUILDING,3,0.06,0.04,2,Brand#12,10,WRAP BAG,38,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,4,FURNITURE,4,0.04,0.05,11,Brand#55,4,MED JAR,50,1,0
F,F,A,COLLECT COD,2,Manufacturer#4,0,BUILDING,3,0.07,0.1,12,Brand#44,14,MED PKG,14,1,1
F,F,A,COLLECT COD,1,Manufacturer#5,1,HOUSEHOLD,3,0.08,0.08,24,Brand#52,1,MED BAG,40,0,0
F,F,A,COLLECT COD,2,Manufacturer#5,1,HOUSEHOLD,4,0.06,0.05,12,Brand#52,24,JUMBO BOX,1,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,2,MACHINERY,3,0,0.03,16,Brand#54,18,MED BAG,18,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,2,MACHINERY,1,0.01,0.06,13,Brand#42,18,LG CAN,42,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,2,FURNITURE,3,0.01,0.08,18,Brand#45,21,JUMBO PKG,44,0,0
F,F,R,COLLECT COD,3,Manufacturer#1,0,BUILDING,4,0,0.07,6,Brand#14,5,MED BAG,2,1,0
F,F,R,NONE,2,Manufacturer#3,3,BUILDING,3,0.03,0.07,21,Brand#32,19,SM CAN,26,0,1
F,F,R,COLLECT COD,2,Manufacturer#5,4,BUILDING,1,0.06,0.02,9,Brand#53,10,LG BOX,29,1,1
F,F,R,COLLECT COD,0,Manufacturer#3,2,HOUSEHOLD,1,0.02,0.08,15,Brand#32,21,LG BOX,37,0,1
F,F,R,COLLECT COD,4,Manufacturer#3,0,BUILDING,2,0.04,0.01,11,Brand#32,14,MED CASE,29,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,1,MACHINERY,2,0.03,0.03,11,Brand#55,3,LG JAR,20,1,0
F,F,A,NONE,2,Manufacturer#4,1,MACHINERY,1,0.07,0.01,8,Brand#42,3,JUMBO CASE,21,0,0
F,F,A,COLLECT COD,2,Manufacturer#4,4,AUTOMOBILE,2,0.02,0.08,12,Brand#45,20,MED JAR,35,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,0,BUILDING,5,0.06,0.03,9,Brand#24,5,WRAP PACK,48,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,1,FURNITURE,1,0.01,0,2,Brand#41,1,SM PACK,1,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,0,FURNITURE,4,0.05,0.05,7,Brand#33,14,WRAP PKG,16,1,1
F,F,A,COLLECT COD,4,Manufacturer#5,0,HOUSEHOLD,4,0.07,0.01,10,Brand#53,16,MED JAR,12,0,1
F,F,A,NONE,0,Manufacturer#1,2,FURNITURE,1,0.02,0.02,15,Brand#11,9,SM DRUM,16,1,1
F,F,R,NONE,2,Manufacturer#5,1,FURNITURE,5,0.07,0.01,21,Brand#53,1,LG CAN,10,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,2,MACHINERY,6,0.05,0.03,7,Brand#14,18,SM JAR,41,0,0
F,F,A,NONE,4,Manufacturer#1,0,FURNITURE,7,0,0,13,Brand#13,15,LG JAR,45,1,0
F,F,A,COLLECT COD,4,Manufacturer#2,3,AUTOMOBILE,2,0.04,0.1,13,Brand#22,7,JUMBO PKG,17,1,1
F,F,A,NONE,1,Manufacturer#2,4,FURNITURE,1,0.06,0.02,17,Brand#24,11,WRAP JAR,2,0,0
F,F,A,NONE,4,Manufacturer#5,4,FURNITURE,2,0.02,0.01,10,Brand#51,10,LG BAG,23,1,1
F,F,R,NONE,2,Manufacturer#5,4,MACHINERY,5,0,0,18,Brand#52,4,WRAP CAN,8,1,1
F,F,A,COLLECT COD,3,Manufacturer#4,1,MACHINERY,2,0.04,0.08,7,Brand#45,17,WRAP CAN,4,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,1,MACHINERY,2,0.08,0.07,2,Brand#34,24,LG CASE,22,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,4,BUILDING,2,0.08,0,23,Brand#35,10,WRAP DRUM,13,0,1
F,F,R,COLLECT COD,2,Manufacturer#2,4,AUTOMOBILE,3,0.06,0.07,8,Brand#22,13,LG DRUM,9,1,1
F,F,A,NONE,1,Manufacturer#4,1,MACHINERY,5,0.01,0.05,17,Brand#41,2,WRAP CASE,24,1,0
F,F,R,COLLECT COD,2,Manufacturer#3,1,AUTOMOBILE,1,0.04,0.04,9,Brand#33,24,JUMBO CAN,35,1,0
F,F,R,NONE,2,Manufacturer#5,3,FURNITURE,1,0.04,0.09,8,Brand#53,7,SM JAR,10,0,0
F,F,R,NONE,2,Manufacturer#5,0,FURNITURE,7,0.01,0.1,9,Brand#53,16,JUMBO CAN,27,1,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4,AUTOMOBILE,4,0.08,0.1,5,Brand#44,20,MED PACK,20,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,4,BUILDING,2,0,0,19,Brand#54,13,SM PKG,35,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4,BUILDING,7,0.04,0.03,9,Brand#51,11,JUMBO PKG,24,1,0
F,F,A,NONE,0,Manufacturer#5,2,BUILDING,3,0.01,0,14,Brand#54,18,WRAP CAN,12,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,4,HOUSEHOLD,1,0.06,0.01,21,Brand#53,20,MED JAR,46,0,0
F,F,A,COLLECT COD,0,Manufacturer#1,2,BUILDING,2,0.07,0.04,16,Brand#11,21,JUMBO PKG,43,1,1
F,F,A,NONE,4,Manufacturer#1,4,HOUSEHOLD,2,0.01,0.05,11,Brand#14,11,JUMBO JAR,21,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,3,FURNITURE,6,0.04,0.09,12,Brand#14,6,SM DRUM,9,0,1
F,F,R,NONE,3,Manufacturer#4,3,FURNITURE,3,0.05,0.01,6,Brand#43,6,JUMBO PKG,39,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,3,HOUSEHOLD,6,0.06,0.08,13,Brand#35,19,MED BAG,36,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,1,AUTOMOBILE,1,0.05,0.03,16,Brand#52,24,JUMBO DRUM,16,0,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,0,BUILDING,2,0.01,0.05,24,Brand#25,14,WRAP BAG,37,1,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,0,BUILDING,3,0.02,0.01,0,Brand#11,14,JUMBO CAN,36,1,1
F,F,A,NONE,4,Manufacturer#2,2,BUILDING,2,0.08,0.09,11,Brand#24,21,JUMBO BAG,43,0,1
F,F,A,COLLECT COD,1,Manufacturer#2,1,FURNITURE,1,0.04,0.1,3,Brand#22,2,MED CASE,40,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,0,HOUSEHOLD,6,0.03,0.09,20,Brand#51,5,MED JAR,8,0,1
F,F,R,COLLECT COD,4,Manufacturer#1,0,BUILDING,4,0,0.07,11,Brand#13,14,JUMBO BOX,28,0,1
F,F,R,NONE,1,Manufacturer#2,3,BUILDING,4,0.05,0.02,24,Brand#24,19,SM BOX,27,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,3,BUILDING,1,0.07,0.08,12,Brand#34,23,MED CASE,4,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,1,HOUSEHOLD,5,0.06,0.05,12,Brand#42,3,LG JAR,28,1,1
F,F,R,NONE,2,Manufacturer#4,1,MACHINERY,2,0.06,0.05,9,Brand#42,1,SM BAG,16,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,4,BUILDING,2,0.05,0.01,12,Brand#21,11,LG CASE,37,0,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,4,AUTOMOBILE,2,0.03,0.05,3,Brand#14,10,WRAP BAG,45,0,1
F,F,R,COLLECT COD,0,Manufacturer#5,1,FURNITURE,1,0.08,0.02,5,Brand#51,1,LG BOX,45,1,0
F,F,A,NONE,0,Manufacturer#5,3,AUTOMOBILE,3,0.03,0.05,0,Brand#55,7,SM CASE,50,0,0
F,F,A,COLLECT COD,3,Manufacturer#2,3,FURNITURE,3,0,0.09,23,Brand#24,23,SM JAR,26,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1,HOUSEHOLD,7,0.03,0.02,10,Brand#55,3,JUMBO PKG,15,0,1
F,F,R,NONE,3,Manufacturer#2,0,MACHINERY,4,0.06,0.03,19,Brand#25,0,MED PKG,33,1,1
F,F,R,COLLECT COD,3,Manufacturer#2,3,FURNITURE,2,0.04,0.02,6,Brand#21,19,LG DRUM,42,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4,HOUSEHOLD,4,0.04,0.04,14,Brand#11,20,LG BOX,6,1,0
F,F,A,COLLECT COD,1,Manufacturer#1,1,MACHINERY,2,0,0.1,2,Brand#14,24,WRAP JAR,49,1,1
F,F,A,NONE,4,Manufacturer#3,0,AUTOMOBILE,2,0.01,0.03,11,Brand#34,0,SM BAG,26,0,1
F,F,R,NONE,3,Manufacturer#4,2,BUILDING,1,0.02,0.06,7,Brand#42,8,MED PKG,14,0,1
F,F,A,NONE,4,Manufacturer#2,1,HOUSEHOLD,1,0.04,0.07,4,Brand#24,17,JUMBO BOX,10,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,2,MACHINERY,2,0.02,0.01,17,Brand#14,21,MED DRUM,24,0,1
F,F,A,NONE,4,Manufacturer#1,1,MACHINERY,3,0.04,0.02,10,Brand#13,24,JUMBO BOX,16,1,0
F,F,R,COLLECT COD,2,Manufacturer#3,3,MACHINERY,7,0.04,0.1,8,Brand#35,19,LG BOX,40,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,0,MACHINERY,6,0.05,0.05,24,Brand#14,14,LG DRUM,3,1,0
F,F,A,COLLECT COD,3,Manufacturer#1,0,MACHINERY,5,0.05,0.09,6,Brand#12,14,MED DRUM,6,1,0
F,F,R,NONE,0,Manufacturer#5,1,BUILDING,4,0.08,0.06,5,Brand#51,1,LG CAN,41,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,3,BUILDING,2,0.02,0.06,10,Brand#54,23,JUMBO DRUM,31,1,0
F,F,R,COLLECT COD,0,Manufacturer#2,3,BUILDING,5,0.08,0.07,0,Brand#24,23,SM PKG,48,1,0
F,F,A,NONE,3,Manufacturer#2,2,MACHINERY,3,0,0.01,6,Brand#24,12,SM PKG,11,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,2,MACHINERY,2,0,0.09,22,Brand#31,12,LG PACK,5,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,1,BUILDING,4,0.02,0.04,0,Brand#21,2,JUMBO DRUM,6,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4,HOUSEHOLD,4,0.07,0.06,18,Brand#13,11,SM BOX,38,0,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,0,AUTOMOBILE,5,0.07,0.03,16,Brand#43,16,MED PACK,11,0,1
F,F,R,COLLECT COD,1,Manufacturer#1,3,AUTOMOBILE,5,0.08,0.09,2,Brand#15,6,WRAP BOX,15,1,0
F,F,R,NONE,1,Manufacturer#2,1,BUILDING,3,0.07,0.05,1,Brand#21,3,LG CAN,15,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,1,BUILDING,3,0.07,0.07,9,Brand#23,1,WRAP BOX,50,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,0,HOUSEHOLD,3,0.01,0.09,8,Brand#14,5,JUMBO PACK,47,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,0,BUILDING,6,0,0.06,6,Brand#31,0,LG PKG,21,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,0,MACHINERY,3,0.05,0,20,Brand#24,16,WRAP PACK,49,0,1
F,F,A,NONE,3,Manufacturer#2,0,MACHINERY,5,0.03,0.05,23,Brand#22,16,JUMBO PKG,7,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,0,FURNITURE,1,0.07,0.1,18,Brand#21,0,WRAP PKG,38,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,4,FURNITURE,4,0,0.03,17,Brand#55,11,SM CASE,12,0,1
F,F,R,NONE,3,Manufacturer#4,0,AUTOMOBILE,4,0.02,0.05,22,Brand#41,15,MED DRUM,8,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,4,BUILDING,1,0.02,0.04,9,Brand#45,11,SM BAG,4,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,2,MACHINERY,1,0,0,12,Brand#12,18,SM BAG,8,0,1
F,F,R,NONE,1,Manufacturer#2,1,AUTOMOBILE,4,0.07,0.01,3,Brand#21,1,JUMBO CAN,11,1,0
F,F,R,NONE,2,Manufacturer#2,1,HOUSEHOLD,1,0.01,0.03,12,Brand#25,1,JUMBO CASE,21,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,1,FURNITURE,2,0.04,0.03,11,Brand#43,3,MED JAR,17,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,4,MACHINERY,3,0,0.02,16,Brand#42,10,LG JAR,33,0,1
F,F,R,COLLECT COD,1,Manufacturer#2,2,BUILDING,4,0.06,0.02,3,Brand#21,8,JUMBO PKG,38,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2,BUILDING,7,0.04,0.07,21,Brand#21,8,SM BOX,11,0,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,0,BUILDING,3,0.07,0.1,14,Brand#54,5,WRAP CASE,1,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,2,MACHINERY,1,0,0.02,16,Brand#42,9,WRAP CAN,13,0,0
F,F,R,COLLECT COD,3,Manufacturer#2,2,MACHINERY,3,0,0,23,Brand#22,18,MED CAN,21,1,1
F,F,A,NONE,4,Manufacturer#3,3,MACHINERY,2,0.07,0.07,20,Brand#31,7,MED PKG,33,0,1
F,F,R,COLLECT COD,4,Manufacturer#5,4,HOUSEHOLD,4,0.03,0.05,4,Brand#52,10,JUMBO JAR,35,1,1
F,F,R,NONE,2,Manufacturer#5,2,MACHINERY,1,0.03,0.01,9,Brand#52,9,SM BOX,16,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,0,FURNITURE,1,0.03,0.01,20,Brand#54,14,JUMBO DRUM,31,0,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,3,HOUSEHOLD,3,0.04,0.08,16,Brand#22,6,SM PACK,34,1,0
F,F,R,NONE,0,Manufacturer#4,3,FURNITURE,6,0.02,0.05,5,Brand#42,7,SM DRUM,40,1,0
F,F,R,NONE,4,Manufacturer#2,3,HOUSEHOLD,6,0.08,0.04,4,Brand#22,6,LG CASE,12,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,0,BUILDING,6,0.02,0.07,6,Brand#44,15,WRAP PKG,39,1,1
F,F,R,NONE,2,Manufacturer#4,4,MACHINERY,2,0.06,0.01,12,Brand#45,10,LG CAN,14,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,4,FURNITURE,2,0.01,0.09,2,Brand#15,11,SM DRUM,47,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,0,MACHINERY,4,0.06,0.01,11,Brand#32,0,MED BAG,31,0,0
F,F,R,NONE,1,Manufacturer#4,3,BUILDING,4,0.06,0.1,3,Brand#41,23,SM CASE,12,1,0
F,F,A,COLLECT COD,3,Manufacturer#2,2,BUILDING,5,0.07,0.1,7,Brand#22,9,WRAP PKG,46,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,4,HOUSEHOLD,1,0.05,0.04,7,Brand#52,4,SM PACK,24,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,3,BUILDING,4,0.06,0.03,13,Brand#15,7,JUMBO BAG,48,1,1
F,F,R,NONE,3,Manufacturer#5,1,FURNITURE,2,0.02,0.05,7,Brand#55,24,JUMBO PACK,43,1,1
F,F,R,NONE,3,Manufacturer#2,2,BUILDING,3,0.03,0.02,23,Brand#25,8,SM PKG,24,0,1
F,F,A,NONE,4,Manufacturer#2,4,AUTOMOBILE,5,0.05,0.04,13,Brand#22,4,MED CAN,4,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,4,AUTOMOBILE,4,0,0.03,15,Brand#24,4,WRAP BAG,14,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,2,HOUSEHOLD,2,0.06,0.1,11,Brand#32,21,JUMBO DRUM,19,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,0,BUILDING,3,0,0.05,22,Brand#25,0,LG JAR,46,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,4,FURNITURE,6,0.04,0.04,19,Brand#23,13,WRAP CASE,18,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,0,MACHINERY,7,0.01,0.01,15,Brand#32,14,LG PKG,32,0,0
F,F,R,COLLECT COD,4,Manufacturer#4,4,HOUSEHOLD,2,0.05,0.01,11,Brand#42,13,SM BAG,16,0,1
F,F,A,COLLECT COD,1,Manufacturer#1,0,BUILDING,4,0.07,0.02,17,Brand#15,5,SM PACK,25,0,0
F,F,R,NONE,0,Manufacturer#3,2,BUILDING,2,0.04,0.02,0,Brand#32,21,SM CASE,50,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,0,FURNITURE,1,0.05,0.07,8,Brand#42,14,SM PACK,42,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,1,BUILDING,3,0,0.03,9,Brand#32,3,MED PACK,45,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,4,MACHINERY,3,0.08,0,2,Brand#44,11,SM BAG,28,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3,FURNITURE,2,0.02,0.07,23,Brand#44,22,SM BAG,4,0,1
F,F,A,COLLECT COD,4,Manufacturer#1,3,MACHINERY,5,0.06,0.05,20,Brand#15,23,MED CASE,14,1,1
F,F,R,COLLECT COD,3,Manufacturer#4,1,AUTOMOBILE,1,0,0.05,23,Brand#42,3,WRAP CASE,49,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,3,FURNITURE,1,0.02,0.07,1,Brand#14,19,MED CASE,16,1,0
F,F,R,NONE,3,Manufacturer#4,3,MACHINERY,3,0.05,0.07,22,Brand#43,7,SM BAG,2,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,2,HOUSEHOLD,3,0.03,0.04,10,Brand#31,9,LG PACK,44,1,0
F,F,R,COLLECT COD,2,Manufacturer#3,3,MACHINERY,1,0.02,0.03,18,Brand#35,22,JUMBO BAG,3,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,4,FURNITURE,4,0,0.1,12,Brand#35,4,LG DRUM,10,1,1
F,F,A,COLLECT COD,0,Manufacturer#4,1,FURNITURE,5,0.06,0.07,5,Brand#45,2,LG JAR,30,1,0
F,F,R,COLLECT COD,2,Manufacturer#5,3,MACHINERY,4,0.05,0.07,18,Brand#51,22,MED DRUM,9,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,3,HOUSEHOLD,6,0.01,0.04,16,Brand#13,19,LG CASE,13,0,1
F,F,R,COLLECT COD,3,Manufacturer#2,0,BUILDING,4,0.07,0.05,19,Brand#23,0,MED CAN,32,0,1
F,F,A,NONE,2,Manufacturer#4,1,BUILDING,5,0.02,0.07,21,Brand#45,17,JUMBO DRUM,39,1,0
F,F,A,COLLECT COD,1,Manufacturer#2,4,BUILDING,1,0.04,0,1,Brand#23,10,JUMBO DRUM,39,1,0
F,F,R,NONE,0,Manufacturer#2,3,BUILDING,2,0.07,0.03,14,Brand#23,6,WRAP BOX,33,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,3,FURNITURE,3,0.06,0.02,8,Brand#12,22,LG PACK,44,1,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1,FURNITURE,2,0.07,0.06,0,Brand#32,24,JUMBO BOX,48,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,4,HOUSEHOLD,2,0,0.1,3,Brand#31,13,SM BAG,50,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1,HOUSEHOLD,2,0,0.04,10,Brand#21,3,JUMBO BOX,23,0,1
F,F,A,COLLECT COD,3,Manufacturer#1,3,FURNITURE,6,0,0.1,6,Brand#15,19,WRAP BAG,22,1,1
F,F,R,COLLECT COD,2,Manufacturer#2,0,FURNITURE,3,0.04,0.01,9,Brand#22,14,MED DRUM,29,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,2,HOUSEHOLD,3,0.08,0.01,14,Brand#45,21,SM JAR,21,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2,HOUSEHOLD,5,0.07,0.09,16,Brand#51,9,WRAP CAN,14,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,4,HOUSEHOLD,1,0.02,0.09,8,Brand#52,20,JUMBO JAR,50,0,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,2,AUTOMOBILE,5,0.06,0.09,11,Brand#13,21,SM BOX,44,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,3,BUILDING,1,0.06,0.07,23,Brand#45,7,LG JAR,36,1,0
F,F,A,NONE,0,Manufacturer#1,4,HOUSEHOLD,4,0.08,0.08,0,Brand#14,10,JUMBO CASE,12,1,1
