o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
O,NONE,0,Manufacturer#4,5-LOW,1,AUTOMOBILE,AIR,3,0.02,1997-08-04,1997-10-23,1997-10-13,1997-10-18,0,22836.5313
O,COLLECT COD,0,Manufacturer#5,5-LOW,1,AUTOMOBILE,AIR,4,0.01,1997-08-04,1997-09-22,1997-10-16,1997-10-28,0,17947.809
F,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,3,HOUSEHOLD,MAIL,4,0.06,1994-12-11,1995-01-11,1995-03-28,1995-04-14,2,52258.6944
F,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,FOB,3,0.06,1994-12-11,1995-01-26,1994-12-27,1995-01-21,1,3492.067
F,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,3,HOUSEHOLD,AIR,7,0.02,1994-12-11,1995-02-08,1995-01-28,1995-02-10,2,65007.099
F,NONE,2,Manufacturer#4,1-URGENT,3,HOUSEHOLD,SHIP,6,0.04,1994-12-11,1995-02-21,1995-03-15,1995-03-20,2,5183.7828
F,NONE,2,Manufacturer#2,1-URGENT,3,HOUSEHOLD,AIR,2,0.03,1994-12-11,1995-02-02,1995-03-19,1995-03-27,1,32816.6024
F,NONE,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,REG AIR,1,0.08,1994-12-11,1995-01-18,1995-02-01,1995-03-03,2,39294.5553
F,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,HOUSEHOLD,TRUCK,5,0.07,1994-12-11,1995-02-13,1995-02-06,1995-02-18,1,17849.5811
P,COLLECT COD,0,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,3,0.02,1995-05-19,1995-06-26,1995-07-13,1995-08-06,0,37929.6918
P,COLLECT COD,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,RAIL,1,0.04,1995-05-19,1995-08-08,1995-08-13,1995-09-10,0,38766.2424
P,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,AUTOMOBILE,AIR,5,0,1995-05-19,1995-07-06,1995-09-03,1995-09-04,0,49268.1672
P,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,4,0.02,1995-05-19,1995-07-07,1995-07-16,1995-07-22,0,31688.9125
P,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,2,AUTOMOBILE,SHIP,2,0.01,1995-05-19,1995-08-03,1995-06-08,1995-06-16,1,9958.9735
F,NONE,0,Manufacturer#1,5-LOW,0,FURNITURE,FOB,1,0,1992-10-28,1993-01-23,1992-12-27,1993-01-06,1,84478.5676
F,COLLECT COD,2,Manufacturer#5,5-LOW,0,FURNITURE,REG AIR,3,0.07,1992-10-28,1992-12-29,1992-12-02,1992-12-14,2,41854.8112
F,COLLECT COD,3,Manufacturer#3,5-LOW,0,FURNITURE,FOB,2,0.07,1992-10-28,1992-12-11,1992-11-27,1992-12-07,1,33736.563
F,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,4,BUILDING,RAIL,1,0.06,1993-04-27,1993-07-09,1993-08-25,1993-09-12,1,23838.5784
F,NONE,3,Manufacturer#5,2-HIGH,4,BUILDING,AIR,2,0.04,1993-04-27,1993-07-07,1993-05-24,1993-06-14,2,26854.296
F,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,1,0.01,1994-07-05,1994-09-04,1994-10-31,1994-11-25,1,8749.5
F,COLLECT COD,2,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,AIR,3,0.07,1994-12-06,1995-01-12,1994-12-17,1995-01-03,2,48298.6728
F,COLLECT COD,1,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,7,0.03,1994-12-06,1995-01-15,1994-12-23,1995-01-13,2,20649.84
F,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,RAIL,6,0.02,1994-12-06,1995-02-18,1994-12-16,1994-12-22,1,51379.44
F,NONE,1,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,SHIP,1,0.02,1994-12-06,1995-03-03,1994-12-22,1994-12-31,2,66431.9502
F,DELIVER IN PERSON,0,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,SHIP,5,0.05,1994-12-06,1995-03-05,1995-02-25,1995-03-24,1,37462.117
F,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,AIR,2,0.08,1994-12-06,1995-02-15,1995-02-22,1995-03-19,1,47901.1584
F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,RAIL,4,0.03,1994-12-06,1995-03-05,1995-01-07,1995-01-17,1,6142.9752
O,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,4,BUILDING,RAIL,4,0.08,1996-09-17,1996-11-07,1996-10-26,1996-10-30,0,13597.1352
O,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,4,BUILDING,REG AIR,2,0.04,1996-09-17,1996-10-22,1996-10-07,1996-11-03,0,39485.724
O,NONE,3,Manufacturer#5,5-LOW,4,BUILDING,MAIL,7,0.05,1996-09-17,1996-10-17,1996-11-01,1996-11-28,0,53530.08
O,COLLECT COD,4,Manufacturer#3,5-LOW,4,BUILDING,RAIL,6,0.02,1996-09-17,1996-12-03,1996-10-31,1996-11-13,0,2955.8205
O,NONE,3,Manufacturer#1,5-LOW,4,BUILDING,SHIP,3,0.02,1996-09-17,1996-11-23,1996-10-02,1996-10-05,0,60327.612
O,NONE,3,Manufacturer#5,5-LOW,4,BUILDING,MAIL,5,0.06,1996-09-17,1996-12-05,1996-10-20,1996-11-02,0,36901.8072
O,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,BUILDING,RAIL,1,0.04,1996-09-17,1996-12-03,1996-09-23,1996-10-01,0,18778.4597
F,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,3,HOUSEHOLD,RAIL,4,0.01,1992-12-28,1993-03-24,1993-03-23,1993-04-12,2,18417.6993
F,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,HOUSEHOLD,MAIL,1,0.01,1992-12-28,1993-03-13,1993-04-24,1993-05-17,1,8340.2875
F,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,3,HOUSEHOLD,TRUCK,6,0.01,1992-12-28,1993-03-06,1992-12-29,1993-01-02,1,41686.623
F,COLLECT COD,0,Manufacturer#2,2-HIGH,3,HOUSEHOLD,AIR,3,0.03,1992-12-28,1993-03-16,1993-03-15,1993-03-31,1,26477.8752
F,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,HOUSEHOLD,TRUCK,2,0.06,1992-12-28,1993-02-16,1993-02-24,1993-03-08,2,20524.1
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,3,HOUSEHOLD,SHIP,5,0.01,1992-12-28,1993-03-14,1993-01-30,1993-02-27,2,8892.52
O,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,1,BUILDING,AIR,3,0.04,1997-09-28,1997-11-30,1997-10-13,1997-10-28,0,22496.4656
O,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,1,BUILDING,SHIP,4,0.08,1997-09-28,1997-11-13,1997-09-29,1997-10-07,0,55860.9664
O,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,1,BUILDING,FOB,1,0.08,1997-09-28,1997-11-01,1997-11-07,1997-11-18,0,51618.9492
O,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,1,BUILDING,MAIL,6,0.01,1997-09-28,1997-12-21,1998-01-12,1998-01-17,0,66040.227
O,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,1,BUILDING,FOB,2,0.03,1997-09-28,1997-12-16,1997-11-15,1997-11-20,0,5430.0036
O,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,1,BUILDING,TRUCK,5,0.06,1997-09-28,1997-11-30,1998-01-15,1998-02-14,0,45098.568
F,COLLECT COD,4,Manufacturer#5,3-MEDIUM,1,MACHINERY,RAIL,1,0.05,1994-01-03,1994-04-03,1994-01-14,1994-01-16,1,10121.5548
F,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,1,MACHINERY,RAIL,2,0.05,1994-01-03,1994-03-07,1994-01-29,1994-02-15,2,32594.454
F,NONE,2,Manufacturer#5,3-MEDIUM,1,MACHINERY,RAIL,4,0.05,1994-01-03,1994-02-05,1994-02-26,1994-03-01,2,36017.73
F,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,1,MACHINERY,MAIL,5,0.08,1994-01-03,1994-03-15,1994-04-26,1994-05-15,2,2041.171
F,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,1,MACHINERY,MAIL,3,0.08,1994-01-03,1994-03-04,1994-04-09,1994-04-11,1,26156.29
O,NONE,1,Manufacturer#5,3-MEDIUM,1,MACHINERY,SHIP,1,0.03,1996-07-13,1996-09-21,1996-10-24,1996-11-15,0,12326.4115
F,NONE,0,Manufacturer#3,1-URGENT,0,HOUSEHOLD,RAIL,3,0.03,1995-02-07,1995-04-02,1995-04-01,1995-04-18,2,70297.3656
F,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,0,HOUSEHOLD,TRUCK,2,0,1995-02-07,1995-03-20,1995-03-15,1995-04-09,1,38681.3784
F,NONE,2,Manufacturer#1,1-URGENT,0,HOUSEHOLD,TRUCK,1,0,1995-02-07,1995-04-12,1995-04-25,1995-05-13,1,16525.6
F,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,0,HOUSEHOLD,SHIP,4,0.08,1995-02-07,1995-03-13,1995-03-23,1995-04-16,2,32380.6594
O,COLLECT COD,2,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,4,0.07,1997-04-26,1997-05-27,1997-06-15,1997-06-18,0,43365.6
O,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,0,BUILDING,REG AIR,6,0.08,1997-04-26,1997-06-27,1997-06-30,1997-07-11,0,22162.14
O,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,0,BUILDING,REG AIR,2,0,1997-04-26,1997-06-18,1997-07-30,1997-08-13,0,27407.424
O,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,0,BUILDING,SHIP,3,0.03,1997-04-26,1997-06-12,1997-06-27,1997-07-22,0,60911.5296
O,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,0,BUILDING,TRUCK,5,0.05,1997-04-26,1997-07-20,1997-05-05,1997-05-26,0,4026.2124
O,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,1,0.01,1997-04-26,1997-07-15,1997-08-06,1997-08-07,0,50143.536
F,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,2,MACHINERY,TRUCK,1,0.07,1993-03-13,1993-05-06,1993-06-01,1993-06-11,2,12348.252
F,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,2,MACHINERY,SHIP,5,0.04,1993-03-13,1993-04-23,1993-05-24,1993-06-20,2,30908.1212
F,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,2,MACHINERY,TRUCK,2,0.01,1993-03-13,1993-04-17,1993-06-09,1993-06-16,2,17775.306
F,COLLECT COD,1,Manufacturer#5,5-LOW,2,MACHINERY,AIR,3,0.04,1993-03-13,1993-05-12,1993-06-27,1993-07-11,2,65211.56
F,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,2,MACHINERY,REG AIR,4,0,1993-03-13,1993-05-11,1993-04-05,1993-04-23,1,20021.0976
F,NONE,0,Manufacturer#5,2-HIGH,1,HOUSEHOLD,TRUCK,6,0.08,1994-06-30,1994-09-07,1994-08-31,1994-09-22,1,30162.006
F,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,HOUSEHOLD,AIR,4,0.02,1994-06-30,1994-09-13,1994-10-05,1994-10-17,2,39016.6204
F,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,1,HOUSEHOLD,RAIL,1,0.01,1994-06-30,1994-08-04,1994-10-09,1994-11-03,1,33107.28
F,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,1,HOUSEHOLD,RAIL,7,0.05,1994-06-30,1994-08-10,1994-09-21,1994-10-19,2,4745.4396
F,NONE,0,Manufacturer#3,2-HIGH,1,HOUSEHOLD,MAIL,2,0.06,1994-06-30,1994-09-10,1994-09-30,1994-10-26,1,47297.796
F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,1,HOUSEHOLD,SHIP,5,0.04,1994-06-30,1994-09-10,1994-08-28,1994-09-06,1,3661.2996
F,NONE,1,Manufacturer#5,2-HIGH,1,HOUSEHOLD,AIR,3,0.07,1994-06-30,1994-08-17,1994-08-13,1994-08-16,1,37514.75
O,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,1,0.08,1997-07-20,1997-09-21,1997-08-04,1997-08-11,0,15318.303
F,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,SHIP,3,0.06,1995-01-02,1995-03-16,1995-04-27,1995-04-29,2,7147.686
F,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,AIR,2,0.08,1995-01-02,1995-02-04,1995-02-01,1995-03-02,1,1764.144
F,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,MAIL,4,0,1995-01-02,1995-03-19,1995-03-07,1995-03-26,2,45162.3004
F,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,TRUCK,1,0.07,1995-01-02,1995-03-25,1995-04-23,1995-05-20,2,46825.4696
O,COLLECT COD,3,Manufacturer#3,2-HIGH,3,MACHINERY,RAIL,2,0.02,1996-12-24,1997-02-18,1997-01-02,1997-01-13,0,67116.564
O,COLLECT COD,1,Manufacturer#2,2-HIGH,3,MACHINERY,REG AIR,1,0.04,1996-12-24,1997-02-12,1997-04-23,1997-05-21,0,32468.055
O,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,4,FURNITURE,TRUCK,3,0.02,1998-01-07,1998-04-06,1998-02-25,1998-03-23,0,9478.15
O,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,4,FURNITURE,TRUCK,1,0.05,1998-01-07,1998-03-24,1998-02-11,1998-02-27,0,52323.587
O,NONE,1,Manufacturer#2,1-URGENT,4,FURNITURE,REG AIR,7,0.07,1998-01-07,1998-04-03,1998-02-15,1998-02-23,0,37448.496
O,COLLECT COD,1,Manufacturer#4,1-URGENT,4,FURNITURE,AIR,2,0.05,1998-01-07,1998-02-14,1998-04-14,1998-04-18,0,26089.14
O,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,4,FURNITURE,AIR,4,0.08,1998-01-07,1998-02-06,1998-03-30,1998-04-05,0,41426.517
O,NONE,3,Manufacturer#5,1-URGENT,4,FURNITURE,REG AIR,6,0.03,1998-01-07,1998-03-13,1998-04-01,1998-04-27,0,64906.0425
O,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,4,FURNITURE,REG AIR,5,0.05,1998-01-07,1998-03-19,1998-03-26,1998-04-16,0,33367.1184
O,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,1,MACHINERY,RAIL,1,0.03,1997-11-23,1997-12-29,1998-02-04,1998-02-16,0,13152.56
O,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,1,MACHINERY,FOB,2,0.07,1997-11-23,1998-01-02,1997-12-26,1998-01-24,0,17938.8
O,NONE,4,Manufacturer#5,2-HIGH,3,AUTOMOBILE,TRUCK,4,0.02,1995-10-11,1996-01-01,1995-11-13,1995-11-26,0,82161.73
O,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,3,AUTOMOBILE,REG AIR,3,0.06,1995-10-11,1995-11-23,1996-01-27,1996-01-29,0,1244.34
