l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,1,AUTOMOBILE,2,0.07,0.01,22,Brand#21,1,MED DRUM,49,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,1,MACHINERY,3,0.04,0.06,21,Brand#51,2,LG CAN,10,0,0
F,F,A,NONE,4,Manufacturer#3,1,MACHINERY,5,0.07,0.07,10,Brand#35,2,WRAP BOX,33,0,0
F,F,R,COLLECT COD,1,Manufacturer#1,4,HOUSEHOLD,3,0.03,0.09,24,Brand#15,10,LG PACK,50,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,4,FURNITURE,4,0.08,0.02,7,Brand#21,10,SM BOX,32,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4,FURNITURE,3,0,0.1,8,Brand#21,10,LG BOX,19,0,1
F,F,R,NONE,3,Manufacturer#1,4,MACHINERY,6,0.01,0.1,19,Brand#15,10,LG DRUM,6,1,1
F,F,R,COLLECT COD,4,Manufacturer#2,4,AUTOMOBILE,2,0.08,0.1,10,Brand#23,4,LG BOX,26,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,0,BUILDING,5,0.03,0.09,10,Brand#53,0,JUMBO BOX,31,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,0,MACHINERY,3,0.08,0.09,21,Brand#51,15,MED CAN,10,0,0
F,F,A,COLLECT COD,1,Manufacturer#3,0,MACHINERY,2,0.07,0.05,3,Brand#33,15,WRAP JAR,48,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,0,FURNITURE,2,0.05,0.05,9,Brand#31,14,LG PACK,18,0,1
F,F,R,NONE,0,Manufacturer#3,1,MACHINERY,7,0.08,0.02,16,Brand#31,2,MED BOX,46,0,1
F,F,R,COLLECT COD,2,Manufacturer#4,1,MACHINERY,1,0.06,0.02,18,Brand#41,2,MED PACK,22,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,1,BUILDING,3,0.08,0.05,4,Brand#24,1,SM JAR,35,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,0,FURNITURE,3,0.04,0.02,19,Brand#22,16,SM PACK,17,0,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,0,BUILDING,1,0.07,0.02,18,Brand#15,0,SM DRUM,22,1,1
F,F,A,COLLECT COD,2,Manufacturer#2,1,BUILDING,4,0.08,0.07,9,Brand#24,3,WRAP CASE,15,0,1
F,F,R,COLLECT COD,2,Manufacturer#5,0,BUILDING,6,0.04,0.01,18,Brand#51,16,MED PACK,41,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,1,BUILDING,5,0.04,0.02,4,Brand#45,17,LG JAR,47,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,2,BUILDING,4,0.01,0.05,7,Brand#41,12,LG BAG,35,0,1
F,F,R,NONE,2,Manufacturer#4,0,HOUSEHOLD,1,0.06,0.1,12,Brand#42,15,JUMBO JAR,46,0,1
F,F,R,COLLECT COD,0,Manufacturer#4,2,FURNITURE,5,0.05,0.07,14,Brand#43,18,WRAP CAN,44,0,1
F,F,R,COLLECT COD,1,Manufacturer#5,2,HOUSEHOLD,5,0.06,0.01,17,Brand#54,9,JUMBO PACK,37,0,1
F,F,A,COLLECT COD,1,Manufacturer#2,3,AUTOMOBILE,3,0.01,0.1,24,Brand#23,6,LG JAR,3,0,0
F,F,R,NONE,3,Manufacturer#1,0,HOUSEHOLD,4,0.07,0.02,23,Brand#12,15,MED CAN,21,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,0,BUILDING,4,0,0.02,22,Brand#14,15,MED PACK,2,0,1
F,F,A,COLLECT COD,1,Manufacturer#4,0,MACHINERY,6,0.02,0,24,Brand#43,5,JUMBO PACK,29,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,2,AUTOMOBILE,5,0.06,0.09,21,Brand#44,18,LG CAN,25,1,1
F,F,A,NONE,1,Manufacturer#5,0,AUTOMOBILE,2,0.07,0.1,3,Brand#55,14,LG JAR,31,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,3,AUTOMOBILE,7,0,0.06,5,Brand#13,19,SM PKG,28,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3,AUTOMOBILE,5,0.08,0.06,9,Brand#34,19,JUMBO CASE,49,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,0,BUILDING,1,0.06,0.1,6,Brand#23,15,WRAP BOX,33,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,0,FURNITURE,4,0.05,0.04,13,Brand#43,0,JUMBO CASE,14,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,0,FURNITURE,3,0.08,0,18,Brand#15,0,SM DRUM,22,1,1
F,F,A,NONE,1,Manufacturer#2,2,FURNITURE,7,0.01,0.01,17,Brand#23,8,WRAP CASE,5,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,3,MACHINERY,2,0,0.06,24,Brand#52,19,LG CASE,8,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,1,HOUSEHOLD,1,0.08,0.05,9,Brand#25,3,SM CAN,18,1,0
F,F,R,COLLECT COD,0,Manufacturer#3,0,HOUSEHOLD,1,0.02,0.1,14,Brand#32,14,JUMBO DRUM,9,1,1
F,F,A,NONE,3,Manufacturer#5,2,AUTOMOBILE,7,0.06,0.06,22,Brand#55,21,SM JAR,18,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4,HOUSEHOLD,2,0.06,0.08,9,Brand#21,10,WRAP CAN,20,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,0,MACHINERY,1,0.06,0.05,19,Brand#14,16,MED BAG,30,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,3,HOUSEHOLD,2,0.01,0.09,21,Brand#41,7,WRAP PACK,6,0,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,0,FURNITURE,2,0.02,0.06,1,Brand#12,14,JUMBO CAN,14,0,1
F,F,R,COLLECT COD,0,Manufacturer#2,3,MACHINERY,1,0.05,0.08,14,Brand#25,6,LG JAR,11,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,0,HOUSEHOLD,3,0.01,0.04,19,Brand#35,15,SM CAN,39,1,0
F,F,R,NONE,2,Manufacturer#2,2,AUTOMOBILE,1,0.03,0.05,8,Brand#21,9,SM PKG,10,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,4,FURNITURE,1,0.03,0,14,Brand#51,20,WRAP JAR,19,1,0
F,F,R,COLLECT COD,2,Manufacturer#2,0,HOUSEHOLD,5,0.07,0.05,18,Brand#22,0,JUMBO JAR,28,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2,AUTOMOBILE,3,0.06,0.05,12,Brand#21,8,SM DRUM,41,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,2,AUTOMOBILE,4,0.04,0.1,6,Brand#21,8,JUMBO CAN,1,0,1
F,F,A,COLLECT COD,0,Manufacturer#1,3,FURNITURE,2,0.01,0.07,5,Brand#12,23,SM PKG,3,1,1
F,F,A,COLLECT COD,3,Manufacturer#4,0,BUILDING,3,0,0.03,19,Brand#41,15,WRAP JAR,5,0,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,0,AUTOMOBILE,2,0.06,0.07,2,Brand#15,5,SM CAN,24,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,2,FURNITURE,4,0,0.01,22,Brand#11,18,MED BAG,49,1,1
F,F,R,COLLECT COD,2,Manufacturer#4,2,FURNITURE,1,0.01,0.01,18,Brand#44,18,WRAP PKG,42,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,0,BUILDING,4,0.04,0,16,Brand#44,14,LG DRUM,13,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,0,FURNITURE,1,0.05,0.03,10,Brand#44,14,WRAP BAG,35,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,1,AUTOMOBILE,5,0.04,0.05,24,Brand#12,3,JUMBO CAN,37,1,1
F,F,A,NONE,2,Manufacturer#4,0,FURNITURE,1,0.01,0.03,12,Brand#43,16,MED PACK,12,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,2,MACHINERY,2,0.05,0.01,8,Brand#22,12,WRAP JAR,23,1,0
F,F,A,NONE,2,Manufacturer#3,1,FURNITURE,5,0.07,0.02,12,Brand#32,24,SM BAG,17,1,0
F,F,A,COLLECT COD,3,Manufacturer#5,1,BUILDING,2,0.02,0.1,7,Brand#53,17,SM PKG,40,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,0,FURNITURE,5,0,0.07,1,Brand#23,0,MED BAG,32,0,1
F,F,R,COLLECT COD,2,Manufacturer#3,0,FURNITURE,3,0.04,0.1,9,Brand#33,0,LG CAN,1,0,1
F,F,A,COLLECT COD,1,Manufacturer#4,3,AUTOMOBILE,2,0.03,0.09,3,Brand#43,23,JUMBO CAN,42,1,1
F,F,R,NONE,1,Manufacturer#3,2,MACHINERY,4,0.01,0.02,24,Brand#34,9,LG CASE,8,1,0
F,F,R,COLLECT COD,0,Manufacturer#1,3,BUILDING,5,0.06,0,16,Brand#15,22,JUMBO BAG,22,0,0
F,F,R,NONE,0,Manufacturer#1,2,HOUSEHOLD,1,0.07,0.03,5,Brand#13,21,SM PKG,13,0,1
F,F,A,NONE,2,Manufacturer#4,0,AUTOMOBILE,6,0.02,0.04,18,Brand#42,15,WRAP JAR,2,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,0,FURNITURE,3,0,0,9,Brand#44,5,LG JAR,15,1,0
F,F,R,NONE,0,Manufacturer#3,2,BUILDING,1,0,0.04,0,Brand#32,18,JUMBO JAR,26,0,1
F,F,R,NONE,0,Manufacturer#3,3,BUILDING,5,0.07,0.09,16,Brand#31,7,WRAP CASE,8,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,4,BUILDING,3,0.02,0.03,6,Brand#52,20,SM PACK,19,0,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,2,AUTOMOBILE,1,0,0,22,Brand#23,9,WRAP JAR,7,1,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,1,BUILDING,3,0.03,0.05,14,Brand#34,24,SM DRUM,7,1,1
F,F,R,NONE,2,Manufacturer#4,3,HOUSEHOLD,4,0.06,0.04,9,Brand#44,6,LG BOX,26,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,1,FURNITURE,3,0.01,0.08,2,Brand#43,3,MED PKG,21,1,1
F,F,A,COLLECT COD,2,Manufacturer#3,0,BUILDING,1,0,0.07,21,Brand#33,16,SM CAN,23,1,0
F,F,A,COLLECT COD,1,Manufacturer#4,0,MACHINERY,1,0.06,0.04,1,Brand#43,16,WRAP BAG,9,1,1
F,F,A,COLLECT COD,4,Manufacturer#5,3,AUTOMOBILE,3,0.06,0.03,10,Brand#53,7,SM BAG,25,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,4,HOUSEHOLD,1,0,0.07,24,Brand#15,13,JUMBO CAN,7,0,1
F,F,A,NONE,2,Manufacturer#4,3,MACHINERY,4,0.03,0.06,21,Brand#45,19,MED BAG,27,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4,BUILDING,3,0,0.05,8,Brand#12,4,MED JAR,23,0,0
F,F,R,COLLECT COD,1,Manufacturer#5,4,MACHINERY,5,0.02,0.06,3,Brand#54,4,WRAP CASE,46,1,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#3,2,MACHINERY,1,0.03,0,24,Brand#33,9,LG BAG,49,0,0
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,3,AUTOMOBILE,5,0.06,0.04,16,Brand#14,19,WRAP BAG,45,1,1
F,F,R,COLLECT COD,2,Manufacturer#4,4,HOUSEHOLD,6,0.08,0.08,18,Brand#45,20,MED JAR,41,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,4,MACHINERY,7,0.03,0.04,22,Brand#12,4,MED CASE,30,0,1
F,F,A,NONE,2,Manufacturer#2,2,MACHINERY,1,0.07,0.1,9,Brand#25,9,WRAP CAN,31,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,1,BUILDING,2,0.05,0.01,12,Brand#55,1,JUMBO CASE,10,0,1
F,F,R,NONE,0,Manufacturer#2,4,MACHINERY,3,0.01,0.09,14,Brand#22,4,LG PACK,42,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,0,FURNITURE,3,0,0.1,24,Brand#21,0,JUMBO DRUM,49,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,3,FURNITURE,1,0.04,0.03,16,Brand#44,22,SM BAG,12,0,1
F,F,R,NONE,0,Manufacturer#2,0,FURNITURE,1,0.02,0.03,0,Brand#21,14,WRAP BAG,37,0,0
F,F,R,COLLECT COD,0,Manufacturer#3,1,MACHINERY,4,0.03,0.04,16,Brand#33,2,SM CASE,46,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,4,FURNITURE,5,0.07,0,22,Brand#35,4,MED BOX,24,0,0
F,F,A,NONE,4,Manufacturer#1,1,HOUSEHOLD,1,0.07,0.04,20,Brand#14,2,LG DRUM,17,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,0,BUILDING,5,0.06,0.05,8,Brand#12,15,MED PACK,48,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,3,MACHINERY,2,0,0,10,Brand#44,22,MED DRUM,45,1,1
F,F,A,COLLECT COD,1,Manufacturer#4,3,MACHINERY,2,0.03,0.01,17,Brand#44,22,SM BAG,7,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,3,AUTOMOBILE,6,0.07,0.1,18,Brand#23,23,JUMBO BOX,40,0,0
F,F,R,COLLECT COD,1,Manufacturer#2,4,FURNITURE,4,0.02,0.1,2,Brand#25,4,WRAP JAR,3,1,1
F,F,R,NONE,2,Manufacturer#4,4,BUILDING,2,0,0.05,18,Brand#43,20,JUMBO PACK,25,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,3,HOUSEHOLD,6,0.02,0.07,11,Brand#15,19,LG CASE,13,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,4,BUILDING,4,0.08,0.07,2,Brand#42,20,SM BOX,21,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,3,FURNITURE,1,0.03,0.09,18,Brand#44,22,WRAP BAG,3,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,2,HOUSEHOLD,2,0.03,0.04,18,Brand#11,12,MED BOX,18,0,1
F,F,A,COLLECT COD,0,Manufacturer#1,4,FURNITURE,1,0.03,0.03,16,Brand#12,10,WRAP DRUM,20,1,1
F,F,A,NONE,2,Manufacturer#4,3,BUILDING,2,0.03,0.09,8,Brand#43,23,SM BAG,46,0,1
F,F,A,COLLECT COD,2,Manufacturer#2,1,FURNITURE,2,0.01,0.04,9,Brand#24,1,MED PKG,6,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,1,AUTOMOBILE,1,0.05,0.08,5,Brand#45,2,LG PACK,35,1,0
F,F,A,NONE,0,Manufacturer#3,4,BUILDING,6,0.07,0.03,16,Brand#35,11,LG PKG,6,0,0
F,F,R,NONE,2,Manufacturer#4,1,BUILDING,7,0,0,9,Brand#45,1,SM BOX,39,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,0,MACHINERY,1,0.03,0.04,5,Brand#51,5,MED CASE,50,0,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,4,BUILDING,1,0.04,0.01,1,Brand#52,4,JUMBO CASE,19,1,1
F,F,A,COLLECT COD,3,Manufacturer#4,4,HOUSEHOLD,4,0,0.07,6,Brand#41,20,JUMBO CASE,14,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,2,MACHINERY,4,0.04,0.02,4,Brand#32,21,MED CASE,29,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,0,FURNITURE,2,0.08,0.05,14,Brand#13,0,SM CASE,5,0,0
F,F,A,COLLECT COD,2,Manufacturer#4,4,FURNITURE,2,0.05,0.09,8,Brand#41,4,SM JAR,11,0,1
F,F,R,NONE,1,Manufacturer#5,0,BUILDING,2,0,0.07,17,Brand#53,14,SM CAN,37,0,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,4,MACHINERY,2,0.06,0,8,Brand#21,4,MED JAR,8,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,2,AUTOMOBILE,2,0.07,0.04,12,Brand#12,18,MED CASE,28,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,2,AUTOMOBILE,1,0.03,0.06,6,Brand#22,18,MED CASE,38,1,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,4,HOUSEHOLD,2,0,0.02,4,Brand#22,11,JUMBO CASE,22,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,1,AUTOMOBILE,1,0.06,0.03,7,Brand#11,3,WRAP PKG,20,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,3,BUILDING,4,0.05,0.05,12,Brand#55,23,SM CAN,43,1,0
F,F,A,NONE,4,Manufacturer#3,3,AUTOMOBILE,3,0.04,0.07,4,Brand#35,7,SM CASE,6,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,4,AUTOMOBILE,5,0.07,0.1,10,Brand#12,10,SM CAN,47,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,4,AUTOMOBILE,6,0.08,0.1,24,Brand#33,10,JUMBO DRUM,50,1,0
F,F,R,COLLECT COD,2,Manufacturer#3,2,HOUSEHOLD,3,0.01,0.1,21,Brand#34,12,SM CAN,5,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,0,AUTOMOBILE,2,0,0.09,20,Brand#22,15,MED PACK,7,1,0
F,F,R,NONE,0,Manufacturer#4,4,HOUSEHOLD,2,0.01,0.06,5,Brand#43,13,JUMBO BAG,47,0,0
F,F,A,COLLECT COD,1,Manufacturer#3,0,HOUSEHOLD,4,0.03,0.1,1,Brand#35,15,WRAP CASE,26,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,2,BUILDING,2,0.08,0.09,8,Brand#12,12,MED JAR,23,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,1,HOUSEHOLD,3,0.07,0.01,15,Brand#13,2,JUMBO JAR,50,0,0
