o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
F,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,1,AUTOMOBILE,FOB,6,0.05,1993-02-09,1993-03-16,1993-03-18,1993-03-22,1,28839.2
F,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,1,AUTOMOBILE,AIR,1,0.05,1993-02-09,1993-04-20,1993-05-09,1993-05-14,2,20122
F,NONE,3,Manufacturer#5,1-URGENT,1,AUTOMOBILE,RAIL,3,0.04,1993-02-09,1993-04-29,1993-05-17,1993-05-19,2,23325.2
F,NONE,1,Manufacturer#4,1-URGENT,1,AUTOMOBILE,AIR,5,0.01,1993-02-09,1993-04-24,1993-05-15,1993-06-09,1,2650.84
F,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,1,AUTOMOBILE,MAIL,2,0.08,1993-02-09,1993-05-02,1993-04-14,1993-05-03,2,45375.14
F,COLLECT COD,1,Manufacturer#3,1-URGENT,1,AUTOMOBILE,FOB,4,0.02,1993-02-09,1993-04-12,1993-05-09,1993-05-10,1,50517.44
F,NONE,4,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,SHIP,1,0.08,1992-05-09,1992-06-09,1992-08-20,1992-09-07,2,12981.76
F,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,REG AIR,4,0.02,1992-05-09,1992-06-18,1992-06-26,1992-07-05,2,60553.35
F,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,MAIL,2,0.02,1992-05-09,1992-07-28,1992-06-22,1992-07-09,1,7320.08
F,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,0.08,1992-05-09,1992-08-07,1992-06-07,1992-06-17,1,32832.36
F,NONE,2,Manufacturer#3,1-URGENT,2,BUILDING,MAIL,1,0.06,1993-06-18,1993-07-26,1993-07-12,1993-07-30,1,76832.31
F,COLLECT COD,3,Manufacturer#5,1-URGENT,2,BUILDING,FOB,2,0.01,1993-06-18,1993-08-18,1993-08-29,1993-09-27,1,29437.98
F,NONE,2,Manufacturer#2,1-URGENT,2,BUILDING,REG AIR,4,0,1993-06-18,1993-08-01,1993-10-01,1993-10-14,1,3704.08
F,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,2,BUILDING,TRUCK,3,0.02,1993-06-18,1993-08-17,1993-07-04,1993-07-20,1,12872.51
O,NONE,4,Manufacturer#4,1-URGENT,4,MACHINERY,FOB,2,0.04,1998-04-15,1998-06-08,1998-08-05,1998-09-01,0,10995.76
O,NONE,1,Manufacturer#3,1-URGENT,4,MACHINERY,SHIP,3,0.06,1998-04-15,1998-06-09,1998-07-15,1998-08-08,0,24544.68
O,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,4,MACHINERY,MAIL,1,0,1998-04-15,1998-05-26,1998-04-30,1998-05-11,0,32846.04
O,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,4,AUTOMOBILE,MAIL,3,0.02,1996-10-22,1996-12-30,1996-12-27,1997-01-19,0,40518
O,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,TRUCK,1,0.03,1996-10-22,1996-12-02,1997-01-05,1997-01-07,0,73774.02
O,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,AIR,2,0.07,1996-10-22,1996-11-27,1996-10-31,1996-11-21,0,7067.44
O,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,2,FURNITURE,FOB,1,0.06,1996-06-23,1996-09-18,1996-09-22,1996-10-01,0,18323.36
O,NONE,0,Manufacturer#1,1-URGENT,2,FURNITURE,MAIL,2,0.06,1996-06-23,1996-09-03,1996-09-13,1996-10-03,0,59199.36
O,NONE,3,Manufacturer#1,1-URGENT,2,FURNITURE,RAIL,3,0.06,1996-06-23,1996-08-02,1996-06-28,1996-07-14,0,6971.36
O,COLLECT COD,0,Manufacturer#5,2-HIGH,2,BUILDING,REG AIR,2,0.04,1996-02-28,1996-05-11,1996-05-10,1996-05-19,0,29912.16
O,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,2,BUILDING,SHIP,1,0.04,1996-02-28,1996-05-02,1996-03-16,1996-03-19,0,9099.99
O,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,1,AUTOMOBILE,REG AIR,1,0.05,1998-07-07,1998-09-09,1998-08-16,1998-09-06,0,67721.75
F,COLLECT COD,1,Manufacturer#4,3-MEDIUM,3,FURNITURE,FOB,5,0.02,1992-05-08,1992-06-28,1992-08-22,1992-09-19,1,4690.15
F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,3,FURNITURE,MAIL,2,0,1992-05-08,1992-06-20,1992-06-13,1992-06-15,1,29082.78
F,COLLECT COD,0,Manufacturer#3,3-MEDIUM,3,FURNITURE,MAIL,1,0,1992-05-08,1992-07-23,1992-08-28,1992-09-01,2,23737.28
F,NONE,1,Manufacturer#2,3-MEDIUM,3,FURNITURE,RAIL,4,0.07,1992-05-08,1992-07-13,1992-07-30,1992-08-12,2,31499.22
F,COLLECT COD,0,Manufacturer#4,3-MEDIUM,3,FURNITURE,RAIL,3,0.04,1992-05-08,1992-07-02,1992-07-26,1992-08-14,2,39441.75
F,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,3,FURNITURE,TRUCK,6,0.01,1992-05-08,1992-07-23,1992-05-12,1992-05-21,2,37902.04
O,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,MAIL,3,0.07,1997-03-02,1997-04-18,1997-03-19,1997-04-08,0,74117.89
O,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,FOB,2,0.08,1997-03-02,1997-05-24,1997-03-16,1997-03-31,0,32740.38
O,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,1,HOUSEHOLD,AIR,5,0.01,1997-03-02,1997-05-12,1997-06-07,1997-06-21,0,37014.73
O,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,1,HOUSEHOLD,REG AIR,4,0.06,1997-03-02,1997-04-17,1997-05-06,1997-05-28,0,40675.69
O,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,1,HOUSEHOLD,MAIL,1,0,1997-03-02,1997-05-23,1997-03-24,1997-04-18,0,54202.4
F,NONE,4,Manufacturer#1,5-LOW,3,HOUSEHOLD,SHIP,1,0.03,1993-09-22,1993-11-11,1993-12-02,1993-12-05,2,11892.78
O,COLLECT COD,3,Manufacturer#4,5-LOW,4,FURNITURE,FOB,3,0.08,1997-02-28,1997-05-10,1997-06-11,1997-07-06,0,55450.56
O,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,4,FURNITURE,AIR,2,0.03,1997-02-28,1997-05-10,1997-04-12,1997-05-03,0,47571.12
O,NONE,2,Manufacturer#2,5-LOW,4,FURNITURE,FOB,4,0,1997-02-28,1997-05-09,1997-03-20,1997-04-18,0,3540.81
O,NONE,2,Manufacturer#5,5-LOW,4,FURNITURE,MAIL,5,0.01,1997-02-28,1997-04-24,1997-03-17,1997-04-09,0,49732.5
O,COLLECT COD,3,Manufacturer#2,5-LOW,4,FURNITURE,FOB,1,0.06,1997-02-28,1997-04-16,1997-06-22,1997-07-21,0,10336.92
F,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,3,FURNITURE,MAIL,1,0.06,1993-07-08,1993-09-20,1993-08-25,1993-09-12,2,51897.4
F,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,3,FURNITURE,RAIL,3,0.04,1993-07-08,1993-09-28,1993-07-09,1993-07-26,1,29455.68
F,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,3,FURNITURE,FOB,2,0.02,1993-07-08,1993-09-11,1993-07-11,1993-07-20,1,64664.46
O,COLLECT COD,4,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,TRUCK,1,0.08,1997-11-23,1998-01-26,1998-01-01,1998-01-14,0,80585.1
F,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,1,0.04,1993-12-19,1994-03-17,1994-03-04,1994-03-12,2,17108.91
F,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,4,0,1993-12-19,1994-01-31,1994-02-23,1994-02-25,1,18695.1
F,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,5,0.08,1993-12-19,1994-03-18,1994-01-08,1994-02-02,2,48151.8
F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,3,0.02,1993-12-19,1994-03-14,1994-04-06,1994-05-04,1,28531.5
F,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,2,0,1993-12-19,1994-03-09,1994-01-26,1994-02-21,2,12828.86
F,NONE,0,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,6,0.05,1993-12-19,1994-02-17,1994-01-17,1994-01-24,1,36405.9
F,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,3,HOUSEHOLD,REG AIR,1,0.04,1993-02-05,1993-03-31,1993-04-30,1993-05-02,2,46016.88
F,COLLECT COD,1,Manufacturer#3,1-URGENT,3,HOUSEHOLD,RAIL,2,0.04,1993-02-05,1993-04-16,1993-05-07,1993-06-02,1,67448.04
F,COLLECT COD,0,Manufacturer#1,1-URGENT,3,HOUSEHOLD,MAIL,2,0.08,1992-08-01,1992-10-29,1992-10-24,1992-11-15,2,20462.4
F,NONE,0,Manufacturer#5,1-URGENT,3,HOUSEHOLD,AIR,1,0.04,1992-08-01,1992-10-25,1992-10-01,1992-10-31,2,37525.95
O,NONE,2,Manufacturer#3,3-MEDIUM,1,FURNITURE,FOB,1,0.04,1996-11-02,1996-12-31,1997-02-16,1997-03-06,0,63022.05
O,NONE,4,Manufacturer#4,2-HIGH,1,MACHINERY,RAIL,1,0.06,1998-05-18,1998-08-05,1998-05-29,1998-06-10,0,21064.4
O,COLLECT COD,3,Manufacturer#2,2-HIGH,1,MACHINERY,REG AIR,2,0.04,1998-05-18,1998-06-22,1998-08-30,1998-09-25,0,67563.91
O,NONE,4,Manufacturer#2,1-URGENT,0,AUTOMOBILE,FOB,2,0.06,1995-08-12,1995-11-09,1995-10-04,1995-10-19,0,36351.44
O,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,0,AUTOMOBILE,RAIL,1,0.01,1995-08-12,1995-10-23,1995-12-05,1996-01-04,0,26575.12
O,NONE,0,Manufacturer#1,1-URGENT,0,AUTOMOBILE,AIR,3,0.04,1995-08-12,1995-11-03,1995-09-29,1995-10-11,0,6951.63
F,COLLECT COD,0,Manufacturer#1,5-LOW,0,HOUSEHOLD,FOB,1,0,1993-03-10,1993-05-29,1993-04-29,1993-05-05,2,26382.75
F,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,0,HOUSEHOLD,RAIL,3,0.02,1993-03-10,1993-05-13,1993-06-11,1993-07-09,2,40149.92
F,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,0,HOUSEHOLD,REG AIR,2,0,1993-03-10,1993-06-04,1993-05-07,1993-05-08,1,23686.26
F,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,4,0.08,1993-09-23,1993-11-15,1993-10-10,1993-11-02,2,62540.8
F,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,2,0.05,1993-09-23,1993-10-31,1993-11-08,1993-11-19,2,42137.22
F,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,MAIL,1,0,1993-09-23,1993-12-01,1993-11-18,1993-12-11,2,49373.39
F,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,SHIP,3,0.01,1993-09-23,1993-11-06,1993-10-10,1993-11-07,1,27407.97
F,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,0,AUTOMOBILE,RAIL,3,0.05,1993-07-29,1993-09-12,1993-11-02,1993-11-24,1,9824.5
F,NONE,4,Manufacturer#4,2-HIGH,0,AUTOMOBILE,TRUCK,4,0.01,1993-07-29,1993-09-12,1993-09-29,1993-10-17,1,2170.36
F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,0,AUTOMOBILE,REG AIR,2,0,1993-07-29,1993-09-08,1993-11-04,1993-11-16,2,48966.54
F,NONE,4,Manufacturer#1,2-HIGH,0,AUTOMOBILE,MAIL,1,0.04,1993-07-29,1993-10-08,1993-08-26,1993-09-11,2,17749.2
O,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,4,BUILDING,FOB,4,0.05,1995-08-01,1995-10-01,1995-11-19,1995-12-11,0,13005.65
O,COLLECT COD,1,Manufacturer#3,2-HIGH,4,BUILDING,RAIL,3,0.02,1995-08-01,1995-09-26,1995-09-17,1995-10-05,0,1712.81
O,COLLECT COD,4,Manufacturer#2,2-HIGH,4,BUILDING,MAIL,6,0.03,1995-08-01,1995-10-01,1995-08-20,1995-09-07,0,61973.01
O,COLLECT COD,2,Manufacturer#1,2-HIGH,4,BUILDING,FOB,2,0.01,1995-08-01,1995-09-12,1995-09-24,1995-10-19,0,52634.33
O,COLLECT COD,1,Manufacturer#3,2-HIGH,4,BUILDING,REG AIR,5,0.03,1995-08-01,1995-10-14,1995-09-04,1995-09-11,0,32747.04
O,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,4,BUILDING,RAIL,1,0.06,1995-08-01,1995-10-10,1995-10-27,1995-11-22,0,6178.56
O,COLLECT COD,2,Manufacturer#1,1-URGENT,4,BUILDING,REG AIR,2,0.04,1995-08-14,1995-10-08,1995-08-18,1995-08-25,0,10565.1
O,NONE,0,Manufacturer#3,1-URGENT,4,BUILDING,RAIL,1,0.05,1995-08-14,1995-09-22,1995-09-23,1995-10-17,0,37549.6
O,NONE,4,Manufacturer#1,3-MEDIUM,3,FURNITURE,FOB,4,0.02,1995-07-28,1995-09-30,1995-10-14,1995-11-09,0,32144.58
O,COLLECT COD,3,Manufacturer#1,3-MEDIUM,3,FURNITURE,TRUCK,6,0.08,1995-07-28,1995-09-01,1995-08-31,1995-09-24,0,2248.44
O,NONE,0,Manufacturer#1,3-MEDIUM,3,FURNITURE,RAIL,3,0,1995-07-28,1995-08-27,1995-11-15,1995-11-21,0,40770.96
O,NONE,2,Manufacturer#3,3-MEDIUM,3,FURNITURE,MAIL,2,0,1995-07-28,1995-10-08,1995-11-24,1995-12-15,0,6535.08
O,COLLECT COD,2,Manufacturer#2,3-MEDIUM,3,FURNITURE,MAIL,5,0.05,1995-07-28,1995-10-19,1995-11-09,1995-11-14,0,38843.47
O,TAKE BACK RETURN,1,Manufacturer#3,3-MEDIUM,3,FURNITURE,REG AIR,1,0.07,1995-07-28,1995-10-21,1995-08-05,1995-08-08,0,50156.52
F,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,2,BUILDING,RAIL,1,0.05,1993-01-15,1993-02-27,1993-04-14,1993-04-24,1,82456.22
F,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,1,FURNITURE,MAIL,2,0.07,1994-07-16,1994-09-25,1994-10-20,1994-10-27,2,17087.33
F,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,1,FURNITURE,RAIL,4,0.08,1994-07-16,1994-09-07,1994-08-27,1994-09-24,2,15786.7
F,COLLECT COD,1,Manufacturer#4,2-HIGH,1,FURNITURE,RAIL,1,0.02,1994-07-16,1994-08-24,1994-09-18,1994-10-06,2,28198.75
F,COLLECT COD,3,Manufacturer#5,2-HIGH,1,FURNITURE,MAIL,3,0,1994-07-16,1994-08-15,1994-08-01,1994-08-08,2,58882.22
O,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,1,AUTOMOBILE,MAIL,1,0.05,1996-12-21,1997-03-09,1997-01-24,1997-02-14,0,21680.96
O,NONE,0,Manufacturer#4,1-URGENT,1,AUTOMOBILE,RAIL,6,0.06,1996-12-21,1997-01-31,1997-01-25,1997-02-21,0,45462.14
O,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,1,AUTOMOBILE,RAIL,5,0.07,1996-12-21,1997-03-05,1997-01-22,1997-02-18,0,21045.23
O,NONE,3,Manufacturer#4,1-URGENT,1,AUTOMOBILE,TRUCK,2,0.06,1996-12-21,1997-02-02,1997-02-10,1997-02-16,0,53851.05
O,COLLECT COD,4,Manufacturer#4,1-URGENT,1,AUTOMOBILE,MAIL,3,0.07,1996-12-21,1997-02-07,1997-01-10,1997-01-12,0,18584.23
O,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,1,AUTOMOBILE,REG AIR,4,0.02,1996-12-21,1997-02-14,1997-02-04,1997-02-18,0,60877.32
F,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,2,FURNITURE,MAIL,5,0.02,1993-11-05,1993-12-09,1994-02-25,1994-03-03,2,39486.63
F,NONE,4,Manufacturer#4,1-URGENT,2,FURNITURE,REG AIR,4,0.08,1993-11-05,1994-01-06,1993-12-26,1994-01-13,1,13698.74
F,NONE,0,Manufacturer#3,1-URGENT,2,FURNITURE,FOB,1,0.05,1993-11-05,1994-01-07,1993-11-24,1993-12-10,1,7808.3
F,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,2,FURNITURE,TRUCK,3,0.08,1993-11-05,1993-12-16,1993-12-26,1994-01-06,2,14835.8
F,NONE,2,Manufacturer#5,1-URGENT,2,FURNITURE,FOB,2,0.04,1993-11-05,1993-12-22,1994-02-18,1994-03-19,1,11288.97
F,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,2,FURNITURE,FOB,6,0.05,1993-11-05,1993-12-13,1993-12-19,1994-01-18,1,63151.2
O,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,1,0.06,1997-03-02,1997-04-19,1997-05-13,1997-06-03,0,39975.39
O,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,4,0.03,1997-03-02,1997-05-28,1997-04-10,1997-04-30,0,4640.1
O,COLLECT COD,3,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,3,0,1997-03-02,1997-04-18,1997-04-16,1997-05-06,0,44488.98
O,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,2,0.06,1997-03-02,1997-05-05,1997-06-21,1997-07-12,0,15031.25
O,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,5,0.07,1997-03-02,1997-05-06,1997-04-29,1997-05-26,0,27100.64
O,COLLECT COD,2,Manufacturer#1,2-HIGH,1,MACHINERY,MAIL,2,0.04,1995-09-30,1995-11-16,1996-01-22,1996-02-15,0,5520.12
O,DELIVER IN PERSON,4,Manufacturer#5,2-HIGH,1,MACHINERY,REG AIR,1,0.03,1995-09-30,1995-12-16,1995-12-31,1996-01-17,0,36358.2
F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,AIR,5,0.03,1993-06-30,1993-09-09,1993-09-08,1993-09-24,2,9640.53
F,NONE,0,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,RAIL,2,0.02,1993-06-30,1993-08-18,1993-08-05,1993-08-27,2,28062.75
F,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,REG AIR,4,0.02,1993-06-30,1993-08-18,1993-08-19,1993-09-15,1,18019.52
F,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,REG AIR,1,0,1993-06-30,1993-09-10,1993-08-18,1993-09-10,2,6222.6
F,NONE,0,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,FOB,3,0.06,1993-06-30,1993-09-09,1993-10-20,1993-10-31,2,36818.33
F,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,FOB,6,0.06,1993-06-30,1993-08-03,1993-07-10,1993-07-28,1,26395.05
O,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,FOB,3,0.05,1995-12-17,1996-02-04,1996-03-25,1996-04-15,0,53087.1
O,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,AIR,1,0.01,1995-12-17,1996-02-19,1995-12-22,1995-12-29,0,28351.2
O,NONE,1,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,REG AIR,2,0.04,1995-12-17,1996-01-24,1996-04-02,1996-04-23,0,9490.24
F,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,4,HOUSEHOLD,MAIL,3,0.08,1994-03-26,1994-05-26,1994-04-01,1994-04-08,1,30232.2
F,COLLECT COD,3,Manufacturer#4,5-LOW,4,HOUSEHOLD,REG AIR,2,0.05,1994-03-26,1994-05-01,1994-07-07,1994-07-22,1,4327.62
F,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,4,HOUSEHOLD,TRUCK,1,0.06,1994-03-26,1994-05-21,1994-07-03,1994-08-02,2,4441.74
