o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
F,COLLECT COD,0,Manufacturer#5,2-HIGH,1,BUILDING,REG AIR,3,0.01,1994-12-03,1995-02-21,1995-01-04,1995-01-21,1,73309.74
F,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,1,BUILDING,REG AIR,5,0.02,1994-12-03,1995-02-27,1995-02-12,1995-03-06,1,40765.72
F,COLLECT COD,2,Manufacturer#3,2-HIGH,1,BUILDING,TRUCK,2,0.05,1994-12-03,1995-02-15,1995-02-16,1995-02-25,2,75044.43
F,NONE,4,Manufacturer#5,2-HIGH,1,BUILDING,TRUCK,1,0.02,1994-12-03,1995-02-21,1994-12-09,1995-01-03,1,49453.47
O,COLLECT COD,2,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,RAIL,7,0.04,1996-08-20,1996-09-29,1996-09-06,1996-10-01,0,45588.84
O,NONE,0,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,TRUCK,5,0.05,1996-08-20,1996-10-30,1996-11-28,1996-12-12,0,64176.62
O,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,REG AIR,4,0,1996-08-20,1996-09-23,1996-10-02,1996-10-14,0,42373.88
O,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,SHIP,2,0.04,1996-08-20,1996-10-03,1996-11-13,1996-11-25,0,2158.34
O,NONE,2,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,SHIP,1,0.08,1996-08-20,1996-10-27,1996-09-25,1996-10-20,0,72577.05
O,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,AIR,6,0.06,1996-08-20,1996-11-03,1996-09-22,1996-10-22,0,43778.73
O,NONE,2,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,MAIL,3,0.05,1996-08-20,1996-11-03,1996-09-22,1996-10-13,0,28801.8
O,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,1,HOUSEHOLD,SHIP,1,0.03,1995-12-04,1996-01-07,1995-12-06,1995-12-14,0,84712.18
O,NONE,2,Manufacturer#3,1-URGENT,1,HOUSEHOLD,REG AIR,5,0.07,1995-12-04,1996-01-16,1996-02-29,1996-03-06,0,73205.44
O,COLLECT COD,0,Manufacturer#2,1-URGENT,1,HOUSEHOLD,FOB,2,0.06,1995-12-04,1996-01-14,1996-02-13,1996-03-04,0,3183.48
O,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,1,HOUSEHOLD,SHIP,6,0.03,1995-12-04,1996-02-10,1995-12-11,1995-12-14,0,2200.38
O,COLLECT COD,4,Manufacturer#3,1-URGENT,1,HOUSEHOLD,FOB,3,0.07,1995-12-04,1996-01-03,1996-03-16,1996-03-22,0,46935.98
O,COLLECT COD,2,Manufacturer#3,1-URGENT,1,HOUSEHOLD,RAIL,4,0.02,1995-12-04,1996-01-15,1996-01-24,1996-02-13,0,8401.2
F,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,4,BUILDING,FOB,3,0.07,1994-02-13,1994-04-26,1994-02-28,1994-03-20,1,13622.49
F,COLLECT COD,0,Manufacturer#2,3-MEDIUM,4,BUILDING,MAIL,1,0.04,1994-02-13,1994-04-05,1994-04-26,1994-04-29,2,1436.53
F,COLLECT COD,0,Manufacturer#1,3-MEDIUM,4,BUILDING,TRUCK,2,0.05,1994-02-13,1994-04-21,1994-04-05,1994-05-01,1,38764.18
F,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,TRUCK,1,0.07,1993-11-16,1993-12-25,1994-02-19,1994-02-25,1,9025.66
F,NONE,0,Manufacturer#5,1-URGENT,3,AUTOMOBILE,TRUCK,1,0.06,1995-02-11,1995-04-01,1995-02-18,1995-03-20,2,41114.77
F,NONE,3,Manufacturer#5,3-MEDIUM,3,MACHINERY,TRUCK,2,0.04,1992-11-20,1993-01-13,1992-12-22,1993-01-01,1,18094.5
F,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,3,MACHINERY,RAIL,1,0.04,1992-11-20,1993-02-09,1992-12-10,1992-12-29,2,48713.33
F,NONE,0,Manufacturer#3,3-MEDIUM,3,MACHINERY,TRUCK,3,0.06,1992-11-20,1992-12-31,1993-03-05,1993-03-12,2,66950.8
O,COLLECT COD,0,Manufacturer#3,1-URGENT,3,MACHINERY,REG AIR,1,0.03,1996-08-29,1996-11-07,1996-10-15,1996-11-06,0,39792.25
O,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,3,MACHINERY,RAIL,5,0.08,1996-08-29,1996-10-09,1996-09-11,1996-09-25,0,34762.25
O,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,3,MACHINERY,TRUCK,4,0.03,1996-08-29,1996-10-03,1996-12-12,1996-12-15,0,34273.8
O,COLLECT COD,3,Manufacturer#2,1-URGENT,3,MACHINERY,REG AIR,3,0.06,1996-08-29,1996-11-03,1996-09-06,1996-09-10,0,3808.08
O,COLLECT COD,0,Manufacturer#1,1-URGENT,3,MACHINERY,SHIP,2,0.02,1996-08-29,1996-11-14,1996-12-10,1997-01-07,0,53985.24
F,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,2,BUILDING,MAIL,3,0.08,1993-02-05,1993-03-20,1993-02-13,1993-02-22,2,25377.82
F,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,2,BUILDING,RAIL,1,0.02,1993-02-05,1993-03-14,1993-02-12,1993-03-12,1,19364.52
F,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,2,BUILDING,REG AIR,2,0.01,1993-02-05,1993-03-27,1993-05-05,1993-05-18,1,17862.96
O,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,1,AUTOMOBILE,REG AIR,2,0.08,1997-08-04,1997-10-10,1997-10-22,1997-11-10,0,27272.7
O,COLLECT COD,2,Manufacturer#1,5-LOW,1,AUTOMOBILE,REG AIR,1,0.01,1997-08-04,1997-09-12,1997-09-07,1997-10-01,0,22956.18
O,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,1,AUTOMOBILE,SHIP,5,0.05,1997-08-04,1997-10-24,1997-08-05,1997-08-07,0,43908.28
O,NONE,0,Manufacturer#4,5-LOW,1,AUTOMOBILE,AIR,3,0.02,1997-08-04,1997-10-23,1997-10-13,1997-10-18,0,24555.41
O,COLLECT COD,0,Manufacturer#5,5-LOW,1,AUTOMOBILE,AIR,4,0.01,1997-08-04,1997-09-22,1997-10-16,1997-10-28,0,19942.01
F,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,3,HOUSEHOLD,MAIL,4,0.06,1994-12-11,1995-01-11,1995-03-28,1995-04-14,2,54436.14
F,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,FOB,3,0.06,1994-12-11,1995-01-26,1994-12-27,1995-01-21,1,3675.86
F,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,3,HOUSEHOLD,AIR,7,0.02,1994-12-11,1995-02-08,1995-01-28,1995-02-10,2,72230.11
F,NONE,2,Manufacturer#4,1-URGENT,3,HOUSEHOLD,SHIP,6,0.04,1994-12-11,1995-02-21,1995-03-15,1995-03-20,2,5573.96
F,NONE,2,Manufacturer#2,1-URGENT,3,HOUSEHOLD,AIR,2,0.03,1994-12-11,1995-02-02,1995-03-19,1995-03-27,1,35670.22
F,NONE,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,REG AIR,1,0.08,1994-12-11,1995-01-18,1995-02-01,1995-03-03,2,42252.21
F,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,HOUSEHOLD,TRUCK,5,0.07,1994-12-11,1995-02-13,1995-02-06,1995-02-18,1,18401.63
P,COLLECT COD,0,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,3,0.02,1995-05-19,1995-06-26,1995-07-13,1995-08-06,0,38312.82
P,COLLECT COD,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,RAIL,1,0.04,1995-05-19,1995-08-08,1995-08-13,1995-09-10,0,42137.22
P,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,AUTOMOBILE,AIR,5,0,1995-05-19,1995-07-06,1995-09-03,1995-09-04,0,50273.64
P,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,2,AUTOMOBILE,FOB,4,0.02,1995-05-19,1995-07-07,1995-07-16,1995-07-22,0,33356.75
P,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,2,AUTOMOBILE,SHIP,2,0.01,1995-05-19,1995-08-03,1995-06-08,1995-06-16,1,10483.13
F,NONE,0,Manufacturer#1,5-LOW,0,FURNITURE,FOB,1,0,1992-10-28,1993-01-23,1992-12-27,1993-01-06,1,91824.53
F,COLLECT COD,2,Manufacturer#5,5-LOW,0,FURNITURE,REG AIR,3,0.07,1992-10-28,1992-12-29,1992-12-02,1992-12-14,2,45494.36
F,COLLECT COD,3,Manufacturer#3,5-LOW,0,FURNITURE,FOB,2,0.07,1992-10-28,1992-12-11,1992-11-27,1992-12-07,1,37485.07
F,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,4,BUILDING,RAIL,1,0.06,1993-04-27,1993-07-09,1993-08-25,1993-09-12,1,25632.88
F,NONE,3,Manufacturer#5,2-HIGH,4,BUILDING,AIR,2,0.04,1993-04-27,1993-07-07,1993-05-24,1993-06-14,2,28568.4
F,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,AIR,1,0.01,1994-07-05,1994-09-04,1994-10-31,1994-11-25,1,9210
F,COLLECT COD,2,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,AIR,3,0.07,1994-12-06,1995-01-12,1994-12-17,1995-01-03,2,49284.36
F,COLLECT COD,1,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,7,0.03,1994-12-06,1995-01-15,1994-12-23,1995-01-13,2,20649.84
F,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,RAIL,6,0.02,1994-12-06,1995-02-18,1994-12-16,1994-12-22,1,51379.44
F,NONE,1,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,SHIP,1,0.02,1994-12-06,1995-03-03,1994-12-22,1994-12-31,2,67102.98
F,DELIVER IN PERSON,0,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,SHIP,5,0.05,1994-12-06,1995-03-05,1995-02-25,1995-03-24,1,38226.65
F,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,AIR,2,0.08,1994-12-06,1995-02-15,1995-02-22,1995-03-19,1,49897.04
F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,RAIL,4,0.03,1994-12-06,1995-03-05,1995-01-07,1995-01-17,1,6535.08
O,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,4,BUILDING,RAIL,4,0.08,1996-09-17,1996-11-07,1996-10-26,1996-10-30,0,13734.48
O,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,4,BUILDING,REG AIR,2,0.04,1996-09-17,1996-10-22,1996-10-07,1996-11-03,0,41563.92
O,NONE,3,Manufacturer#5,5-LOW,4,BUILDING,MAIL,7,0.05,1996-09-17,1996-10-17,1996-11-01,1996-11-28,0,55760.5
O,COLLECT COD,4,Manufacturer#3,5-LOW,4,BUILDING,RAIL,6,0.02,1996-09-17,1996-12-03,1996-10-31,1996-11-13,0,3111.39
O,NONE,3,Manufacturer#1,5-LOW,4,BUILDING,SHIP,3,0.02,1996-09-17,1996-11-23,1996-10-02,1996-10-05,0,64868.4
O,NONE,3,Manufacturer#5,5-LOW,4,BUILDING,MAIL,5,0.06,1996-09-17,1996-12-05,1996-10-20,1996-11-02,0,40110.66
O,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,BUILDING,RAIL,1,0.04,1996-09-17,1996-12-03,1996-09-23,1996-10-01,0,20635.67
F,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,3,HOUSEHOLD,RAIL,4,0.01,1992-12-28,1993-03-24,1993-03-23,1993-04-12,2,20239.23
F,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,HOUSEHOLD,MAIL,1,0.01,1992-12-28,1993-03-13,1993-04-24,1993-05-17,1,8779.25
F,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,3,HOUSEHOLD,TRUCK,6,0.01,1992-12-28,1993-03-06,1992-12-29,1993-01-02,1,42975.9
F,COLLECT COD,0,Manufacturer#2,2-HIGH,3,HOUSEHOLD,AIR,3,0.03,1992-12-28,1993-03-16,1993-03-15,1993-03-31,1,27581.12
F,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,HOUSEHOLD,TRUCK,2,0.06,1992-12-28,1993-02-16,1993-02-24,1993-03-08,2,20524.1
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,3,HOUSEHOLD,SHIP,5,0.01,1992-12-28,1993-03-14,1993-01-30,1993-02-27,2,8892.52
O,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,1,BUILDING,AIR,3,0.04,1997-09-28,1997-11-30,1997-10-13,1997-10-28,0,24452.68
O,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,1,BUILDING,SHIP,4,0.08,1997-09-28,1997-11-13,1997-09-29,1997-10-07,0,59426.56
O,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,1,BUILDING,FOB,1,0.08,1997-09-28,1997-11-01,1997-11-07,1997-11-18,0,56724.12
O,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,1,BUILDING,MAIL,6,0.01,1997-09-28,1997-12-21,1998-01-12,1998-01-17,0,66707.3
O,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,1,BUILDING,FOB,2,0.03,1997-09-28,1997-12-16,1997-11-15,1997-11-20,0,5540.82
O,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,1,BUILDING,TRUCK,5,0.06,1997-09-28,1997-11-30,1998-01-15,1998-02-14,0,50109.52
F,COLLECT COD,4,Manufacturer#5,3-MEDIUM,1,MACHINERY,RAIL,1,0.05,1994-01-03,1994-04-03,1994-01-14,1994-01-16,1,11001.69
F,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,1,MACHINERY,RAIL,2,0.05,1994-01-03,1994-03-07,1994-01-29,1994-02-15,2,36216.06
F,NONE,2,Manufacturer#5,3-MEDIUM,1,MACHINERY,RAIL,4,0.05,1994-01-03,1994-02-05,1994-02-26,1994-03-01,2,40019.7
F,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,1,MACHINERY,MAIL,5,0.08,1994-01-03,1994-03-15,1994-04-26,1994-05-15,2,2104.3
F,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,1,MACHINERY,MAIL,3,0.08,1994-01-03,1994-03-04,1994-04-09,1994-04-11,1,26156.29
O,NONE,1,Manufacturer#5,3-MEDIUM,1,MACHINERY,SHIP,1,0.03,1996-07-13,1996-09-21,1996-10-24,1996-11-15,0,12975.17
F,NONE,0,Manufacturer#3,1-URGENT,0,HOUSEHOLD,RAIL,3,0.03,1995-02-07,1995-04-02,1995-04-01,1995-04-18,2,71007.44
F,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,0,HOUSEHOLD,TRUCK,2,0,1995-02-07,1995-03-20,1995-03-15,1995-04-09,1,41592.88
F,NONE,2,Manufacturer#1,1-URGENT,0,HOUSEHOLD,TRUCK,1,0,1995-02-07,1995-04-12,1995-04-25,1995-05-13,1,18160
F,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,0,HOUSEHOLD,SHIP,4,0.08,1995-02-07,1995-03-13,1995-03-23,1995-04-16,2,34447.51
O,COLLECT COD,2,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,4,0.07,1997-04-26,1997-05-27,1997-06-15,1997-06-18,0,43365.6
O,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,0,BUILDING,REG AIR,6,0.08,1997-04-26,1997-06-27,1997-06-30,1997-07-11,0,24354
O,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,0,BUILDING,REG AIR,2,0,1997-04-26,1997-06-18,1997-07-30,1997-08-13,0,28549.4
O,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,0,BUILDING,SHIP,3,0.03,1997-04-26,1997-06-12,1997-06-27,1997-07-22,0,63449.51
O,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,0,BUILDING,TRUCK,5,0.05,1997-04-26,1997-07-20,1997-05-05,1997-05-26,0,4108.38
O,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,1,0.01,1997-04-26,1997-07-15,1997-08-06,1997-08-07,0,55715.04
F,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,2,MACHINERY,TRUCK,1,0.07,1993-03-13,1993-05-06,1993-06-01,1993-06-11,2,12998.16
F,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,2,MACHINERY,SHIP,5,0.04,1993-03-13,1993-04-23,1993-05-24,1993-06-20,2,32880.98
F,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,2,MACHINERY,TRUCK,2,0.01,1993-03-13,1993-04-17,1993-06-09,1993-06-16,2,18909.9
F,COLLECT COD,1,Manufacturer#5,5-LOW,2,MACHINERY,AIR,3,0.04,1993-03-13,1993-05-12,1993-06-27,1993-07-11,2,65211.56
F,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,2,MACHINERY,REG AIR,4,0,1993-03-13,1993-05-11,1993-04-05,1993-04-23,1,21299.04
F,NONE,0,Manufacturer#5,2-HIGH,1,HOUSEHOLD,TRUCK,6,0.08,1994-06-30,1994-09-07,1994-08-31,1994-09-22,1,31749.48
F,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,HOUSEHOLD,AIR,4,0.02,1994-06-30,1994-09-13,1994-10-05,1994-10-17,2,40223.32
F,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,1,HOUSEHOLD,RAIL,1,0.01,1994-06-30,1994-08-04,1994-10-09,1994-11-03,1,34486.75
F,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,1,HOUSEHOLD,RAIL,7,0.05,1994-06-30,1994-08-10,1994-09-21,1994-10-19,2,5048.34
F,NONE,0,Manufacturer#3,2-HIGH,1,HOUSEHOLD,MAIL,2,0.06,1994-06-30,1994-09-10,1994-09-30,1994-10-26,1,51975.6
F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,1,HOUSEHOLD,SHIP,5,0.04,1994-06-30,1994-09-10,1994-08-28,1994-09-06,1,3736.02
F,NONE,1,Manufacturer#5,2-HIGH,1,HOUSEHOLD,AIR,3,0.07,1994-06-30,1994-08-17,1994-08-13,1994-08-16,1,37514.75
O,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,1,0.08,1997-07-20,1997-09-21,1997-08-04,1997-08-11,0,16833.3
F,TAKE BACK RETURN,0,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,SHIP,3,0.06,1995-01-02,1995-03-16,1995-04-27,1995-04-29,2,7523.88
F,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,AIR,2,0.08,1995-01-02,1995-02-04,1995-02-01,1995-03-02,1,1960.16
F,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,4,FURNITURE,MAIL,4,0,1995-01-02,1995-03-19,1995-03-07,1995-03-26,2,46083.98
F,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,TRUCK,1,0.07,1995-01-02,1995-03-25,1995-04-23,1995-05-20,2,48273.68
O,COLLECT COD,3,Manufacturer#3,2-HIGH,3,MACHINERY,RAIL,2,0.02,1996-12-24,1997-02-18,1997-01-02,1997-01-13,0,74573.96
O,COLLECT COD,1,Manufacturer#2,2-HIGH,3,MACHINERY,REG AIR,1,0.04,1996-12-24,1997-02-12,1997-04-23,1997-05-21,0,34176.9
O,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,4,FURNITURE,TRUCK,3,0.02,1998-01-07,1998-04-06,1998-02-25,1998-03-23,0,9977
O,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,4,FURNITURE,TRUCK,1,0.05,1998-01-07,1998-03-24,1998-02-11,1998-02-27,0,55077.46
O,NONE,1,Manufacturer#2,1-URGENT,4,FURNITURE,REG AIR,7,0.07,1998-01-07,1998-04-03,1998-02-15,1998-02-23,0,40267.2
O,COLLECT COD,1,Manufacturer#4,1-URGENT,4,FURNITURE,AIR,2,0.05,1998-01-07,1998-02-14,1998-04-14,1998-04-18,0,26089.14
O,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,4,FURNITURE,AIR,4,0.08,1998-01-07,1998-02-06,1998-03-30,1998-04-05,0,43606.86
O,NONE,3,Manufacturer#5,1-URGENT,4,FURNITURE,REG AIR,6,0.03,1998-01-07,1998-03-13,1998-04-01,1998-04-27,0,68322.15
O,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,4,FURNITURE,REG AIR,5,0.05,1998-01-07,1998-03-19,1998-03-26,1998-04-16,0,34048.08
O,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,1,MACHINERY,RAIL,1,0.03,1997-11-23,1997-12-29,1998-02-04,1998-02-16,0,13844.8
O,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,1,MACHINERY,FOB,2,0.07,1997-11-23,1998-01-02,1997-12-26,1998-01-24,0,18120
O,NONE,4,Manufacturer#5,2-HIGH,3,AUTOMOBILE,TRUCK,4,0.02,1995-10-11,1996-01-01,1995-11-13,1995-11-26,0,83838.5
O,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,3,AUTOMOBILE,REG AIR,3,0.06,1995-10-11,1995-11-23,1996-01-27,1996-01-29,0,1244.34
O,COLLECT COD,0,Manufacturer#3,2-HIGH,3,AUTOMOBILE,FOB,1,0.07,1995-10-11,1995-11-28,1995-12-14,1995-12-15,0,4282.56
