o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,2-HIGH,0,BUILDING,5,Clerk#000000947,1993-07-18,8178.92,5930,4,1
F,2-HIGH,3,HOUSEHOLD,6,Clerk#000000228,1993-08-16,6484.38,13436,4,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000710,1993-08-25,2544.54,11405,0,1
F,2-HIGH,1,MACHINERY,2,Clerk#000000602,1993-09-14,2330.57,7289,4,1
F,2-HIGH,4,HOUSEHOLD,13,Clerk#000000841,1993-08-12,6631.95,4301,4,1
F,5-LOW,0,BUILDING,16,Clerk#000000491,1993-09-16,1530.63,3733,1,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000994,1993-09-20,948,1522,1,1
F,1-URGENT,0,FURNITURE,5,Clerk#000000410,1993-09-02,2502.09,2518,2,1
F,4-NOT SPECIFIED,4,BUILDING,10,Clerk#000000385,1993-07-27,432.35,5311,0,1
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000492,1993-07-11,2384.73,6953,4,1
F,5-LOW,3,MACHINERY,19,Clerk#000000804,1993-08-07,70.93,1078,1,1
F,1-URGENT,4,FURNITURE,20,Clerk#000000348,1993-07-06,8746.23,433,2,1
F,3-MEDIUM,0,FURNITURE,5,Clerk#000000545,1993-09-26,7880.89,12118,3,1
F,3-MEDIUM,2,BUILDING,9,Clerk#000000423,1993-09-07,3736.71,3325,3,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000251,1993-08-11,7738.43,8743,2,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,6,Clerk#000000612,1993-08-21,8219.05,12094,0,1
F,5-LOW,2,MACHINERY,18,Clerk#000000647,1993-07-03,9737.02,8251,1,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000296,1993-09-13,-272.14,422,2,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000636,1993-08-08,-372.6,12070,1,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,8,Clerk#000000097,1993-08-08,4946.29,4915,0,1
F,3-MEDIUM,3,HOUSEHOLD,22,Clerk#000000660,1993-08-11,19.25,11939,3,1
F,1-URGENT,1,FURNITURE,1,Clerk#000000889,1993-09-30,5266.3,14,2,1
F,3-MEDIUM,2,MACHINERY,18,Clerk#000000502,1993-09-26,8218.34,7331,3,1
F,1-URGENT,3,AUTOMOBILE,22,Clerk#000000257,1993-07-15,-211.88,14344,2,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000329,1993-08-18,9831.27,1573,1,1
F,1-URGENT,4,BUILDING,20,Clerk#000000793,1993-09-22,7621.56,278,2,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000194,1993-07-23,1586.25,10814,1,1
F,5-LOW,3,HOUSEHOLD,23,Clerk#000000952,1993-07-17,4822.08,847,1,1
F,1-URGENT,0,HOUSEHOLD,15,Clerk#000000329,1993-08-18,7726.08,11684,2,1
F,2-HIGH,3,FURNITURE,19,Clerk#000000650,1993-09-22,4230.02,11452,4,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000717,1993-07-27,3903.54,1298,0,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,8,Clerk#000000376,1993-08-19,9439.21,11278,0,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000178,1993-08-01,6240.31,11644,3,1
F,3-MEDIUM,3,AUTOMOBILE,23,Clerk#000000993,1993-07-18,9425.54,11149,3,1
F,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000002,1993-07-14,4211.12,12778,0,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000679,1993-08-27,6696.77,9221,4,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000669,1993-09-03,8297.83,6670,0,1
F,3-MEDIUM,2,FURNITURE,21,Clerk#000000022,1993-09-07,2411.69,1423,3,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000354,1993-09-05,1618.95,4006,3,1
F,5-LOW,0,MACHINERY,15,Clerk#000000304,1993-09-27,2261.36,14141,1,1
F,4-NOT SPECIFIED,1,BUILDING,2,Clerk#000000836,1993-08-21,52.35,4331,0,1
F,3-MEDIUM,1,AUTOMOBILE,3,Clerk#000000071,1993-09-18,4781,13454,3,1
F,2-HIGH,1,MACHINERY,24,Clerk#000000837,1993-07-21,1897.9,13684,4,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000673,1993-08-06,8593.93,4705,3,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000666,1993-07-23,5454.54,6745,0,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000497,1993-07-18,6151.02,11176,4,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000523,1993-09-04,2704.85,8497,2,1
F,5-LOW,2,FURNITURE,21,Clerk#000000471,1993-07-28,4358.27,2401,1,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,19,Clerk#000000574,1993-07-15,3909.19,3928,0,1
F,2-HIGH,3,MACHINERY,6,Clerk#000000411,1993-08-15,666.59,9206,4,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000423,1993-08-18,2217.58,7693,0,1
F,5-LOW,0,AUTOMOBILE,16,Clerk#000000790,1993-09-02,8225.12,4487,1,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000049,1993-08-02,212.16,787,3,1
F,5-LOW,2,HOUSEHOLD,9,Clerk#000000257,1993-09-01,7723.28,11293,1,1
F,3-MEDIUM,0,FURNITURE,14,Clerk#000000979,1993-09-09,3567.27,3157,3,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000843,1993-09-26,1486.62,12485,3,1
F,1-URGENT,2,AUTOMOBILE,21,Clerk#000000103,1993-08-06,3830.68,6406,2,1
F,5-LOW,0,MACHINERY,16,Clerk#000000290,1993-09-23,649.53,12397,1,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000609,1993-09-20,4615.92,4543,3,1
F,3-MEDIUM,3,BUILDING,23,Clerk#000000840,1993-08-14,6499.02,14098,3,1
F,4-NOT SPECIFIED,2,FURNITURE,9,Clerk#000000692,1993-07-17,6539.1,7849,0,1
F,5-LOW,2,FURNITURE,18,Clerk#000000707,1993-09-16,1033.04,2620,1,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,12,Clerk#000000492,1993-07-31,7020.8,10163,0,1
F,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000260,1993-09-12,1422.57,1360,0,1
F,5-LOW,3,AUTOMOBILE,23,Clerk#000000640,1993-08-18,3427.1,11047,1,1
F,5-LOW,3,AUTOMOBILE,19,Clerk#000000662,1993-09-20,8134.72,7847,1,1
F,2-HIGH,3,HOUSEHOLD,22,Clerk#000000376,1993-07-05,5600.56,9793,4,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000008,1993-07-10,7087.2,6038,3,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000523,1993-09-13,2295.33,4501,0,1
F,1-URGENT,2,MACHINERY,12,Clerk#000000169,1993-08-22,7686.32,8813,2,1
F,2-HIGH,1,HOUSEHOLD,17,Clerk#000000324,1993-08-01,8724.52,11107,4,1
F,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000202,1993-09-18,-207.35,11680,3,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000929,1993-09-27,8764.31,2470,0,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000016,1993-08-24,5099.96,11173,0,1
F,1-URGENT,4,HOUSEHOLD,13,Clerk#000000824,1993-07-04,7889.2,2449,2,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000959,1993-08-16,6795.09,3014,0,1
F,2-HIGH,2,MACHINERY,21,Clerk#000000396,1993-07-12,-719.2,13327,4,1
F,5-LOW,4,FURNITURE,10,Clerk#000000588,1993-07-19,5093.62,14941,1,1
F,1-URGENT,4,MACHINERY,10,Clerk#000000381,1993-07-26,3829.03,713,2,1
F,4-NOT SPECIFIED,1,MACHINERY,24,Clerk#000000250,1993-07-17,7117.89,13759,0,1
F,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000286,1993-09-22,6746.59,3662,0,1
F,2-HIGH,4,BUILDING,11,Clerk#000000235,1993-08-21,1693.24,3154,4,1
F,1-URGENT,1,AUTOMOBILE,24,Clerk#000000224,1993-09-19,5799.88,3032,2,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000338,1993-09-21,1780.55,13592,4,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000790,1993-07-30,8121.84,697,0,1
F,2-HIGH,0,AUTOMOBILE,16,Clerk#000000616,1993-08-21,5755.78,12598,4,1
F,2-HIGH,0,BUILDING,5,Clerk#000000164,1993-08-04,-412.05,4220,4,1
F,5-LOW,1,FURNITURE,24,Clerk#000000116,1993-09-13,-586.44,7189,1,1
F,1-URGENT,0,MACHINERY,14,Clerk#000000161,1993-07-29,6208.61,13075,2,1
F,3-MEDIUM,4,BUILDING,13,Clerk#000000761,1993-07-23,4008.49,3212,3,1
F,4-NOT SPECIFIED,3,FURNITURE,23,Clerk#000000778,1993-07-23,2531.86,13037,0,1
F,3-MEDIUM,3,FURNITURE,7,Clerk#000000172,1993-08-22,5818.45,8537,3,1
F,2-HIGH,4,HOUSEHOLD,20,Clerk#000000670,1993-08-05,-435.95,4658,4,1
F,3-MEDIUM,3,MACHINERY,7,Clerk#000000152,1993-07-07,3471.22,6808,3,1
F,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000639,1993-08-22,6975.1,2560,3,1
F,3-MEDIUM,1,FURNITURE,17,Clerk#000000266,1993-09-01,1268.69,1466,3,1
F,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000082,1993-08-19,4400.99,3334,0,1
F,2-HIGH,0,HOUSEHOLD,14,Clerk#000000522,1993-09-25,-495.84,9466,4,1
F,5-LOW,2,FURNITURE,9,Clerk#000000958,1993-09-21,4286.94,406,1,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000577,1993-09-06,3687.37,1096,3,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000581,1993-09-15,1866.42,424,4,1
F,3-MEDIUM,1,AUTOMOBILE,17,Clerk#000000523,1993-09-03,2354.37,13712,3,1
F,3-MEDIUM,1,MACHINERY,2,Clerk#000000871,1993-08-02,843.53,4712,3,1
F,2-HIGH,1,FURNITURE,17,Clerk#000000090,1993-08-18,7400.82,4907,4,1
F,5-LOW,0,MACHINERY,0,Clerk#000000597,1993-07-22,2160.26,11135,1,1
F,2-HIGH,3,HOUSEHOLD,23,Clerk#000000688,1993-09-30,9803.55,13033,4,1
F,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000236,1993-09-24,4929.76,8512,0,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000107,1993-08-17,4883.17,1484,3,1
F,5-LOW,1,AUTOMOBILE,17,Clerk#000000633,1993-09-08,4739.62,2501,1,1
F,2-HIGH,1,MACHINERY,24,Clerk#000000589,1993-08-31,2562.3,4165,4,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000657,1993-07-18,9885.89,9541,1,1
F,5-LOW,0,BUILDING,16,Clerk#000000960,1993-09-22,7371.57,3629,1,1
F,1-URGENT,4,BUILDING,11,Clerk#000000522,1993-07-08,-647.09,4148,2,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,12,Clerk#000000924,1993-09-15,4030.81,9838,0,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000504,1993-08-02,8716.89,5822,0,1
F,5-LOW,2,HOUSEHOLD,21,Clerk#000000082,1993-08-22,-774.71,12488,1,1
F,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000578,1993-08-23,8546.95,2743,3,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,1,Clerk#000000593,1993-07-11,7950.01,2545,0,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,24,Clerk#000000236,1993-09-23,1195.46,2249,0,1
F,3-MEDIUM,1,FURNITURE,3,Clerk#000000093,1993-07-17,3998.24,233,3,1
F,3-MEDIUM,2,HOUSEHOLD,21,Clerk#000000266,1993-08-04,8476.84,7105,3,1
F,2-HIGH,4,MACHINERY,10,Clerk#000000160,1993-09-11,1007.83,3980,4,1
F,5-LOW,4,BUILDING,13,Clerk#000000983,1993-07-21,2401.42,1631,1,1
F,1-URGENT,3,HOUSEHOLD,19,Clerk#000000647,1993-07-14,1605.61,1909,2,1
F,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000086,1993-07-12,4736.96,11740,0,1
F,2-HIGH,1,HOUSEHOLD,24,Clerk#000000870,1993-08-31,5643.77,5551,4,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000430,1993-09-03,5493.31,14491,0,1
F,1-URGENT,3,BUILDING,22,Clerk#000000689,1993-08-04,-881.7,1000,2,1
F,4-NOT SPECIFIED,3,MACHINERY,23,Clerk#000000058,1993-09-01,6592.27,5341,0,1
F,1-URGENT,1,FURNITURE,17,Clerk#000000703,1993-08-18,4997.51,12112,2,1
F,3-MEDIUM,2,HOUSEHOLD,18,Clerk#000000776,1993-07-02,-552.68,2912,3,1
F,2-HIGH,2,BUILDING,9,Clerk#000000389,1993-08-25,2504.11,12844,4,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000323,1993-09-30,6885.75,10207,1,1
F,5-LOW,1,AUTOMOBILE,24,Clerk#000000242,1993-07-01,4576.31,6896,1,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000060,1993-07-19,9856.44,12188,3,1
F,5-LOW,2,FURNITURE,8,Clerk#000000152,1993-08-31,1972.22,13207,1,1
F,1-URGENT,1,FURNITURE,2,Clerk#000000244,1993-08-07,1081.86,8155,2,1
F,5-LOW,3,BUILDING,7,Clerk#000000484,1993-08-25,4409.7,1483,1,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000279,1993-07-03,6996.1,1681,0,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000436,1993-08-18,3488.07,3874,0,1
F,4-NOT SPECIFIED,1,BUILDING,2,Clerk#000000778,1993-07-20,4000.59,9694,0,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000954,1993-07-25,6300.38,2134,3,1
F,2-HIGH,1,FURNITURE,17,Clerk#000000169,1993-07-18,3121.93,1874,4,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000582,1993-07-08,3885.89,14179,2,1
F,3-MEDIUM,3,FURNITURE,19,Clerk#000000786,1993-08-14,2236.26,3394,3,1
F,2-HIGH,1,BUILDING,17,Clerk#000000552,1993-09-19,7673.78,6680,4,1
F,3-MEDIUM,1,HOUSEHOLD,24,Clerk#000000685,1993-09-11,5240.86,9398,3,1
F,2-HIGH,0,AUTOMOBILE,16,Clerk#000000847,1993-09-11,7546.91,11966,4,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000513,1993-09-28,212.16,787,1,1
F,3-MEDIUM,0,MACHINERY,0,Clerk#000000418,1993-08-28,8365.78,4789,3,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000623,1993-07-15,6257.75,4546,2,1
F,5-LOW,3,MACHINERY,19,Clerk#000000090,1993-07-21,4520.35,5557,1,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000444,1993-09-25,4571.94,11794,0,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000999,1993-08-16,7343.62,9658,4,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000592,1993-09-09,8437.26,5410,3,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000687,1993-07-16,7832.96,9871,1,1
F,3-MEDIUM,1,FURNITURE,2,Clerk#000000290,1993-09-15,8049.94,6008,3,1
F,1-URGENT,2,BUILDING,21,Clerk#000000600,1993-07-07,2714.5,1075,2,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000853,1993-07-31,5148.64,5836,0,1
F,3-MEDIUM,0,MACHINERY,0,Clerk#000000478,1993-07-09,923.32,1810,3,1
F,1-URGENT,1,FURNITURE,17,Clerk#000000223,1993-08-06,1820.65,14029,2,1
F,2-HIGH,0,AUTOMOBILE,5,Clerk#000000174,1993-09-26,6322.09,8242,4,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000151,1993-09-24,2223.65,2498,0,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000938,1993-09-25,6842.57,11492,4,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000800,1993-09-21,-664.04,2888,4,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000924,1993-08-28,-947.24,1942,3,1
F,2-HIGH,0,MACHINERY,14,Clerk#000000529,1993-09-17,130.08,9488,4,1
F,3-MEDIUM,1,BUILDING,1,Clerk#000000220,1993-08-13,598,12290,3,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000509,1993-07-17,7811.92,12145,3,1
F,1-URGENT,1,FURNITURE,3,Clerk#000000287,1993-07-05,-887.13,5116,2,1
F,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000101,1993-07-04,6077.54,6430,0,1
F,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000928,1993-09-26,2961.79,1474,3,1
F,5-LOW,2,HOUSEHOLD,18,Clerk#000000542,1993-08-27,1512.79,6452,1,1
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000487,1993-08-23,7105.5,10723,4,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000074,1993-09-01,-778.57,12115,4,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000220,1993-07-30,5056.57,13607,1,1
F,2-HIGH,4,MACHINERY,4,Clerk#000000092,1993-08-13,2866.83,4,4,1
F,1-URGENT,4,FURNITURE,11,Clerk#000000473,1993-09-30,2271.01,3511,2,1
F,5-LOW,3,MACHINERY,22,Clerk#000000825,1993-07-23,7918.38,2546,1,1
F,2-HIGH,2,HOUSEHOLD,12,Clerk#000000026,1993-08-31,2563.13,5137,4,1
F,5-LOW,2,MACHINERY,9,Clerk#000000891,1993-08-18,8539.61,1918,1,1
F,2-HIGH,0,MACHINERY,0,Clerk#000000230,1993-07-25,25.16,2921,4,1
F,5-LOW,0,BUILDING,0,Clerk#000000445,1993-07-06,759,1754,1,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,13,Clerk#000000336,1993-09-02,3622.16,2644,0,1
F,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000368,1993-07-11,2070.99,2455,3,1
F,5-LOW,0,MACHINERY,0,Clerk#000000815,1993-09-20,1318.87,2756,1,1
F,2-HIGH,3,FURNITURE,19,Clerk#000000416,1993-08-24,4771.24,13267,4,1
F,2-HIGH,1,MACHINERY,24,Clerk#000000542,1993-07-08,9372.4,9667,4,1
F,1-URGENT,2,BUILDING,21,Clerk#000000112,1993-07-04,2684.16,13066,2,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000425,1993-08-27,6737.18,859,3,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000680,1993-09-14,3063.06,12187,0,1
F,1-URGENT,1,AUTOMOBILE,17,Clerk#000000812,1993-09-07,8510.29,3535,2,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000524,1993-09-21,1246.72,3238,0,1
F,5-LOW,3,BUILDING,7,Clerk#000000667,1993-07-23,8812.05,11941,1,1
F,4-NOT SPECIFIED,1,BUILDING,3,Clerk#000000958,1993-07-13,-672.61,12521,0,1
F,2-HIGH,2,FURNITURE,21,Clerk#000000552,1993-08-17,2411.69,1423,4,1
F,2-HIGH,3,FURNITURE,22,Clerk#000000280,1993-08-16,802.24,14965,4,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,7,Clerk#000000109,1993-08-31,4022.48,3125,0,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000381,1993-08-25,8066.19,8315,3,1
F,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000785,1993-09-18,8347.79,2926,3,1
F,5-LOW,3,BUILDING,7,Clerk#000000228,1993-07-26,2213.72,4343,1,1
F,5-LOW,3,BUILDING,23,Clerk#000000186,1993-09-02,1852.9,4796,1,1
F,5-LOW,2,BUILDING,9,Clerk#000000468,1993-07-17,3153.77,12541,1,1
F,1-URGENT,2,BUILDING,21,Clerk#000000856,1993-07-11,440.59,5671,2,1
F,3-MEDIUM,2,HOUSEHOLD,9,Clerk#000000367,1993-08-12,2704.85,8497,3,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000066,1993-08-08,9593.35,1198,3,1
F,4-NOT SPECIFIED,3,BUILDING,22,Clerk#000000085,1993-09-07,6044.02,412,0,1
F,2-HIGH,4,BUILDING,13,Clerk#000000336,1993-08-27,2054.93,5354,4,1
F,3-MEDIUM,2,BUILDING,8,Clerk#000000705,1993-08-29,4929.12,9764,3,1
F,3-MEDIUM,1,BUILDING,3,Clerk#000000153,1993-07-15,9930.54,8351,3,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,23,Clerk#000000161,1993-08-10,6409.71,9059,0,1
F,2-HIGH,4,AUTOMOBILE,11,Clerk#000000293,1993-09-11,-195.24,12721,4,1
F,5-LOW,2,MACHINERY,12,Clerk#000000736,1993-08-24,0.97,1327,1,1
F,5-LOW,4,MACHINERY,4,Clerk#000000113,1993-07-20,2512.1,14234,1,1
F,3-MEDIUM,2,HOUSEHOLD,18,Clerk#000000428,1993-08-19,4089.22,5972,3,1
F,1-URGENT,0,FURNITURE,15,Clerk#000000780,1993-09-21,8255.48,8626,2,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000679,1993-09-13,4840.72,7133,3,1
F,5-LOW,3,FURNITURE,19,Clerk#000000753,1993-08-07,4230.02,11452,1,1
F,2-HIGH,1,FURNITURE,3,Clerk#000000349,1993-09-20,3973.73,13457,4,1
F,2-HIGH,3,HOUSEHOLD,22,Clerk#000000302,1993-07-05,499.38,12863,4,1
F,5-LOW,4,BUILDING,11,Clerk#000000581,1993-08-11,3611.8,8335,1,1
F,5-LOW,2,HOUSEHOLD,8,Clerk#000000766,1993-08-27,2840.59,1060,1,1
F,2-HIGH,4,AUTOMOBILE,4,Clerk#000000333,1993-09-04,5787.83,7024,4,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000123,1993-08-25,3407.75,6067,0,1
F,2-HIGH,2,AUTOMOBILE,9,Clerk#000000525,1993-09-20,2881.16,7489,4,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000154,1993-09-16,1175.83,6539,3,1
F,3-MEDIUM,3,BUILDING,7,Clerk#000000764,1993-08-04,4817.91,9239,3,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000927,1993-08-29,2624.4,12200,0,1
F,5-LOW,4,FURNITURE,4,Clerk#000000732,1993-07-29,1028.94,5368,1,1
F,3-MEDIUM,4,AUTOMOBILE,11,Clerk#000000429,1993-09-08,9378.82,12296,3,1
F,3-MEDIUM,1,AUTOMOBILE,24,Clerk#000000868,1993-08-10,6753.76,6412,3,1
F,3-MEDIUM,2,MACHINERY,21,Clerk#000000222,1993-07-20,6891.66,2267,3,1
F,1-URGENT,3,FURNITURE,7,Clerk#000000278,1993-08-05,365.42,6751,2,1
F,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000232,1993-09-28,1001.44,14881,0,1
F,1-URGENT,4,FURNITURE,11,Clerk#000000444,1993-07-05,5192.24,8995,2,1
F,3-MEDIUM,1,MACHINERY,1,Clerk#000000952,1993-08-21,8715.22,2432,3,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,18,Clerk#000000911,1993-07-01,4089.22,5972,0,1
F,4-NOT SPECIFIED,1,BUILDING,24,Clerk#000000785,1993-07-20,9480.03,4066,0,1
F,2-HIGH,0,BUILDING,14,Clerk#000000047,1993-07-21,5261.31,14849,4,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000743,1993-08-02,4579.08,14647,3,1
F,1-URGENT,3,FURNITURE,7,Clerk#000000251,1993-08-09,5419.7,10925,2,1
F,5-LOW,3,MACHINERY,6,Clerk#000000638,1993-07-24,7770.39,7453,1,1
F,2-HIGH,3,HOUSEHOLD,6,Clerk#000000280,1993-09-27,3119.88,11683,4,1
F,5-LOW,1,MACHINERY,24,Clerk#000000653,1993-07-17,7214.85,9980,1,1
F,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000283,1993-08-19,771.26,11777,3,1
F,1-URGENT,1,FURNITURE,17,Clerk#000000455,1993-09-08,9514.67,5047,2,1
F,5-LOW,3,BUILDING,6,Clerk#000000308,1993-08-22,6045.82,2674,1,1
F,3-MEDIUM,1,HOUSEHOLD,1,Clerk#000000026,1993-08-17,9351.6,3976,3,1
F,2-HIGH,2,BUILDING,8,Clerk#000000094,1993-09-04,6064.86,5692,4,1
