l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,1,MACHINERY,RAIL,5,0.06,1997-07-20,1997-09-07,3,9913.8704
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,3,BUILDING,FOB,3,0.06,1992-07-27,1992-10-08,2,29900.4471
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,RAIL,2,0.06,1994-07-22,1994-10-09,0,16827.0726
O,O,N,COLLECT COD,3,Manufacturer#5,3-MEDIUM,0,BUILDING,MAIL,3,0.06,1996-01-13,1996-03-22,6,48283.032
F,F,R,NONE,1,Manufacturer#2,5-LOW,4,BUILDING,SHIP,1,0.02,1993-04-12,1993-07-11,4,24184.98
F,F,A,COLLECT COD,3,Manufacturer#5,3-MEDIUM,4,MACHINERY,RAIL,3,0.04,1994-02-22,1994-05-21,0,3040.6926
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,0,FURNITURE,SHIP,2,0.08,1998-03-07,1998-05-08,5,71463.505
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,2,BUILDING,FOB,1,0.08,1994-09-11,1994-11-10,0,49538.16
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,0,HOUSEHOLD,AIR,2,0,1994-08-05,1994-09-26,0,47090.7675
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,0,BUILDING,AIR,2,0.02,1994-06-01,1994-07-23,0,6002.8735
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,FOB,2,0.08,1998-02-16,1998-04-14,5,39332.745
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,4,BUILDING,FOB,5,0.02,1996-08-23,1996-09-26,6,13106.6124
F,F,A,COLLECT COD,0,Manufacturer#1,5-LOW,1,MACHINERY,AIR,2,0.02,1993-04-26,1993-07-01,4,3449.7
F,F,A,NONE,2,Manufacturer#2,5-LOW,1,MACHINERY,MAIL,1,0.06,1993-04-26,1993-06-01,4,50897
O,O,N,NONE,1,Manufacturer#4,5-LOW,2,HOUSEHOLD,TRUCK,1,0,1995-06-26,1995-08-28,1,64885.0181
O,O,N,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,REG AIR,4,0.01,1997-01-31,1997-03-19,3,6728.936
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,2,BUILDING,REG AIR,2,0.01,1996-05-19,1996-06-25,6,33086.52
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,2,HOUSEHOLD,SHIP,6,0.03,1992-05-25,1992-08-05,2,53067.2096
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,3,MACHINERY,RAIL,3,0.01,1996-02-01,1996-03-17,6,554.502
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,4,AUTOMOBILE,REG AIR,1,0.05,1994-01-05,1994-03-03,0,7377.5355
O,O,N,COLLECT COD,0,Manufacturer#5,3-MEDIUM,1,HOUSEHOLD,TRUCK,3,0.06,1995-12-26,1996-03-22,1,2176.392
O,O,N,COLLECT COD,3,Manufacturer#4,1-URGENT,2,HOUSEHOLD,TRUCK,1,0.03,1998-07-24,1998-10-09,5,15242.1264
O,O,N,COLLECT COD,0,Manufacturer#3,5-LOW,4,HOUSEHOLD,MAIL,2,0.04,1996-01-17,1996-02-27,6,34412.2012
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,0,BUILDING,TRUCK,1,0.04,1998-06-11,1998-08-07,5,15047.13
O,O,N,NONE,2,Manufacturer#1,2-HIGH,0,BUILDING,RAIL,5,0.07,1998-06-11,1998-08-31,5,16612.8105
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,1,FURNITURE,SHIP,2,0.03,1992-03-10,1992-06-06,2,9737.94
O,O,N,NONE,0,Manufacturer#2,3-MEDIUM,3,BUILDING,RAIL,1,0.08,1996-09-15,1996-12-08,6,925.219
F,F,R,NONE,2,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,TRUCK,3,0.07,1992-11-29,1993-01-13,2,29911.182
F,F,R,NONE,0,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,AIR,2,0.06,1992-10-06,1992-11-15,2,27529.4796
F,F,A,NONE,4,Manufacturer#4,1-URGENT,2,MACHINERY,FOB,3,0.08,1994-01-18,1994-02-20,0,9615.4548
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,0,MACHINERY,RAIL,2,0.01,1997-03-11,1997-05-13,3,6625.9512
F,F,R,NONE,4,Manufacturer#1,2-HIGH,2,HOUSEHOLD,AIR,2,0.06,1994-10-28,1995-01-15,0,22399.6968
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,0,FURNITURE,TRUCK,5,0,1993-04-24,1993-06-17,4,11127.582
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,3-MEDIUM,0,MACHINERY,REG AIR,1,0.08,1992-11-25,1993-01-23,2,1234.1
F,F,A,NONE,3,Manufacturer#2,5-LOW,1,BUILDING,RAIL,4,0.08,1994-07-28,1994-10-05,0,11114.643
O,O,N,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,FOB,6,0.03,1995-10-27,1996-01-16,1,18366.3148
O,O,N,NONE,2,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,AIR,3,0.07,1995-10-27,1995-12-09,1,1534.4196
F,F,R,COLLECT COD,2,Manufacturer#4,1-URGENT,3,BUILDING,SHIP,7,0.08,1993-06-14,1993-08-18,4,20877.031
O,O,N,COLLECT COD,4,Manufacturer#2,2-HIGH,2,HOUSEHOLD,REG AIR,2,0.01,1997-06-06,1997-07-23,3,44807.1092
O,P,N,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,0,FURNITURE,AIR,1,0.05,1995-03-20,1995-06-16,1,8883.901
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,3,BUILDING,RAIL,1,0.03,1996-04-22,1996-06-04,6,30289.98
F,F,N,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,HOUSEHOLD,MAIL,2,0.01,1995-04-06,1995-05-27,1,2996.4
F,F,A,COLLECT COD,0,Manufacturer#4,2-HIGH,4,BUILDING,FOB,3,0.04,1995-01-31,1995-03-11,1,48636.6446
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,1,MACHINERY,RAIL,5,0,1995-07-29,1995-08-28,1,29262.8664
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,1,MACHINERY,SHIP,1,0.01,1998-01-23,1998-04-19,5,7751.5173
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,2,FURNITURE,FOB,6,0.01,1996-10-25,1997-01-06,6,18720
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,TRUCK,5,0.06,1997-10-10,1997-12-04,3,765.892
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,REG AIR,7,0.01,1993-02-24,1993-05-21,4,19816.5825
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,AIR,4,0.03,1993-02-24,1993-05-01,4,7125.975
O,O,N,COLLECT COD,4,Manufacturer#4,5-LOW,2,MACHINERY,RAIL,3,0.01,1998-03-24,1998-04-30,5,1071.845
O,O,N,NONE,2,Manufacturer#1,5-LOW,2,MACHINERY,RAIL,5,0.06,1998-03-24,1998-06-13,5,23451.045
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,1-URGENT,1,BUILDING,SHIP,2,0.01,1994-10-04,1994-12-30,0,8976.5744
F,F,R,COLLECT COD,0,Manufacturer#5,3-MEDIUM,2,BUILDING,SHIP,1,0,1993-04-27,1993-06-30,4,20697.82
O,O,N,NONE,3,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,MAIL,3,0.08,1996-04-24,1996-05-26,6,23879.06
F,F,A,NONE,4,Manufacturer#1,2-HIGH,4,AUTOMOBILE,RAIL,3,0.08,1992-07-23,1992-08-26,2,41468.0648
O,O,N,COLLECT COD,1,Manufacturer#3,2-HIGH,4,HOUSEHOLD,SHIP,4,0.08,1995-08-25,1995-10-18,1,15953.301
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,REG AIR,4,0.03,1995-10-08,1995-11-25,1,19195.1628
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,1,BUILDING,RAIL,3,0.03,1997-11-13,1998-01-21,3,52922.353
O,O,N,NONE,2,Manufacturer#3,1-URGENT,0,BUILDING,SHIP,7,0.07,1998-03-10,1998-05-03,5,65630.18
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,2,HOUSEHOLD,REG AIR,1,0.03,1994-03-27,1994-05-26,0,21133.9524
F,F,R,NONE,0,Manufacturer#2,1-URGENT,4,FURNITURE,MAIL,7,0.06,1992-10-23,1993-01-07,2,13773.4077
F,F,R,NONE,3,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,TRUCK,2,0.03,1993-12-27,1994-03-17,4,18853.7
F,F,A,NONE,1,Manufacturer#3,2-HIGH,4,FURNITURE,SHIP,4,0.02,1994-04-06,1994-06-30,0,32303.75
F,F,R,NONE,0,Manufacturer#5,1-URGENT,2,AUTOMOBILE,AIR,2,0.08,1994-02-08,1994-04-08,0,20268.066
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,3,FURNITURE,FOB,3,0.08,1993-10-29,1994-01-20,4,57384.489
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,BUILDING,TRUCK,2,0.04,1997-10-27,1998-01-16,3,30473.982
F,F,A,NONE,0,Manufacturer#4,5-LOW,0,HOUSEHOLD,RAIL,3,0.01,1992-05-12,1992-07-20,2,20771.3736
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,0,HOUSEHOLD,MAIL,4,0.06,1992-05-12,1992-06-13,2,4542.896
O,P,N,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,RAIL,2,0.05,1995-05-31,1995-08-26,1,1964.2725
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,2,HOUSEHOLD,SHIP,1,0.02,1992-12-07,1993-02-13,2,43587.5907
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,3,BUILDING,RAIL,3,0.04,1993-06-07,1993-08-06,4,5008.1094
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,1,0.08,1995-01-28,1995-03-23,1,15980.3136
F,F,A,NONE,4,Manufacturer#3,1-URGENT,2,AUTOMOBILE,FOB,2,0.07,1993-02-19,1993-04-20,4,21727.108
F,F,A,NONE,2,Manufacturer#2,1-URGENT,1,HOUSEHOLD,SHIP,1,0.07,1995-02-01,1995-04-26,1,18842.4976
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,4,FURNITURE,SHIP,6,0.05,1997-07-15,1997-10-13,3,25204.2144
O,O,N,COLLECT COD,2,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,RAIL,3,0.05,1997-04-23,1997-07-21,3,17954.4204
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,1,AUTOMOBILE,RAIL,1,0.08,1993-09-28,1993-11-11,4,10392.615
O,O,N,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,MAIL,1,0.07,1996-05-23,1996-07-21,6,38767.403
F,F,R,NONE,4,Manufacturer#4,2-HIGH,0,MACHINERY,REG AIR,1,0.07,1993-10-11,1993-11-14,4,53105.8256
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,3,0,1993-11-02,1993-12-29,4,15817.8478
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,5,0.05,1993-11-02,1994-01-19,4,2145.465
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,3,AUTOMOBILE,FOB,2,0.05,1995-01-16,1995-02-24,1,327.096
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,2,AUTOMOBILE,REG AIR,2,0,1993-12-27,1994-02-20,4,32322.1
F,F,R,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,0,FURNITURE,TRUCK,3,0,1994-02-17,1994-05-04,0,11946.9196
F,F,A,NONE,3,Manufacturer#3,2-HIGH,2,HOUSEHOLD,RAIL,3,0,1992-03-16,1992-04-25,2,8178.7698
O,O,N,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,RAIL,3,0.06,1996-11-04,1996-12-09,6,6844.2388
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,RAIL,1,0.02,1997-01-03,1997-02-18,3,8403.7896
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,4,HOUSEHOLD,AIR,6,0.03,1998-03-12,1998-05-12,5,463.705
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,4,HOUSEHOLD,AIR,1,0.04,1998-03-12,1998-04-11,5,13564.53
O,O,N,NONE,1,Manufacturer#5,1-URGENT,4,AUTOMOBILE,SHIP,1,0.06,1995-05-19,1995-07-29,1,43068.9105
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,3,MACHINERY,MAIL,1,0.02,1993-01-03,1993-03-01,4,15491.712
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,1,HOUSEHOLD,RAIL,5,0.02,1998-01-27,1998-03-18,5,53637.714
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,0,FURNITURE,RAIL,4,0.05,1996-01-28,1996-04-10,6,29337.99
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,2,MACHINERY,SHIP,4,0.04,1996-12-30,1997-03-27,6,53373.9336
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,2,AUTOMOBILE,REG AIR,3,0.06,1992-03-01,1992-04-10,2,1163.5884
O,O,N,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,3,BUILDING,AIR,1,0.05,1997-10-14,1997-12-06,3,28106.9622
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,0,AUTOMOBILE,FOB,3,0.04,1995-12-27,1996-02-22,1,10370.1378
O,O,N,COLLECT COD,0,Manufacturer#2,1-URGENT,2,BUILDING,RAIL,2,0.06,1997-04-08,1997-05-23,3,35952.678
O,P,N,COLLECT COD,4,Manufacturer#1,3-MEDIUM,3,FURNITURE,TRUCK,5,0.04,1995-05-21,1995-07-18,1,13219.38
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,2,MACHINERY,SHIP,7,0.01,1994-03-05,1994-05-06,0,17733.243
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,4,MACHINERY,AIR,6,0.02,1992-05-16,1992-08-01,2,25274.8626
O,O,N,NONE,4,Manufacturer#1,2-HIGH,2,BUILDING,AIR,2,0.05,1996-10-27,1996-12-31,6,34887.6962
O,O,N,COLLECT COD,4,Manufacturer#4,5-LOW,3,BUILDING,TRUCK,1,0.03,1997-05-16,1997-08-13,3,15162.3675
O,O,N,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,3,MACHINERY,REG AIR,1,0,1997-08-31,1997-10-19,3,5938.5736
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,3,MACHINERY,FOB,2,0.07,1997-08-31,1997-11-19,3,31154.2352
F,F,A,COLLECT COD,2,Manufacturer#1,2-HIGH,0,FURNITURE,RAIL,5,0.08,1992-05-26,1992-08-03,2,4976.324
F,F,R,NONE,2,Manufacturer#4,2-HIGH,0,FURNITURE,REG AIR,6,0.02,1992-05-26,1992-07-26,2,3495.6
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,REG AIR,1,0.03,1997-04-17,1997-07-04,3,38333.61
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,REG AIR,5,0.03,1997-04-17,1997-06-08,3,42779.1408
O,O,N,COLLECT COD,0,Manufacturer#4,1-URGENT,0,AUTOMOBILE,TRUCK,2,0.07,1997-11-23,1998-01-17,3,1686.72
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,2,FURNITURE,AIR,3,0.05,1997-08-23,1997-10-10,3,21351.988
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,5,0.05,1993-11-10,1993-12-30,4,15540.9504
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,SHIP,1,0.05,1996-09-25,1996-11-08,6,21582.1
O,O,N,DELIVER IN PERSON,4,Manufacturer#3,2-HIGH,2,MACHINERY,REG AIR,5,0.06,1997-04-30,1997-06-07,3,43234.13
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,3,0.02,1996-10-29,1996-12-23,6,12690.1722
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,MAIL,5,0.07,1997-06-12,1997-08-30,3,1965.654
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,1,BUILDING,TRUCK,1,0.06,1996-02-18,1996-05-06,6,41240.601
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,3,FURNITURE,MAIL,6,0.04,1997-04-05,1997-06-19,3,4784.52
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,2,BUILDING,REG AIR,1,0.01,1992-01-31,1992-03-27,2,5295.826
O,O,N,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,FOB,1,0.08,1998-06-30,1998-08-01,5,14124.486
F,F,A,NONE,4,Manufacturer#1,1-URGENT,1,BUILDING,SHIP,4,0.04,1992-04-12,1992-07-06,2,11242.2624
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,1,MACHINERY,FOB,1,0.07,1997-12-06,1998-01-24,3,18648.3856
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,4,FURNITURE,REG AIR,5,0.02,1993-09-01,1993-11-03,4,16429.1456
F,F,R,COLLECT COD,4,Manufacturer#3,1-URGENT,3,MACHINERY,AIR,1,0,1992-11-17,1993-02-01,2,17022.5944
O,O,N,COLLECT COD,2,Manufacturer#1,1-URGENT,1,HOUSEHOLD,FOB,1,0.02,1995-11-01,1996-01-29,1,12717.12
O,O,N,NONE,0,Manufacturer#1,1-URGENT,1,HOUSEHOLD,FOB,2,0.06,1995-11-01,1996-01-20,1,17008.6875
O,O,N,NONE,3,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,SHIP,2,0.04,1997-05-29,1997-07-28,3,22900.6128
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,3,HOUSEHOLD,SHIP,2,0.04,1992-02-07,1992-04-19,2,25100.7856
O,O,N,NONE,2,Manufacturer#2,5-LOW,4,HOUSEHOLD,AIR,5,0.02,1995-09-06,1995-10-13,1,9523.7328
F,F,A,COLLECT COD,2,Manufacturer#5,2-HIGH,4,HOUSEHOLD,TRUCK,3,0.06,1992-05-17,1992-07-13,2,15211.1374
F,F,A,COLLECT COD,3,Manufacturer#2,5-LOW,4,MACHINERY,SHIP,3,0.08,1993-10-17,1993-11-26,4,4646.3742
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,4,MACHINERY,TRUCK,2,0.02,1997-08-30,1997-10-18,3,37785.2948
F,F,A,COLLECT COD,2,Manufacturer#4,1-URGENT,2,AUTOMOBILE,MAIL,1,0.06,1992-01-29,1992-04-11,2,27394.531
F,F,A,COLLECT COD,3,Manufacturer#2,1-URGENT,2,AUTOMOBILE,FOB,6,0.08,1992-01-29,1992-04-28,2,9468.27
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,2,BUILDING,TRUCK,4,0.05,1994-04-18,1994-06-28,0,16009.864
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,4,FURNITURE,FOB,5,0.03,1992-06-03,1992-08-14,2,851.6548
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,3,AUTOMOBILE,RAIL,3,0.02,1992-12-13,1993-02-27,2,2234.556
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,2-HIGH,4,AUTOMOBILE,FOB,4,0.04,1992-11-08,1993-01-11,2,33088.1
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,4,AUTOMOBILE,TRUCK,7,0.06,1992-11-08,1993-01-30,2,407.9868
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,1,HOUSEHOLD,SHIP,2,0.02,1992-03-30,1992-04-30,2,2487.651
F,F,R,COLLECT COD,0,Manufacturer#4,1-URGENT,0,AUTOMOBILE,TRUCK,2,0.05,1993-08-15,1993-10-05,4,5628.6396
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,2,HOUSEHOLD,MAIL,3,0.05,1992-07-15,1992-09-04,2,3515.784
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,4,MACHINERY,MAIL,6,0.05,1994-07-26,1994-09-24,0,25447.0755
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,0,FURNITURE,TRUCK,5,0.01,1992-03-28,1992-06-02,2,1073.8844
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,2,AUTOMOBILE,SHIP,6,0.02,1994-04-26,1994-06-28,0,34003.704
F,F,A,COLLECT COD,0,Manufacturer#4,3-MEDIUM,4,MACHINERY,SHIP,1,0.06,1992-01-08,1992-04-06,2,5555.55
O,O,N,COLLECT COD,0,Manufacturer#1,3-MEDIUM,1,BUILDING,FOB,2,0,1996-12-08,1997-02-15,6,22103.5392
O,O,N,COLLECT COD,4,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,6,0.01,1995-07-11,1995-09-07,1,24410.05
F,F,R,NONE,4,Manufacturer#3,3-MEDIUM,2,MACHINERY,MAIL,1,0.05,1993-02-26,1993-04-08,4,25038
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,4,BUILDING,RAIL,6,0.08,1995-12-19,1996-03-17,1,10322.7904
O,P,N,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,0,BUILDING,FOB,5,0.03,1995-03-13,1995-05-27,1,5883.4176
O,O,N,COLLECT COD,0,Manufacturer#3,1-URGENT,4,BUILDING,REG AIR,4,0.08,1996-02-18,1996-05-14,6,35183.52
O,O,N,NONE,2,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,SHIP,2,0.04,1996-01-08,1996-02-27,6,3539.46
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,1,AUTOMOBILE,SHIP,3,0.06,1994-06-24,1994-07-30,0,4612.3344
F,F,A,COLLECT COD,0,Manufacturer#2,3-MEDIUM,4,BUILDING,AIR,1,0.02,1993-05-12,1993-08-01,4,32217.984
F,F,A,COLLECT COD,4,Manufacturer#1,3-MEDIUM,4,BUILDING,FOB,5,0.04,1993-05-12,1993-07-07,4,4022.5192
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,1,MACHINERY,FOB,5,0.08,1998-08-02,1998-10-20,5,11728.0944
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,3,AUTOMOBILE,AIR,1,0.08,1994-06-29,1994-09-26,0,7084.2688
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,2,BUILDING,FOB,1,0.01,1996-12-12,1997-01-29,6,30441.8532
