l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
F,F,A,TAKE BACK RETURN,Manufacturer#3,1-URGENT,2,MACHINERY,TRUCK,4,0.03,18,Brand#31,SM BAG,4,24,3,42521.808
F,F,R,TAKE BACK RETURN,Manufacturer#1,1-URGENT,2,HOUSEHOLD,SHIP,4,0.03,18,Brand#14,WRAP PACK,39,35,3,48843.879
F,F,A,NONE,Manufacturer#4,5-LOW,2,FURNITURE,AIR,1,0.05,21,Brand#45,LG PKG,10,42,4,58334.0688
F,F,R,NONE,Manufacturer#4,2-HIGH,2,FURNITURE,TRUCK,1,0.06,12,Brand#41,MED JAR,33,22,0,37619.219
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,2,BUILDING,TRUCK,7,0.01,9,Brand#35,WRAP DRUM,34,15,1,24220.65
F,F,A,TAKE BACK RETURN,Manufacturer#1,2-HIGH,2,AUTOMOBILE,MAIL,1,0.04,21,Brand#12,JUMBO CAN,31,23,4,21594.447
F,F,A,COLLECT COD,Manufacturer#2,3-MEDIUM,2,MACHINERY,AIR,4,0.03,21,Brand#22,WRAP PACK,30,45,4,45044.505
F,F,R,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,AUTOMOBILE,TRUCK,1,0.07,9,Brand#23,MED CAN,14,16,1,26538.688
F,F,R,DELIVER IN PERSON,Manufacturer#4,5-LOW,2,BUILDING,TRUCK,6,0.01,8,Brand#41,WRAP BAG,26,33,2,62402.34
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,2,MACHINERY,RAIL,1,0.07,18,Brand#35,JUMBO PKG,48,50,3,73081.725
F,F,A,DELIVER IN PERSON,Manufacturer#1,5-LOW,2,BUILDING,REG AIR,1,0.04,12,Brand#14,SM PACK,9,34,0,61628.077
F,F,R,COLLECT COD,Manufacturer#1,1-URGENT,2,FURNITURE,TRUCK,1,0.05,12,Brand#13,MED JAR,19,28,0,35837.3652
F,F,R,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,FURNITURE,REG AIR,3,0.06,18,Brand#51,WRAP DRUM,41,50,3,53923.96
F,F,R,COLLECT COD,Manufacturer#5,1-URGENT,2,FURNITURE,MAIL,5,0.06,18,Brand#55,WRAP BOX,42,32,3,32867.52
F,F,A,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,6,0.03,9,Brand#41,WRAP DRUM,30,42,1,42605.2368
F,F,R,COLLECT COD,Manufacturer#4,1-URGENT,2,MACHINERY,FOB,3,0.02,9,Brand#44,MED PACK,44,30,1,50395.392
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,2,FURNITURE,SHIP,3,0,9,Brand#41,JUMBO JAR,7,21,1,29117.907
F,F,R,DELIVER IN PERSON,Manufacturer#3,1-URGENT,2,BUILDING,TRUCK,3,0,9,Brand#31,WRAP JAR,6,27,1,43877.4516
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,HOUSEHOLD,TRUCK,1,0,12,Brand#52,WRAP DRUM,48,29,0,40522.2336
F,F,R,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,BUILDING,RAIL,2,0.02,12,Brand#55,JUMBO CASE,45,31,0,38884.9988
F,F,R,COLLECT COD,Manufacturer#1,1-URGENT,2,BUILDING,MAIL,1,0.05,8,Brand#13,JUMBO JAR,50,42,2,59265.0786
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,2,FURNITURE,SHIP,4,0.03,12,Brand#31,MED BAG,50,39,0,56219.5296
F,F,A,NONE,Manufacturer#1,5-LOW,2,FURNITURE,AIR,2,0.04,12,Brand#15,SM PKG,46,24,0,24958.248
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,2,FURNITURE,TRUCK,1,0.05,12,Brand#15,JUMBO PKG,45,26,0,41808.3328
F,F,R,TAKE BACK RETURN,Manufacturer#4,5-LOW,2,AUTOMOBILE,RAIL,7,0.06,9,Brand#42,LG PKG,39,32,1,50030.496
F,F,R,TAKE BACK RETURN,Manufacturer#2,5-LOW,2,AUTOMOBILE,TRUCK,2,0.06,9,Brand#23,JUMBO BAG,28,2,1,2354.727
F,F,R,TAKE BACK RETURN,Manufacturer#3,2-HIGH,2,AUTOMOBILE,REG AIR,1,0.03,12,Brand#35,LG DRUM,22,27,0,27732.0105
F,F,R,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,FOB,1,0.04,18,Brand#44,WRAP CASE,47,13,3,13871.52
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,REG AIR,4,0.04,8,Brand#11,SM PKG,37,50,2,69958.35
F,F,R,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,2,FURNITURE,REG AIR,1,0.06,21,Brand#15,LG PKG,11,8,4,9590.7504
F,F,R,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,AUTOMOBILE,RAIL,2,0.02,12,Brand#23,LG DRUM,24,23,0,36330.869
F,F,R,COLLECT COD,Manufacturer#5,1-URGENT,2,HOUSEHOLD,MAIL,4,0.06,21,Brand#53,WRAP PKG,3,16,4,16828.1984
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,HOUSEHOLD,RAIL,1,0,8,Brand#45,SM PACK,39,9,2,13812.8112
F,F,A,DELIVER IN PERSON,Manufacturer#3,2-HIGH,2,AUTOMOBILE,AIR,1,0.03,9,Brand#31,SM CAN,19,21,1,23445.1476
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,2,FURNITURE,REG AIR,1,0.03,21,Brand#44,MED CASE,1,47,4,80597.1698
F,F,R,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,FOB,5,0.07,12,Brand#42,SM JAR,4,50,0,73529.4
F,F,R,COLLECT COD,Manufacturer#5,3-MEDIUM,2,MACHINERY,RAIL,2,0.01,12,Brand#53,MED PKG,47,10,0,15953.978
F,F,A,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,3,0.07,8,Brand#12,SM BAG,12,12,2,17490.1476
F,F,A,DELIVER IN PERSON,Manufacturer#1,2-HIGH,2,MACHINERY,MAIL,3,0.04,9,Brand#12,MED CAN,37,22,1,25793.3676
F,F,R,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,MACHINERY,SHIP,1,0.05,9,Brand#45,JUMBO BOX,20,46,1,56119.8528
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,TRUCK,2,0,9,Brand#54,SM BAG,44,16,1,21695.6512
F,F,R,NONE,Manufacturer#1,2-HIGH,2,MACHINERY,REG AIR,6,0.01,21,Brand#12,LG DRUM,24,19,4,34054.3042
F,F,A,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,FOB,1,0.06,18,Brand#43,WRAP BOX,4,48,3,51564.7776
F,F,A,NONE,Manufacturer#3,1-URGENT,2,AUTOMOBILE,RAIL,2,0,21,Brand#33,WRAP BOX,34,44,4,73904.5296
F,F,R,TAKE BACK RETURN,Manufacturer#4,5-LOW,2,MACHINERY,FOB,3,0.02,8,Brand#43,WRAP PKG,45,7,2,8287.02
F,F,R,DELIVER IN PERSON,Manufacturer#5,5-LOW,2,HOUSEHOLD,RAIL,1,0.02,21,Brand#55,JUMBO PKG,34,31,4,47612.1095
F,F,A,NONE,Manufacturer#4,1-URGENT,2,MACHINERY,MAIL,6,0.08,12,Brand#45,WRAP JAR,9,12,0,11715.096
F,F,A,NONE,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,TRUCK,2,0.07,8,Brand#44,SM BOX,25,32,2,40022.3552
F,F,A,DELIVER IN PERSON,Manufacturer#1,5-LOW,2,HOUSEHOLD,MAIL,1,0.02,9,Brand#14,WRAP BAG,4,22,1,38263.9752
F,F,R,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,1,0,12,Brand#31,LG BAG,10,43,0,64224.37
F,F,R,NONE,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,3,0.03,12,Brand#11,SM PKG,49,20,0,32674.2
F,F,R,NONE,Manufacturer#3,3-MEDIUM,2,BUILDING,FOB,4,0,9,Brand#34,SM JAR,9,11,1,12668.1159
F,F,R,NONE,Manufacturer#5,3-MEDIUM,2,BUILDING,RAIL,2,0.03,9,Brand#54,WRAP BAG,3,39,1,50828.3568
F,F,R,NONE,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,FOB,4,0.03,21,Brand#35,LG CASE,29,40,4,47386.44
F,F,R,NONE,Manufacturer#3,1-URGENT,2,FURNITURE,REG AIR,2,0.02,12,Brand#33,MED CAN,38,31,0,37772.3654
F,F,R,DELIVER IN PERSON,Manufacturer#1,1-URGENT,2,MACHINERY,SHIP,3,0.02,9,Brand#14,LG PACK,26,37,1,33504.9652
F,F,A,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,2,0.06,9,Brand#55,JUMBO BAG,46,17,1,24850.6731
F,F,A,DELIVER IN PERSON,Manufacturer#2,1-URGENT,2,AUTOMOBILE,TRUCK,3,0,9,Brand#22,MED JAR,39,23,1,39992.86
F,F,A,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,2,0.02,9,Brand#15,LG CAN,27,38,1,34612.2772
F,F,A,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,FURNITURE,AIR,2,0.05,9,Brand#42,MED PACK,34,23,1,22855.6704
F,F,R,COLLECT COD,Manufacturer#3,1-URGENT,2,BUILDING,TRUCK,2,0.08,21,Brand#33,WRAP BOX,34,19,4,30894.8094
F,F,R,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,REG AIR,1,0.04,18,Brand#41,WRAP CAN,1,19,3,29340.351
F,F,A,COLLECT COD,Manufacturer#4,5-LOW,2,HOUSEHOLD,REG AIR,1,0.02,9,Brand#45,JUMBO JAR,4,41,1,40464.4744
F,F,A,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,1,0.07,8,Brand#25,SM PACK,50,18,2,24701.463
F,F,A,COLLECT COD,Manufacturer#1,5-LOW,2,BUILDING,TRUCK,1,0.01,12,Brand#13,JUMBO PACK,24,42,0,46577.916
F,F,R,COLLECT COD,Manufacturer#1,3-MEDIUM,2,MACHINERY,MAIL,1,0.02,21,Brand#13,JUMBO JAR,39,1,4,1120.5012
F,F,A,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,HOUSEHOLD,FOB,1,0.02,18,Brand#41,LG BAG,35,3,3,5050.2816
F,F,A,TAKE BACK RETURN,Manufacturer#5,2-HIGH,2,MACHINERY,SHIP,1,0.07,8,Brand#55,WRAP DRUM,42,25,2,28303.625
F,F,R,NONE,Manufacturer#3,2-HIGH,2,MACHINERY,SHIP,5,0.01,18,Brand#34,SM CASE,36,45,3,63395.073
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,2,HOUSEHOLD,REG AIR,1,0.01,21,Brand#41,WRAP CASE,5,44,4,66193.776
F,F,R,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,2,FURNITURE,FOB,7,0.02,9,Brand#53,WRAP PACK,12,15,1,14514.795
F,F,A,COLLECT COD,Manufacturer#5,1-URGENT,2,FURNITURE,TRUCK,2,0.03,21,Brand#51,MED BAG,18,23,4,31401.1019
F,F,R,DELIVER IN PERSON,Manufacturer#4,5-LOW,2,BUILDING,AIR,2,0.05,18,Brand#42,WRAP JAR,11,43,3,64423.2192
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,AIR,6,0.05,12,Brand#14,JUMBO BAG,10,8,0,12629.5624
F,F,A,NONE,Manufacturer#5,5-LOW,2,FURNITURE,TRUCK,2,0.03,18,Brand#55,MED DRUM,37,23,3,37743.6118
F,F,R,DELIVER IN PERSON,Manufacturer#4,1-URGENT,2,FURNITURE,RAIL,1,0.01,9,Brand#45,SM PKG,8,12,1,18786.0096
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,TRUCK,4,0.05,8,Brand#13,WRAP BAG,13,21,2,21966.336
F,F,R,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,REG AIR,2,0.02,8,Brand#53,SM PKG,4,32,2,54040.64
F,F,A,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,MAIL,4,0.07,12,Brand#22,MED PACK,31,31,0,52476.18
F,F,R,NONE,Manufacturer#2,1-URGENT,2,FURNITURE,SHIP,2,0.06,18,Brand#25,MED CASE,49,48,3,77738.424
F,F,A,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,MAIL,4,0.01,21,Brand#54,LG PKG,12,5,4,8197.299
F,F,A,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,MAIL,1,0.05,12,Brand#34,LG DRUM,14,31,0,54986.3058
F,F,A,NONE,Manufacturer#3,3-MEDIUM,2,BUILDING,RAIL,4,0.08,21,Brand#34,JUMBO CASE,44,22,4,20891.772
F,F,R,TAKE BACK RETURN,Manufacturer#3,5-LOW,2,MACHINERY,SHIP,6,0.03,8,Brand#33,JUMBO BAG,27,6,2,8054.58
F,F,A,NONE,Manufacturer#5,3-MEDIUM,2,FURNITURE,FOB,3,0,12,Brand#54,SM BAG,20,36,0,61030.242
F,F,R,COLLECT COD,Manufacturer#2,2-HIGH,2,AUTOMOBILE,TRUCK,1,0.08,21,Brand#24,WRAP BAG,24,5,4,6568.107
F,F,R,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,FOB,7,0.02,9,Brand#32,SM PACK,7,27,1,41394.8799
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,AIR,4,0.05,9,Brand#54,LG CASE,25,19,1,23296.128
F,F,A,TAKE BACK RETURN,Manufacturer#5,2-HIGH,2,AUTOMOBILE,REG AIR,5,0.03,18,Brand#54,MED PACK,38,3,3,4994.4426
F,F,R,COLLECT COD,Manufacturer#5,5-LOW,2,MACHINERY,RAIL,6,0,18,Brand#55,WRAP DRUM,28,16,3,15288.9408
F,F,R,NONE,Manufacturer#2,5-LOW,2,MACHINERY,SHIP,2,0.01,18,Brand#25,MED CAN,33,25,3,31655.9425
F,F,R,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,TRUCK,5,0.04,18,Brand#35,JUMBO DRUM,21,43,3,46905.604
F,F,A,NONE,Manufacturer#4,2-HIGH,2,FURNITURE,FOB,1,0.08,18,Brand#41,WRAP CAN,8,2,3,2375.7916
F,F,R,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,FOB,2,0.05,9,Brand#43,JUMBO PKG,26,21,1,29784.2916
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,4,0.06,12,Brand#15,JUMBO PACK,10,13,0,20912.84
F,F,R,NONE,Manufacturer#4,1-URGENT,2,AUTOMOBILE,SHIP,2,0.02,18,Brand#41,JUMBO BAG,29,28,3,45826.746
F,F,A,COLLECT COD,Manufacturer#3,2-HIGH,2,MACHINERY,TRUCK,2,0.05,18,Brand#31,SM BOX,12,34,3,54402.516
F,F,R,NONE,Manufacturer#2,2-HIGH,2,MACHINERY,AIR,1,0.04,18,Brand#21,JUMBO CASE,49,3,3,3089.088
F,F,A,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,2,BUILDING,MAIL,2,0.06,18,Brand#44,JUMBO JAR,35,18,3,26693.388
F,F,R,NONE,Manufacturer#2,1-URGENT,2,BUILDING,SHIP,4,0.03,18,Brand#25,JUMBO BOX,23,22,3,31955.88
F,F,R,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,TRUCK,5,0.04,12,Brand#43,JUMBO CASE,19,31,0,45346.0095
F,F,R,COLLECT COD,Manufacturer#4,1-URGENT,2,HOUSEHOLD,FOB,3,0.04,12,Brand#44,JUMBO CASE,20,6,0,8622.126
F,F,A,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,2,BUILDING,TRUCK,4,0.02,9,Brand#22,MED CASE,38,10,1,17011.134
F,F,R,TAKE BACK RETURN,Manufacturer#1,1-URGENT,2,MACHINERY,MAIL,1,0.03,21,Brand#12,MED JAR,19,8,4,11372.668
F,F,R,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,0.07,21,Brand#32,JUMBO JAR,21,3,4,5169.3972
F,F,A,NONE,Manufacturer#4,2-HIGH,2,MACHINERY,RAIL,6,0.03,18,Brand#45,MED JAR,41,43,3,46699.548
F,F,A,NONE,Manufacturer#4,1-URGENT,2,HOUSEHOLD,RAIL,2,0.01,8,Brand#43,JUMBO PKG,26,11,2,16279.6128
F,F,R,DELIVER IN PERSON,Manufacturer#4,1-URGENT,2,BUILDING,RAIL,1,0.07,8,Brand#41,MED BOX,9,21,2,25183.683
F,F,R,COLLECT COD,Manufacturer#3,2-HIGH,2,AUTOMOBILE,SHIP,1,0.07,9,Brand#32,SM PKG,35,2,1,3092.0868
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,2,BUILDING,TRUCK,1,0.03,21,Brand#13,LG CASE,25,22,4,25732.124
F,F,A,COLLECT COD,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,AIR,6,0.08,9,Brand#34,SM JAR,29,30,1,36221.964
F,F,A,NONE,Manufacturer#1,2-HIGH,2,BUILDING,AIR,6,0,12,Brand#11,MED CAN,39,40,0,49012.8
F,F,R,NONE,Manufacturer#2,3-MEDIUM,2,HOUSEHOLD,FOB,3,0,12,Brand#24,JUMBO BOX,50,22,0,33081.048
F,F,R,NONE,Manufacturer#3,5-LOW,2,AUTOMOBILE,TRUCK,2,0.07,18,Brand#32,MED JAR,26,32,3,45616.32
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,2,AUTOMOBILE,TRUCK,3,0,18,Brand#24,MED DRUM,6,16,3,27297.376
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,2,FURNITURE,AIR,2,0.05,8,Brand#25,MED PACK,45,43,2,74569.4132
F,F,A,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,3,0.07,9,Brand#43,JUMBO JAR,20,6,1,9478.3392
F,F,A,TAKE BACK RETURN,Manufacturer#3,5-LOW,2,HOUSEHOLD,FOB,4,0.07,9,Brand#33,JUMBO PKG,22,43,1,68442.24
F,F,A,COLLECT COD,Manufacturer#5,5-LOW,2,FURNITURE,AIR,1,0,9,Brand#55,SM DRUM,41,4,1,3798.7528
F,F,R,NONE,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,MAIL,3,0,8,Brand#51,MED CAN,25,22,2,36955.8684
F,F,A,NONE,Manufacturer#4,1-URGENT,2,AUTOMOBILE,AIR,1,0.08,12,Brand#45,LG BAG,15,36,0,61316.496
F,F,A,COLLECT COD,Manufacturer#2,5-LOW,2,FURNITURE,MAIL,6,0,8,Brand#25,MED CASE,21,35,2,53663.407
F,F,A,DELIVER IN PERSON,Manufacturer#4,5-LOW,2,HOUSEHOLD,TRUCK,1,0.01,8,Brand#43,JUMBO BAG,3,13,2,19553.4443
F,F,R,COLLECT COD,Manufacturer#3,1-URGENT,2,AUTOMOBILE,FOB,1,0.03,9,Brand#31,WRAP PKG,3,50,1,59968.32
F,F,A,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,HOUSEHOLD,RAIL,7,0.05,18,Brand#42,LG PKG,15,42,3,75154.4556
F,F,A,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,HOUSEHOLD,FOB,3,0.03,21,Brand#53,LG CAN,24,11,4,19258.1576
F,F,R,COLLECT COD,Manufacturer#4,3-MEDIUM,2,FURNITURE,REG AIR,1,0.07,18,Brand#44,MED DRUM,23,11,3,19057.8762
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,FURNITURE,SHIP,5,0,18,Brand#43,MED PKG,25,7,3,11758.32
F,F,R,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,REG AIR,1,0.08,18,Brand#52,SM DRUM,3,5,3,4337.892
F,F,R,TAKE BACK RETURN,Manufacturer#3,5-LOW,2,MACHINERY,REG AIR,5,0.06,8,Brand#31,SM PACK,7,10,2,9630.5
F,F,R,NONE,Manufacturer#4,5-LOW,2,MACHINERY,AIR,2,0.07,8,Brand#41,MED BOX,11,25,2,31981.27
F,F,R,COLLECT COD,Manufacturer#4,3-MEDIUM,2,BUILDING,TRUCK,1,0.03,18,Brand#42,WRAP BOX,50,42,3,71296.113
F,F,A,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,FURNITURE,TRUCK,2,0.05,12,Brand#43,MED PACK,12,50,0,70190.12
F,F,R,COLLECT COD,Manufacturer#4,2-HIGH,2,MACHINERY,SHIP,6,0,8,Brand#41,WRAP BAG,3,13,2,14008.2696
F,F,A,NONE,Manufacturer#4,2-HIGH,2,HOUSEHOLD,SHIP,1,0.03,18,Brand#42,MED PKG,44,28,3,47728.296
F,F,A,TAKE BACK RETURN,Manufacturer#3,5-LOW,2,FURNITURE,RAIL,2,0.02,12,Brand#32,SM DRUM,35,44,0,60961.7844
F,F,R,COLLECT COD,Manufacturer#3,5-LOW,2,HOUSEHOLD,RAIL,4,0.02,18,Brand#33,MED PKG,8,12,3,15828.558
F,F,A,DELIVER IN PERSON,Manufacturer#3,1-URGENT,2,AUTOMOBILE,MAIL,5,0.04,12,Brand#35,SM BAG,8,25,0,34389.3825
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,2,BUILDING,FOB,5,0.08,8,Brand#55,JUMBO BOX,12,17,2,19588.5696
F,F,R,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,SHIP,5,0.06,9,Brand#45,LG JAR,24,16,1,28430.2848
F,F,A,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,TRUCK,4,0.01,9,Brand#14,LG BOX,33,30,1,33461.91
F,F,A,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,AIR,1,0.02,12,Brand#34,LG CAN,32,39,0,67641.7365
F,F,R,TAKE BACK RETURN,Manufacturer#5,1-URGENT,2,BUILDING,SHIP,3,0.07,8,Brand#51,WRAP DRUM,27,5,2,7603.1025
F,F,R,TAKE BACK RETURN,Manufacturer#2,5-LOW,2,FURNITURE,FOB,4,0.02,8,Brand#24,JUMBO CAN,11,33,2,30662.181
F,F,A,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,2,BUILDING,FOB,1,0.08,8,Brand#41,WRAP CAN,20,35,2,62123.6385
F,F,A,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,FOB,5,0.05,21,Brand#14,LG BOX,7,32,4,51125.76
F,F,R,COLLECT COD,Manufacturer#4,2-HIGH,2,HOUSEHOLD,TRUCK,2,0,9,Brand#41,SM JAR,38,30,1,30802.761
F,F,R,NONE,Manufacturer#4,5-LOW,2,HOUSEHOLD,RAIL,4,0.03,9,Brand#41,SM PKG,24,40,1,41139.644
F,F,A,NONE,Manufacturer#2,1-URGENT,2,HOUSEHOLD,AIR,3,0.05,18,Brand#25,MED DRUM,10,35,3,39100.46
F,F,A,COLLECT COD,Manufacturer#4,2-HIGH,2,AUTOMOBILE,RAIL,6,0.01,18,Brand#41,JUMBO BOX,37,31,3,33009.792
F,F,R,NONE,Manufacturer#2,5-LOW,2,BUILDING,MAIL,3,0.05,21,Brand#24,SM BOX,27,38,4,68188.7884
F,F,A,NONE,Manufacturer#1,5-LOW,2,FURNITURE,FOB,5,0.05,21,Brand#13,MED PACK,24,49,4,68886.8754
F,F,A,DELIVER IN PERSON,Manufacturer#1,1-URGENT,2,HOUSEHOLD,AIR,3,0.08,18,Brand#15,MED BAG,25,26,3,44560.4432
F,F,A,NONE,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,REG AIR,4,0.07,21,Brand#44,SM BOX,10,33,4,40343.5032
F,F,A,COLLECT COD,Manufacturer#4,5-LOW,2,FURNITURE,TRUCK,4,0.08,8,Brand#42,WRAP CAN,47,43,2,66453.3825
F,F,R,TAKE BACK RETURN,Manufacturer#5,5-LOW,2,MACHINERY,AIR,6,0.02,8,Brand#51,LG BAG,16,2,2,2564.136
F,F,A,NONE,Manufacturer#4,5-LOW,2,BUILDING,TRUCK,1,0.06,12,Brand#41,WRAP BOX,40,35,0,41806.2435
F,F,A,DELIVER IN PERSON,Manufacturer#3,2-HIGH,2,AUTOMOBILE,REG AIR,1,0.07,8,Brand#31,WRAP CAN,35,26,2,32363.9316
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,2,MACHINERY,RAIL,7,0.05,8,Brand#34,LG JAR,16,21,2,20391.0945
F,F,A,DELIVER IN PERSON,Manufacturer#2,1-URGENT,2,BUILDING,AIR,1,0.05,8,Brand#22,WRAP PKG,24,50,2,85145.28
