o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000002,1993-07-14,7915.06,1279,1,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000910,1993-07-11,6020.02,1129,1,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000679,1993-08-27,7462.2,923,3,1
F,2-HIGH,3,BUILDING,7,Clerk#000000153,1993-08-12,448.49,1249,3,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,4,Clerk#000000098,1993-09-17,6004.52,599,1,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000480,1993-08-26,6074.01,1297,1,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,6,Clerk#000000669,1993-09-03,3288.76,667,1,1
F,3-MEDIUM,4,FURNITURE,13,Clerk#000000099,1993-09-18,4571.31,511,2,1
F,5-LOW,3,HOUSEHOLD,23,Clerk#000000521,1993-09-21,1796.09,1372,4,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000324,1993-07-19,3136.15,1414,2,1
F,3-MEDIUM,0,MACHINERY,16,Clerk#000000022,1993-09-07,2186.5,143,2,1
F,1-URGENT,4,BUILDING,20,Clerk#000000768,1993-08-31,3231.33,1192,0,1
F,3-MEDIUM,3,BUILDING,19,Clerk#000000354,1993-09-05,4146.43,401,2,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000721,1993-07-15,1685.9,508,1,1
F,5-LOW,2,BUILDING,21,Clerk#000000304,1993-09-27,6252.12,1415,4,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000836,1993-08-21,2940.46,434,1,1
F,1-URGENT,2,AUTOMOBILE,8,Clerk#000000176,1993-08-09,5466.83,1397,0,1
F,2-HIGH,4,AUTOMOBILE,20,Clerk#000000810,1993-07-10,2351.1,1355,3,1
F,1-URGENT,2,HOUSEHOLD,12,Clerk#000000468,1993-07-26,9782.34,1403,0,1
F,1-URGENT,1,AUTOMOBILE,2,Clerk#000000085,1993-09-14,5340.67,949,0,1
F,3-MEDIUM,4,FURNITURE,10,Clerk#000000071,1993-09-18,4524.45,1346,2,1
F,5-LOW,4,FURNITURE,13,Clerk#000000374,1993-07-25,3635.35,889,4,1
F,3-MEDIUM,3,BUILDING,7,Clerk#000000247,1993-08-05,4409.7,1483,2,1
F,5-LOW,1,HOUSEHOLD,24,Clerk#000000014,1993-09-28,5527.61,676,4,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000579,1993-08-11,7115.14,745,2,1
F,5-LOW,1,FURNITURE,17,Clerk#000000850,1993-08-03,1268.69,1466,4,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000837,1993-07-21,498.77,1369,3,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000673,1993-08-06,7929.9,472,2,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,24,Clerk#000000666,1993-07-23,5527.61,676,1,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000497,1993-07-18,4130.18,1118,3,1
F,1-URGENT,3,FURNITURE,22,Clerk#000000523,1993-09-04,7576.55,850,0,1
F,5-LOW,2,AUTOMOBILE,9,Clerk#000000471,1993-07-28,6569.34,241,4,1
F,5-LOW,2,FURNITURE,9,Clerk#000000081,1993-09-26,4286.94,406,4,1
F,4-NOT SPECIFIED,3,MACHINERY,23,Clerk#000000574,1993-07-15,5200.96,394,1,1
F,2-HIGH,3,FURNITURE,19,Clerk#000000373,1993-09-22,5896.87,436,3,1
F,1-URGENT,4,BUILDING,20,Clerk#000000350,1993-07-20,9680.51,1460,0,1
F,2-HIGH,3,BUILDING,7,Clerk#000000411,1993-08-15,3869.25,922,3,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,8,Clerk#000000423,1993-08-18,2066.79,770,1,1
F,5-LOW,4,MACHINERY,4,Clerk#000000790,1993-09-02,3001.94,449,4,1
F,3-MEDIUM,0,MACHINERY,15,Clerk#000000049,1993-08-02,5121.28,79,2,1
F,5-LOW,1,MACHINERY,2,Clerk#000000066,1993-09-12,2338.92,862,4,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000257,1993-09-01,9519.36,1130,4,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000979,1993-09-09,4571.78,316,2,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000137,1993-07-05,52.43,778,0,1
F,3-MEDIUM,3,BUILDING,7,Clerk#000000843,1993-09-26,448.49,1249,2,1
F,1-URGENT,1,AUTOMOBILE,24,Clerk#000000103,1993-08-06,339.49,641,0,1
F,5-LOW,4,FURNITURE,4,Clerk#000000290,1993-09-23,5439.44,1240,4,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000837,1993-07-08,52.43,778,0,1
F,3-MEDIUM,0,FURNITURE,5,Clerk#000000840,1993-09-05,1211.39,418,2,1
F,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000697,1993-08-07,7503.3,1169,1,1
F,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000877,1993-09-11,5212.43,1090,2,1
F,3-MEDIUM,3,BUILDING,6,Clerk#000000609,1993-09-20,6860.34,455,2,1
F,5-LOW,3,BUILDING,6,Clerk#000000426,1993-07-28,4299.22,1238,4,1
F,5-LOW,1,MACHINERY,2,Clerk#000000678,1993-09-15,-746.03,272,4,1
F,1-URGENT,1,BUILDING,1,Clerk#000000423,1993-07-19,4455.76,1183,0,1
F,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000840,1993-08-14,772.14,1411,2,1
F,3-MEDIUM,0,BUILDING,0,Clerk#000000477,1993-09-27,-920.4,1430,2,1
F,1-URGENT,4,HOUSEHOLD,4,Clerk#000000639,1993-08-07,5380.5,299,0,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000692,1993-07-17,108.14,785,1,1
F,2-HIGH,3,HOUSEHOLD,22,Clerk#000000288,1993-09-03,9519.36,1130,3,1
F,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000464,1993-09-26,5902.85,155,2,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000703,1993-08-11,7129.84,1148,3,1
F,4-NOT SPECIFIED,0,MACHINERY,16,Clerk#000000151,1993-08-05,9566.15,691,1,1
F,3-MEDIUM,2,AUTOMOBILE,12,Clerk#000000140,1993-07-17,3215.96,908,2,1
F,3-MEDIUM,0,MACHINERY,15,Clerk#000000951,1993-07-27,8825.71,584,2,1
F,4-NOT SPECIFIED,3,BUILDING,22,Clerk#000000707,1993-09-02,7408.73,404,1,1
F,3-MEDIUM,0,BUILDING,0,Clerk#000000563,1993-08-16,8921.97,968,2,1
F,3-MEDIUM,1,MACHINERY,2,Clerk#000000157,1993-08-14,4768.8,965,2,1
F,1-URGENT,3,MACHINERY,6,Clerk#000000544,1993-09-10,9103.33,1477,0,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000286,1993-08-05,7838.3,137,1,1
F,3-MEDIUM,3,AUTOMOBILE,6,Clerk#000000562,1993-07-30,3998.42,703,2,1
F,5-LOW,4,HOUSEHOLD,4,Clerk#000000167,1993-07-27,6004.52,599,4,1
F,1-URGENT,0,MACHINERY,16,Clerk#000000923,1993-07-04,1520.34,1342,0,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000707,1993-09-16,1561.8,262,4,1
F,2-HIGH,3,BUILDING,19,Clerk#000000951,1993-08-27,5561.93,808,3,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000666,1993-09-25,7915.06,1279,2,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000648,1993-08-15,85.05,715,2,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000492,1993-07-31,8341.71,1018,1,1
F,5-LOW,0,FURNITURE,0,Clerk#000000368,1993-09-19,5184.7,643,4,1
F,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000260,1993-09-12,-842.39,136,1,1
F,1-URGENT,2,AUTOMOBILE,21,Clerk#000000376,1993-09-26,170.46,184,0,1
F,5-LOW,3,FURNITURE,22,Clerk#000000640,1993-08-18,9491.46,1105,4,1
F,5-LOW,2,BUILDING,18,Clerk#000000662,1993-09-20,108.14,785,4,1
F,5-LOW,1,BUILDING,1,Clerk#000000770,1993-08-20,7568.07,229,4,1
F,3-MEDIUM,3,MACHINERY,23,Clerk#000000956,1993-07-04,459.22,1348,2,1
F,2-HIGH,1,AUTOMOBILE,1,Clerk#000000376,1993-07-05,4586.33,980,3,1
F,3-MEDIUM,2,HOUSEHOLD,21,Clerk#000000008,1993-07-10,3195.96,604,2,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000523,1993-09-13,2110.59,451,1,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000398,1993-07-05,1394.44,679,3,1
F,1-URGENT,1,FURNITURE,3,Clerk#000000169,1993-08-22,479.96,883,0,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000040,1993-07-30,4245,484,2,1
F,1-URGENT,1,BUILDING,24,Clerk#000000734,1993-08-13,232.01,386,0,1
F,2-HIGH,3,MACHINERY,6,Clerk#000000324,1993-08-01,2892.21,1111,3,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,5,Clerk#000000909,1993-09-07,-390.09,656,1,1
F,3-MEDIUM,1,FURNITURE,17,Clerk#000000202,1993-09-18,6194.65,1168,2,1
F,5-LOW,3,MACHINERY,6,Clerk#000000333,1993-08-18,9103.33,1477,4,1
F,5-LOW,1,FURNITURE,2,Clerk#000000571,1993-09-24,148.98,701,4,1
F,2-HIGH,4,BUILDING,10,Clerk#000000304,1993-07-01,511.69,805,3,1
F,1-URGENT,3,BUILDING,22,Clerk#000000789,1993-07-22,6058.08,547,0,1
F,5-LOW,3,BUILDING,6,Clerk#000000168,1993-07-16,8667.09,712,4,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000929,1993-09-27,8495.92,247,1,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000123,1993-08-18,4389.66,1489,3,1
F,1-URGENT,4,AUTOMOBILE,4,Clerk#000000264,1993-09-14,-614.28,820,0,1
F,5-LOW,2,FURNITURE,8,Clerk#000000789,1993-07-21,-77.63,880,4,1
F,5-LOW,1,HOUSEHOLD,17,Clerk#000000567,1993-09-16,1228.24,35,4,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000520,1993-07-28,8635.49,842,1,1
F,2-HIGH,1,HOUSEHOLD,1,Clerk#000000157,1993-09-16,4716.68,658,3,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,11,Clerk#000000016,1993-08-24,4130.18,1118,1,1
F,1-URGENT,2,MACHINERY,12,Clerk#000000824,1993-07-04,3720.15,245,0,1
F,3-MEDIUM,3,BUILDING,23,Clerk#000000022,1993-08-28,9465.15,1441,2,1
F,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000959,1993-08-16,1107.42,302,1,1
F,2-HIGH,1,AUTOMOBILE,2,Clerk#000000396,1993-07-12,1330.85,1333,3,1
F,5-LOW,4,FURNITURE,10,Clerk#000000588,1993-07-19,6227.55,1495,4,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,6,Clerk#000000434,1993-08-26,3288.76,667,1,1
F,1-URGENT,0,BUILDING,0,Clerk#000000381,1993-07-26,4288.5,73,0,1
F,5-LOW,4,FURNITURE,11,Clerk#000000858,1993-09-18,3061.78,1135,4,1
F,5-LOW,1,BUILDING,24,Clerk#000000370,1993-08-20,232.01,386,4,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000936,1993-09-21,-301.75,1258,0,1
F,4-NOT SPECIFIED,2,BUILDING,8,Clerk#000001000,1993-08-17,1766.23,1036,1,1
F,5-LOW,1,MACHINERY,24,Clerk#000000948,1993-08-27,3242.1,581,4,1
F,3-MEDIUM,1,HOUSEHOLD,17,Clerk#000000020,1993-07-26,1228.24,35,2,1
F,5-LOW,2,FURNITURE,8,Clerk#000000407,1993-07-17,1007.18,28,4,1
F,2-HIGH,1,AUTOMOBILE,3,Clerk#000000315,1993-08-05,-301.75,1258,3,1
F,2-HIGH,0,HOUSEHOLD,15,Clerk#000000488,1993-07-31,2506.38,244,3,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000158,1993-08-17,-932.09,1420,2,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000332,1993-08-13,-501.37,1444,0,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000426,1993-09-07,5744.89,625,1,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,12,Clerk#000000250,1993-07-17,6761.52,1376,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000286,1993-09-22,9108.65,367,1,1
F,2-HIGH,2,MACHINERY,8,Clerk#000000235,1993-08-21,4571.78,316,3,1
F,1-URGENT,1,BUILDING,24,Clerk#000000329,1993-09-18,8616.12,1267,0,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000224,1993-09-19,9217.55,304,0,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000338,1993-09-21,1422.57,1360,3,1
F,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000790,1993-07-30,4867.52,70,1,1
F,2-HIGH,0,MACHINERY,5,Clerk#000000283,1993-09-05,2020.15,1303,3,1
F,2-HIGH,4,BUILDING,20,Clerk#000000616,1993-08-21,5579.81,1261,3,1
F,2-HIGH,2,HOUSEHOLD,9,Clerk#000000164,1993-08-04,-272.14,422,3,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000116,1993-09-13,-774.47,719,4,1
F,1-URGENT,4,AUTOMOBILE,10,Clerk#000000161,1993-07-29,-922.69,1309,0,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000984,1993-07-16,2840.36,1262,2,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000761,1993-07-23,4489.98,322,2,1
F,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000197,1993-08-19,138.31,955,2,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000778,1993-07-23,4548.46,1304,1,1
F,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000172,1993-08-22,3393.86,854,2,1
F,1-URGENT,1,MACHINERY,2,Clerk#000000841,1993-07-24,2544.49,1094,0,1
F,2-HIGH,2,MACHINERY,12,Clerk#000000670,1993-08-05,3168.41,466,3,1
F,1-URGENT,3,BUILDING,23,Clerk#000000082,1993-07-09,-565.35,349,0,1
F,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000152,1993-07-07,7420.6,682,2,1
F,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000639,1993-08-22,1299.92,256,2,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000266,1993-09-01,2135.6,148,2,1
F,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000082,1993-08-19,-405.91,334,1,1
F,2-HIGH,3,BUILDING,22,Clerk#000000522,1993-09-25,4092.24,947,3,1
F,1-URGENT,2,FURNITURE,18,Clerk#000000245,1993-08-04,7115.14,745,0,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000958,1993-09-21,270.95,41,4,1
F,2-HIGH,0,MACHINERY,0,Clerk#000000887,1993-07-22,1696.95,1247,3,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000577,1993-09-06,7462.99,110,2,1
F,5-LOW,2,AUTOMOBILE,21,Clerk#000000069,1993-09-08,170.46,184,4,1
F,1-URGENT,3,AUTOMOBILE,6,Clerk#000000504,1993-07-02,4396.25,1402,0,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000581,1993-09-15,9904.28,43,3,1
F,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000523,1993-09-03,1796.09,1372,2,1
F,5-LOW,4,BUILDING,13,Clerk#000000362,1993-08-27,8250.87,893,4,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000871,1993-08-02,7929.9,472,2,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000675,1993-07-01,212.16,787,3,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000090,1993-08-18,785.37,491,3,1
F,5-LOW,1,BUILDING,3,Clerk#000000348,1993-08-29,1335.3,40,4,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000786,1993-09-24,2514.15,107,1,1
