l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,AIR,1,0.06,7,Brand#23,14,JUMBO CAN,26,24,24364.7992
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,2-HIGH,4,REG AIR,5,0.02,6,Brand#53,13,MED PKG,49,25,38969.04
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,4,SHIP,2,0.06,17,Brand#53,13,JUMBO JAR,8,25,60976.719
F,F,R,COLLECT COD,0,Manufacturer#5,2-HIGH,4,REG AIR,6,0.07,15,Brand#52,13,JUMBO JAR,21,25,13101.336
F,F,A,NONE,3,Manufacturer#4,2-HIGH,4,SHIP,7,0.05,7,Brand#42,13,WRAP JAR,12,25,88535.535
F,F,A,NONE,2,Manufacturer#2,2-HIGH,4,RAIL,1,0.03,18,Brand#25,13,SM PKG,37,25,4267.008
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,4,FOB,4,0.03,5,Brand#44,13,LG CAN,12,25,61899.79
F,F,A,NONE,3,Manufacturer#4,2-HIGH,3,AIR,6,0.07,6,Brand#45,23,WRAP CAN,49,26,960.04
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,2-HIGH,3,AIR,4,0.04,23,Brand#55,23,SM CAN,38,26,23712.768
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,3,AIR,2,0.02,2,Brand#15,23,JUMBO JAR,11,26,68490.6936
F,F,R,NONE,2,Manufacturer#5,2-HIGH,3,AIR,5,0.06,12,Brand#53,23,MED PACK,40,26,62307.536
F,F,R,NONE,4,Manufacturer#1,5-LOW,4,TRUCK,3,0.06,10,Brand#13,10,MED PACK,2,23,12914.51
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,4,AIR,4,0.02,24,Brand#13,10,MED CAN,22,23,15285.5976
F,F,A,COLLECT COD,2,Manufacturer#2,5-LOW,4,TRUCK,2,0,12,Brand#22,10,LG JAR,2,23,63393.88
O,P,N,NONE,3,Manufacturer#4,4-NOT SPECIFIED,0,MAIL,4,0.07,19,Brand#43,16,JUMBO BOX,34,27,66241.4005
F,P,R,NONE,2,Manufacturer#2,4-NOT SPECIFIED,0,MAIL,5,0.01,9,Brand#25,16,MED DRUM,14,27,20073.576
F,P,R,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,0,TRUCK,3,0.06,0,Brand#21,16,MED CASE,8,27,70178.78
F,P,N,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,0,TRUCK,1,0.06,12,Brand#21,16,SM PKG,10,27,50155.956
F,P,R,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,0,AIR,2,0.08,15,Brand#11,16,LG BAG,47,27,27787.396
F,F,A,NONE,4,Manufacturer#1,3-MEDIUM,3,TRUCK,2,0.08,10,Brand#13,23,MED PACK,2,28,71288.0952
F,F,R,COLLECT COD,0,Manufacturer#1,3-MEDIUM,3,REG AIR,1,0.01,14,Brand#13,23,MED DRUM,26,28,38740.4456
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,2,SHIP,6,0.07,3,Brand#53,18,WRAP CASE,32,29,3217.0149
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,2,MAIL,2,0.06,17,Brand#54,18,WRAP BAG,7,29,45818.01
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,2,MAIL,3,0.05,16,Brand#15,18,LG CAN,44,29,33151.1492
F,F,R,COLLECT COD,1,Manufacturer#1,2-HIGH,2,RAIL,1,0.08,17,Brand#13,18,MED JAR,19,30,10980.981
F,F,A,NONE,1,Manufacturer#3,1-URGENT,4,SHIP,1,0.04,17,Brand#32,11,WRAP BOX,17,31,10188.801
F,F,N,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,4,RAIL,2,0.08,15,Brand#52,11,JUMBO DRUM,22,31,59772.9132
F,F,R,NONE,2,Manufacturer#5,1-URGENT,4,RAIL,3,0,12,Brand#53,11,JUMBO CAN,35,31,55245.5085
F,F,A,NONE,1,Manufacturer#2,2-HIGH,3,RAIL,1,0,2,Brand#22,6,SM BOX,4,32,57054.942
F,F,R,COLLECT COD,0,Manufacturer#4,3-MEDIUM,3,RAIL,3,0.04,0,Brand#41,6,LG CASE,16,33,12890.0772
F,F,A,COLLECT COD,3,Manufacturer#1,3-MEDIUM,3,REG AIR,2,0.05,6,Brand#11,6,JUMBO CASE,10,33,18029.2068
F,P,R,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,3,REG AIR,5,0.03,17,Brand#45,23,MED PKG,27,34,64176.5376
F,P,A,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,3,AIR,7,0.04,8,Brand#43,23,WRAP PKG,29,34,66650.418
F,P,A,COLLECT COD,4,Manufacturer#3,3-MEDIUM,3,REG AIR,6,0.07,11,Brand#34,23,MED CASE,25,34,75572.0238
F,P,A,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,3,MAIL,3,0.08,1,Brand#24,23,WRAP BAG,14,34,27964.1916
O,P,N,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,3,TRUCK,2,0.01,14,Brand#34,23,LG PKG,39,34,66969.3044
F,P,N,COLLECT COD,4,Manufacturer#2,3-MEDIUM,3,MAIL,1,0,10,Brand#24,23,LG PKG,33,34,13634.6
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,3,REG AIR,3,0,1,Brand#43,6,SM JAR,19,35,34369.556
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,3,TRUCK,4,0.07,16,Brand#32,6,WRAP DRUM,41,35,7935.57
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,4,RAIL,1,0.08,1,Brand#31,11,SM BAG,38,36,56232.0192
F,F,R,NONE,1,Manufacturer#5,1-URGENT,4,FOB,2,0,24,Brand#55,11,SM CASE,3,36,69825.21
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,4,MAIL,1,0.06,6,Brand#52,13,SM PKG,21,37,3907.5092
F,F,R,NONE,2,Manufacturer#3,1-URGENT,4,AIR,3,0.06,8,Brand#35,13,MED PACK,34,37,46962.1152
F,F,N,COLLECT COD,4,Manufacturer#1,2-HIGH,3,AIR,2,0.04,20,Brand#11,6,WRAP CASE,29,32,13313.1174
F,F,A,COLLECT COD,2,Manufacturer#4,2-HIGH,3,RAIL,1,0.01,12,Brand#41,19,SM PACK,35,38,38207.376
F,F,R,COLLECT COD,1,Manufacturer#1,5-LOW,0,AIR,5,0,17,Brand#12,0,LG PKG,26,39,76219.9116
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,0,TRUCK,4,0.02,14,Brand#45,0,JUMBO PACK,39,39,33102.0624
F,F,A,COLLECT COD,2,Manufacturer#2,5-LOW,0,SHIP,1,0.06,18,Brand#24,0,JUMBO PKG,45,39,52044.1152
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,0,AIR,2,0.06,7,Brand#25,0,JUMBO BOX,14,39,38802.0864
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,5-LOW,0,REG AIR,7,0.04,2,Brand#13,0,LG PKG,38,39,73601.1822
F,F,N,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,0,FOB,3,0.04,6,Brand#34,0,LG PKG,22,39,17889.408
F,F,A,COLLECT COD,4,Manufacturer#1,1-URGENT,0,REG AIR,3,0.06,10,Brand#15,16,SM PACK,45,40,51814.6524
F,F,A,COLLECT COD,3,Manufacturer#5,1-URGENT,0,MAIL,2,0,6,Brand#53,16,SM CASE,7,40,65540.448
F,F,N,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,0,SHIP,1,0.04,23,Brand#23,16,WRAP PKG,4,40,65008.3764
F,F,A,NONE,2,Manufacturer#4,5-LOW,0,REG AIR,1,0.04,9,Brand#43,16,MED PACK,28,41,7785.9166
F,P,N,COLLECT COD,3,Manufacturer#1,2-HIGH,1,AIR,3,0,6,Brand#14,3,LG BOX,36,42,16812.7596
O,P,N,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,1,FOB,2,0.04,11,Brand#41,3,WRAP PACK,32,42,49252.3488
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,3,AIR,1,0.02,11,Brand#43,23,WRAP CAN,15,43,67367.52
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,3,FOB,1,0.01,10,Brand#42,19,SM BOX,4,44,4777.2
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,3,SHIP,3,0.03,11,Brand#11,22,JUMBO CAN,46,45,23801.12
F,F,R,COLLECT COD,4,Manufacturer#5,5-LOW,3,SHIP,4,0.06,20,Brand#51,22,MED CASE,17,45,7377.2832
F,F,A,NONE,3,Manufacturer#3,5-LOW,3,SHIP,2,0,7,Brand#32,22,SM BOX,49,45,23202.6624
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,4,RAIL,4,0.08,11,Brand#14,10,JUMBO JAR,31,46,21930.7176
F,F,A,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,4,REG AIR,3,0.06,0,Brand#51,10,JUMBO BOX,48,46,28088.5878
F,F,N,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,1,AIR,4,0.05,8,Brand#23,3,JUMBO BAG,7,47,17870.1732
F,F,A,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,1,MAIL,3,0.01,23,Brand#51,3,MED BOX,6,47,29563.17
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,0,REG AIR,3,0.05,22,Brand#14,15,JUMBO PKG,11,48,40719.3336
F,F,R,COLLECT COD,3,Manufacturer#3,3-MEDIUM,0,MAIL,2,0.06,22,Brand#32,15,LG BOX,8,49,71960.832
F,F,N,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,0,FOB,1,0,22,Brand#33,15,WRAP DRUM,1,49,66360.096
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,0,SHIP,3,0.07,24,Brand#25,15,MED BAG,22,49,64192.8068
F,F,R,COLLECT COD,2,Manufacturer#4,2-HIGH,1,FOB,2,0.03,21,Brand#42,1,LG PACK,23,50,55074.1059
F,F,A,COLLECT COD,2,Manufacturer#5,3-MEDIUM,4,MAIL,3,0.07,8,Brand#53,20,WRAP BOX,4,51,38802.3552
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,4,REG AIR,6,0.03,21,Brand#51,20,WRAP PACK,33,51,8211.3885
F,F,A,NONE,0,Manufacturer#2,3-MEDIUM,4,REG AIR,2,0.05,14,Brand#22,20,MED CAN,32,51,36733.9388
F,F,R,COLLECT COD,4,Manufacturer#4,3-MEDIUM,4,MAIL,7,0.02,20,Brand#41,20,JUMBO CASE,4,51,72009.62
F,F,N,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,4,REG AIR,1,0.05,18,Brand#42,20,WRAP DRUM,12,51,38031.6897
F,F,R,COLLECT COD,0,Manufacturer#3,3-MEDIUM,4,FOB,4,0,5,Brand#32,20,MED CASE,30,51,1947.9244
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,FOB,5,0.02,23,Brand#51,20,MED BAG,27,51,10035.48
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,5-LOW,4,SHIP,1,0.08,18,Brand#25,13,MED BOX,19,52,18159.8868
F,F,R,NONE,1,Manufacturer#1,5-LOW,4,REG AIR,2,0.04,2,Brand#15,13,WRAP JAR,1,52,63604.56
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,AIR,3,0,14,Brand#31,13,MED PKG,30,52,16780.855
F,F,A,COLLECT COD,4,Manufacturer#3,2-HIGH,1,MAIL,6,0.06,11,Brand#32,1,SM PKG,37,50,5866.8337
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,1,REG AIR,5,0.05,3,Brand#33,1,WRAP BAG,10,50,45097.0485
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,1,SHIP,4,0.05,9,Brand#53,1,SM CASE,42,50,68746.56
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,1,REG AIR,3,0.07,11,Brand#55,1,WRAP JAR,47,50,5482.0808
F,F,A,NONE,2,Manufacturer#4,2-HIGH,1,SHIP,1,0.07,9,Brand#41,1,WRAP BOX,45,50,13536.288
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,2,FOB,1,0.04,20,Brand#44,21,JUMBO PKG,30,53,53564.4288
O,P,N,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,1,REG AIR,2,0.02,15,Brand#15,3,WRAP BAG,13,54,26305.608
F,P,R,NONE,3,Manufacturer#5,4-NOT SPECIFIED,1,TRUCK,3,0.02,22,Brand#52,3,LG CASE,47,54,54565.1064
F,P,A,DELIVER IN PERSON,4,Manufacturer#4,4-NOT SPECIFIED,1,SHIP,1,0.07,4,Brand#43,3,SM PKG,19,54,51392.8268
F,P,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,1,REG AIR,5,0.06,21,Brand#33,3,LG JAR,16,54,15698.7144
F,P,N,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,1,AIR,4,0.06,6,Brand#44,3,LG PACK,13,54,1782.8794
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,0,FOB,2,0.05,12,Brand#51,15,JUMBO PACK,49,55,46671.744
F,F,R,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,4,REG AIR,2,0.06,3,Brand#42,10,SM JAR,36,56,41763.4276
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,4,FOB,1,0.08,12,Brand#25,10,JUMBO PKG,35,56,75430
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,4,TRUCK,3,0.08,7,Brand#43,10,WRAP CASE,44,56,39635.721
F,F,A,NONE,4,Manufacturer#4,4-NOT SPECIFIED,4,AIR,5,0.07,11,Brand#42,10,SM JAR,10,56,10260.159
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,4,RAIL,4,0,2,Brand#34,10,JUMBO JAR,43,56,5845.6565
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,0,AIR,3,0.02,7,Brand#52,15,LG BAG,15,55,68312.6036
F,F,R,COLLECT COD,3,Manufacturer#1,5-LOW,0,AIR,5,0.08,6,Brand#13,15,MED DRUM,15,55,15760.836
F,F,N,NONE,4,Manufacturer#3,5-LOW,0,AIR,1,0.03,20,Brand#34,15,JUMBO CASE,47,55,47514.744
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,0,FOB,4,0.07,13,Brand#14,15,LG PKG,7,55,19141.5936
F,F,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,0,AIR,6,0.03,1,Brand#22,15,MED PKG,27,55,26217.5868
F,F,A,NONE,2,Manufacturer#1,5-LOW,0,REG AIR,4,0,9,Brand#12,14,JUMBO CASE,6,57,14749.985
F,F,A,COLLECT COD,4,Manufacturer#5,5-LOW,0,MAIL,3,0.02,11,Brand#53,14,SM BAG,8,57,58882.4964
F,F,R,COLLECT COD,2,Manufacturer#4,5-LOW,0,MAIL,2,0.08,18,Brand#45,14,SM BAG,48,57,35781.335
F,F,R,NONE,3,Manufacturer#1,5-LOW,0,TRUCK,1,0.06,7,Brand#14,14,MED CASE,15,57,56287.917
F,P,A,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,2,MAIL,4,0,14,Brand#11,18,JUMBO CAN,43,58,35547.768
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,2,SHIP,1,0,8,Brand#22,9,JUMBO CASE,35,59,25528.4018
F,F,R,NONE,1,Manufacturer#4,2-HIGH,1,AIR,1,0.01,1,Brand#42,3,MED PACK,39,60,14197.9266
F,F,R,COLLECT COD,0,Manufacturer#5,2-HIGH,4,RAIL,5,0.03,14,Brand#51,10,MED PKG,28,61,25580.37
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,4,FOB,2,0.07,9,Brand#44,10,JUMBO PKG,26,61,39334.41
F,F,R,NONE,4,Manufacturer#2,3-MEDIUM,1,MAIL,2,0.01,20,Brand#24,1,LG DRUM,36,62,8163.6
F,P,R,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,2,RAIL,3,0.05,5,Brand#35,18,LG CASE,13,58,16045.2744
O,P,N,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,2,SHIP,1,0.02,7,Brand#12,18,LG PKG,28,58,40666.2024
O,P,N,NONE,0,Manufacturer#4,4-NOT SPECIFIED,2,AIR,2,0.02,15,Brand#44,18,MED PKG,7,58,14156.577
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,1,MAIL,6,0.03,23,Brand#53,1,LG PACK,13,62,7849.0776
F,F,R,COLLECT COD,1,Manufacturer#3,3-MEDIUM,1,AIR,5,0.05,17,Brand#33,1,SM PACK,19,62,60432.1155
F,F,N,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,1,MAIL,7,0.02,8,Brand#25,1,JUMBO BAG,10,62,54706.2264
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,2,AIR,3,0.02,19,Brand#51,21,SM BAG,29,63,21631.7945
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,2,AIR,2,0.04,7,Brand#32,21,MED PACK,46,63,17093.289
F,F,A,NONE,3,Manufacturer#4,4-NOT SPECIFIED,2,AIR,1,0.08,6,Brand#41,21,JUMBO BAG,40,63,14172.21
F,P,A,NONE,3,Manufacturer#1,3-MEDIUM,3,RAIL,2,0.04,6,Brand#14,19,LG BAG,45,64,65686.08
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,0,REG AIR,2,0.08,7,Brand#45,5,SM CASE,12,65,51717.5604
F,P,A,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,3,AIR,1,0.04,5,Brand#51,19,SM PACK,17,64,23491.6734
