o_orderstatus,sn_regionkey,p_mfgr,o_orderpriority,o_orderdate,l_shipinstruct,l_commitdate,cn_regionkey,l_shipdate,c_mktsegment,l_receiptdate,l_shipmode,p_retailprice,l_linenumber,l_tax,groupcol,aggcol
F,0,Manufacturer#3,3-MEDIUM,1993-02-05,TAKE BACK RETURN,1993-03-20,2,1993-02-13,BUILDING,1993-02-22,MAIL,976.07,3,0.08,2,25377.82
F,1,Manufacturer#2,3-MEDIUM,1993-02-05,TAKE BACK RETURN,1993-03-14,2,1993-02-12,BUILDING,1993-03-12,RAIL,1613.71,1,0.02,1,19364.52
F,0,Manufacturer#1,3-MEDIUM,1993-02-05,TAKE BACK RETURN,1993-03-27,2,1993-05-05,BUILDING,1993-05-18,REG AIR,1488.58,2,0.01,1,17862.96
O,2,Manufacturer#5,5-LOW,1997-08-04,TAKE BACK RETURN,1997-10-10,1,1997-10-22,AUTOMOBILE,1997-11-10,REG AIR,1010.1,2,0.08,0,27272.7
O,2,Manufacturer#1,5-LOW,1997-08-04,COLLECT COD,1997-09-12,1,1997-09-07,AUTOMOBILE,1997-10-01,REG AIR,1765.86,1,0.01,0,22956.18
O,2,Manufacturer#3,5-LOW,1997-08-04,DELIVER IN PERSON,1997-10-24,1,1997-08-05,AUTOMOBILE,1997-08-07,SHIP,1688.78,5,0.05,0,43908.28
O,0,Manufacturer#4,5-LOW,1997-08-04,NONE,1997-10-23,1,1997-10-13,AUTOMOBILE,1997-10-18,AIR,1292.39,3,0.02,0,24555.41
O,0,Manufacturer#5,5-LOW,1997-08-04,COLLECT COD,1997-09-22,1,1997-10-16,AUTOMOBILE,1997-10-28,AIR,1812.91,4,0.01,0,19942.01
F,2,Manufacturer#4,1-URGENT,1994-12-11,TAKE BACK RETURN,1995-01-11,3,1995-03-28,HOUSEHOLD,1995-04-14,MAIL,1432.53,4,0.06,2,54436.14
F,0,Manufacturer#3,1-URGENT,1994-12-11,TAKE BACK RETURN,1995-01-26,3,1994-12-27,HOUSEHOLD,1995-01-21,FOB,1837.93,3,0.06,1,3675.86
F,0,Manufacturer#2,1-URGENT,1994-12-11,DELIVER IN PERSON,1995-02-08,3,1995-01-28,HOUSEHOLD,1995-02-10,AIR,1679.77,7,0.02,2,72230.11
F,2,Manufacturer#4,1-URGENT,1994-12-11,NONE,1995-02-21,3,1995-03-15,HOUSEHOLD,1995-03-20,SHIP,1393.49,6,0.04,2,5573.96
F,2,Manufacturer#2,1-URGENT,1994-12-11,NONE,1995-02-02,3,1995-03-19,HOUSEHOLD,1995-03-27,AIR,964.06,2,0.03,1,35670.22
F,0,Manufacturer#3,1-URGENT,1994-12-11,NONE,1995-01-18,3,1995-02-01,HOUSEHOLD,1995-03-03,REG AIR,1280.37,1,0.08,2,42252.21
F,1,Manufacturer#3,1-URGENT,1994-12-11,DELIVER IN PERSON,1995-02-13,3,1995-02-06,HOUSEHOLD,1995-02-18,TRUCK,1415.51,5,0.07,1,18401.63
P,0,Manufacturer#4,2-HIGH,1995-05-19,COLLECT COD,1995-06-26,2,1995-07-13,AUTOMOBILE,1995-08-06,RAIL,1473.57,3,0.02,0,38312.82
P,2,Manufacturer#2,2-HIGH,1995-05-19,COLLECT COD,1995-08-08,2,1995-08-13,AUTOMOBILE,1995-09-10,RAIL,1239.33,1,0.04,0,42137.22
P,1,Manufacturer#5,2-HIGH,1995-05-19,DELIVER IN PERSON,1995-07-06,2,1995-09-03,AUTOMOBILE,1995-09-04,AIR,1396.49,5,0,0,50273.64
P,0,Manufacturer#5,2-HIGH,1995-05-19,TAKE BACK RETURN,1995-07-07,2,1995-07-16,AUTOMOBILE,1995-07-22,FOB,953.05,4,0.02,0,33356.75
P,3,Manufacturer#4,2-HIGH,1995-05-19,TAKE BACK RETURN,1995-08-03,2,1995-06-08,AUTOMOBILE,1995-06-16,SHIP,1497.59,2,0.01,1,10483.13
F,0,Manufacturer#1,5-LOW,1992-10-28,NONE,1993-01-23,0,1992-12-27,FURNITURE,1993-01-06,FOB,1873.97,1,0,1,91824.53
F,2,Manufacturer#5,5-LOW,1992-10-28,COLLECT COD,1992-12-29,0,1992-12-02,FURNITURE,1992-12-14,REG AIR,1467.56,3,0.07,2,45494.36
F,3,Manufacturer#3,5-LOW,1992-10-28,COLLECT COD,1992-12-11,0,1992-11-27,FURNITURE,1992-12-07,FOB,1013.11,2,0.07,1,37485.07
F,3,Manufacturer#1,2-HIGH,1993-04-27,DELIVER IN PERSON,1993-07-09,4,1993-08-25,BUILDING,1993-09-12,RAIL,1830.92,1,0.06,1,25632.88
F,3,Manufacturer#5,2-HIGH,1993-04-27,NONE,1993-07-07,4,1993-05-24,BUILDING,1993-06-14,AIR,1503.6,2,0.04,2,28568.4
F,0,Manufacturer#1,4-NOT SPECIFIED,1994-07-05,COLLECT COD,1994-09-04,2,1994-10-31,HOUSEHOLD,1994-11-25,AIR,1151.25,1,0.01,1,9210
F,2,Manufacturer#5,3-MEDIUM,1994-12-06,COLLECT COD,1995-01-12,1,1994-12-17,AUTOMOBILE,1995-01-03,AIR,1449.54,3,0.07,2,49284.36
F,1,Manufacturer#1,3-MEDIUM,1994-12-06,COLLECT COD,1995-01-15,1,1994-12-23,AUTOMOBILE,1995-01-13,TRUCK,1720.82,7,0.03,2,20649.84
F,2,Manufacturer#4,3-MEDIUM,1994-12-06,DELIVER IN PERSON,1995-02-18,1,1994-12-16,AUTOMOBILE,1994-12-22,RAIL,1223.32,6,0.02,1,51379.44
F,1,Manufacturer#1,3-MEDIUM,1994-12-06,NONE,1995-03-03,1,1994-12-22,AUTOMOBILE,1994-12-31,SHIP,1597.69,1,0.02,2,67102.98
F,0,Manufacturer#3,3-MEDIUM,1994-12-06,DELIVER IN PERSON,1995-03-05,1,1995-02-25,AUTOMOBILE,1995-03-24,SHIP,1092.19,5,0.05,1,38226.65
F,0,Manufacturer#5,3-MEDIUM,1994-12-06,TAKE BACK RETURN,1995-02-15,1,1995-02-22,AUTOMOBILE,1995-03-19,AIR,1467.56,2,0.08,1,49897.04
F,2,Manufacturer#3,3-MEDIUM,1994-12-06,COLLECT COD,1995-03-05,1,1995-01-07,AUTOMOBILE,1995-01-17,RAIL,1089.18,4,0.03,1,6535.08
O,2,Manufacturer#5,5-LOW,1996-09-17,TAKE BACK RETURN,1996-11-07,4,1996-10-26,BUILDING,1996-10-30,RAIL,1716.81,4,0.08,0,13734.48
O,0,Manufacturer#5,5-LOW,1996-09-17,DELIVER IN PERSON,1996-10-22,4,1996-10-07,BUILDING,1996-11-03,REG AIR,1731.83,2,0.04,0,41563.92
O,3,Manufacturer#5,5-LOW,1996-09-17,NONE,1996-10-17,4,1996-11-01,BUILDING,1996-11-28,MAIL,1115.21,7,0.05,0,55760.5
O,4,Manufacturer#3,5-LOW,1996-09-17,COLLECT COD,1996-12-03,4,1996-10-31,BUILDING,1996-11-13,RAIL,1037.13,6,0.02,0,3111.39
O,3,Manufacturer#1,5-LOW,1996-09-17,NONE,1996-11-23,4,1996-10-02,BUILDING,1996-10-05,SHIP,1801.9,3,0.02,0,64868.4
O,3,Manufacturer#5,5-LOW,1996-09-17,NONE,1996-12-05,4,1996-10-20,BUILDING,1996-11-02,MAIL,1485.58,5,0.06,0,40110.66
O,0,Manufacturer#3,5-LOW,1996-09-17,DELIVER IN PERSON,1996-12-03,4,1996-09-23,BUILDING,1996-10-01,RAIL,1875.97,1,0.04,0,20635.67
F,2,Manufacturer#4,2-HIGH,1992-12-28,TAKE BACK RETURN,1993-03-24,3,1993-03-23,HOUSEHOLD,1993-04-12,RAIL,1839.93,4,0.01,2,20239.23
F,1,Manufacturer#2,2-HIGH,1992-12-28,TAKE BACK RETURN,1993-03-13,3,1993-04-24,HOUSEHOLD,1993-05-17,MAIL,1755.85,1,0.01,1,8779.25
F,3,Manufacturer#4,2-HIGH,1992-12-28,DELIVER IN PERSON,1993-03-06,3,1992-12-29,HOUSEHOLD,1993-01-02,TRUCK,1432.53,6,0.01,1,42975.9
F,0,Manufacturer#2,2-HIGH,1992-12-28,COLLECT COD,1993-03-16,3,1993-03-15,HOUSEHOLD,1993-03-31,AIR,1723.82,3,0.03,1,27581.12
F,1,Manufacturer#2,2-HIGH,1992-12-28,TAKE BACK RETURN,1993-02-16,3,1993-02-24,HOUSEHOLD,1993-03-08,TRUCK,1207.3,2,0.06,2,20524.1
F,1,Manufacturer#5,2-HIGH,1992-12-28,DELIVER IN PERSON,1993-03-14,3,1993-01-30,HOUSEHOLD,1993-02-27,SHIP,1270.36,5,0.01,2,8892.52
O,0,Manufacturer#5,1-URGENT,1997-09-28,TAKE BACK RETURN,1997-11-30,1,1997-10-13,BUILDING,1997-10-28,AIR,1063.16,3,0.04,0,24452.68
O,0,Manufacturer#2,1-URGENT,1997-09-28,TAKE BACK RETURN,1997-11-13,1,1997-09-29,BUILDING,1997-10-07,SHIP,1747.84,4,0.08,0,59426.56
O,2,Manufacturer#1,1-URGENT,1997-09-28,TAKE BACK RETURN,1997-11-01,1,1997-11-07,BUILDING,1997-11-18,FOB,1575.67,1,0.08,0,56724.12
O,0,Manufacturer#2,1-URGENT,1997-09-28,DELIVER IN PERSON,1997-12-21,1,1998-01-12,BUILDING,1998-01-17,MAIL,1802.9,6,0.01,0,66707.3
O,2,Manufacturer#2,1-URGENT,1997-09-28,DELIVER IN PERSON,1997-12-16,1,1997-11-15,BUILDING,1997-11-20,FOB,1846.94,2,0.03,0,5540.82
O,4,Manufacturer#4,1-URGENT,1997-09-28,DELIVER IN PERSON,1997-11-30,1,1998-01-15,BUILDING,1998-02-14,TRUCK,1066.16,5,0.06,0,50109.52
F,4,Manufacturer#5,3-MEDIUM,1994-01-03,COLLECT COD,1994-04-03,1,1994-01-14,MACHINERY,1994-01-16,RAIL,1571.67,1,0.05,1,11001.69
F,4,Manufacturer#2,3-MEDIUM,1994-01-03,TAKE BACK RETURN,1994-03-07,1,1994-01-29,MACHINERY,1994-02-15,RAIL,1168.26,2,0.05,2,36216.06
F,2,Manufacturer#5,3-MEDIUM,1994-01-03,NONE,1994-02-05,1,1994-02-26,MACHINERY,1994-03-01,RAIL,1053.15,4,0.05,2,40019.7
F,4,Manufacturer#5,3-MEDIUM,1994-01-03,TAKE BACK RETURN,1994-03-15,1,1994-04-26,MACHINERY,1994-05-15,MAIL,1052.15,5,0.08,2,2104.3
F,3,Manufacturer#2,3-MEDIUM,1994-01-03,DELIVER IN PERSON,1994-03-04,1,1994-04-09,MACHINERY,1994-04-11,MAIL,1137.23,3,0.08,1,26156.29
O,1,Manufacturer#5,3-MEDIUM,1996-07-13,NONE,1996-09-21,1,1996-10-24,MACHINERY,1996-11-15,SHIP,998.09,1,0.03,0,12975.17
F,0,Manufacturer#3,1-URGENT,1995-02-07,NONE,1995-04-02,0,1995-04-01,HOUSEHOLD,1995-04-18,RAIL,1543.64,3,0.03,2,71007.44
F,0,Manufacturer#4,1-URGENT,1995-02-07,TAKE BACK RETURN,1995-03-20,0,1995-03-15,HOUSEHOLD,1995-04-09,TRUCK,1223.32,2,0,1,41592.88
F,2,Manufacturer#1,1-URGENT,1995-02-07,NONE,1995-04-12,0,1995-04-25,HOUSEHOLD,1995-05-13,TRUCK,908,1,0,1,18160
F,0,Manufacturer#5,1-URGENT,1995-02-07,DELIVER IN PERSON,1995-03-13,0,1995-03-23,HOUSEHOLD,1995-04-16,SHIP,1111.21,4,0.08,2,34447.51
O,2,Manufacturer#4,2-HIGH,1997-04-26,COLLECT COD,1997-05-27,0,1997-06-15,BUILDING,1997-06-18,SHIP,1806.9,4,0.07,0,43365.6
O,0,Manufacturer#1,2-HIGH,1997-04-26,TAKE BACK RETURN,1997-06-27,0,1997-06-30,BUILDING,1997-07-11,REG AIR,902,6,0.08,0,24354
O,2,Manufacturer#1,2-HIGH,1997-04-26,DELIVER IN PERSON,1997-06-18,0,1997-07-30,BUILDING,1997-08-13,REG AIR,1502.6,2,0,0,28549.4
O,4,Manufacturer#1,2-HIGH,1997-04-26,DELIVER IN PERSON,1997-06-12,0,1997-06-27,BUILDING,1997-07-22,SHIP,1475.57,3,0.03,0,63449.51
O,4,Manufacturer#2,2-HIGH,1997-04-26,TAKE BACK RETURN,1997-07-20,0,1997-05-05,BUILDING,1997-05-26,TRUCK,1369.46,5,0.05,0,4108.38
O,1,Manufacturer#4,2-HIGH,1997-04-26,DELIVER IN PERSON,1997-07-15,0,1997-08-06,BUILDING,1997-08-07,SHIP,1547.64,1,0.01,0,55715.04
F,3,Manufacturer#5,5-LOW,1993-03-13,TAKE BACK RETURN,1993-05-06,2,1993-06-01,MACHINERY,1993-06-11,TRUCK,1083.18,1,0.07,2,12998.16
F,1,Manufacturer#3,5-LOW,1993-03-13,TAKE BACK RETURN,1993-04-23,2,1993-05-24,MACHINERY,1993-06-20,SHIP,1494.59,5,0.04,2,32880.98
F,1,Manufacturer#1,5-LOW,1993-03-13,DELIVER IN PERSON,1993-04-17,2,1993-06-09,MACHINERY,1993-06-16,TRUCK,1890.99,2,0.01,2,18909.9
F,1,Manufacturer#5,5-LOW,1993-03-13,COLLECT COD,1993-05-12,2,1993-06-27,MACHINERY,1993-07-11,AIR,1387.48,3,0.04,2,65211.56
F,1,Manufacturer#1,5-LOW,1993-03-13,DELIVER IN PERSON,1993-05-11,2,1993-04-05,MACHINERY,1993-04-23,REG AIR,1183.28,4,0,1,21299.04
F,0,Manufacturer#5,2-HIGH,1994-06-30,NONE,1994-09-07,1,1994-08-31,HOUSEHOLD,1994-09-22,TRUCK,1763.86,6,0.08,1,31749.48
F,2,Manufacturer#5,2-HIGH,1994-06-30,DELIVER IN PERSON,1994-09-13,1,1994-10-05,HOUSEHOLD,1994-10-17,AIR,1748.84,4,0.02,2,40223.32
F,4,Manufacturer#2,2-HIGH,1994-06-30,TAKE BACK RETURN,1994-08-04,1,1994-10-09,HOUSEHOLD,1994-11-03,RAIL,1379.47,1,0.01,1,34486.75
F,2,Manufacturer#1,2-HIGH,1994-06-30,TAKE BACK RETURN,1994-08-10,1,1994-09-21,HOUSEHOLD,1994-10-19,RAIL,1682.78,7,0.05,2,5048.34
F,0,Manufacturer#3,2-HIGH,1994-06-30,NONE,1994-09-10,1,1994-09-30,HOUSEHOLD,1994-10-26,MAIL,1299.39,2,0.06,1,51975.6
F,0,Manufacturer#3,2-HIGH,1994-06-30,TAKE BACK RETURN,1994-09-10,1,1994-08-28,HOUSEHOLD,1994-09-06,SHIP,1245.34,5,0.04,1,3736.02
F,1,Manufacturer#5,2-HIGH,1994-06-30,NONE,1994-08-17,1,1994-08-13,HOUSEHOLD,1994-08-16,AIR,1500.59,3,0.07,1,37514.75
O,4,Manufacturer#2,4-NOT SPECIFIED,1997-07-20,COLLECT COD,1997-09-21,2,1997-08-04,HOUSEHOLD,1997-08-11,FOB,1122.22,1,0.08,0,16833.3
F,0,Manufacturer#5,4-NOT SPECIFIED,1995-01-02,TAKE BACK RETURN,1995-03-16,4,1995-04-27,FURNITURE,1995-04-29,SHIP,1880.97,3,0.06,2,7523.88
F,0,Manufacturer#4,4-NOT SPECIFIED,1995-01-02,TAKE BACK RETURN,1995-02-04,4,1995-02-01,FURNITURE,1995-03-02,AIR,980.08,2,0.08,1,1960.16
F,3,Manufacturer#4,4-NOT SPECIFIED,1995-01-02,TAKE BACK RETURN,1995-03-19,4,1995-03-07,FURNITURE,1995-03-26,MAIL,1486.58,4,0,2,46083.98
F,3,Manufacturer#5,4-NOT SPECIFIED,1995-01-02,TAKE BACK RETURN,1995-03-25,4,1995-04-23,FURNITURE,1995-05-20,TRUCK,1270.36,1,0.07,2,48273.68
O,3,Manufacturer#3,2-HIGH,1996-12-24,COLLECT COD,1997-02-18,3,1997-01-02,MACHINERY,1997-01-13,RAIL,1586.68,2,0.02,0,74573.96
O,1,Manufacturer#2,2-HIGH,1996-12-24,COLLECT COD,1997-02-12,3,1997-04-23,MACHINERY,1997-05-21,REG AIR,1139.23,1,0.04,0,34176.9
O,3,Manufacturer#1,1-URGENT,1998-01-07,TAKE BACK RETURN,1998-04-06,4,1998-02-25,FURNITURE,1998-03-23,TRUCK,907,3,0.02,0,9977
O,2,Manufacturer#1,1-URGENT,1998-01-07,DELIVER IN PERSON,1998-03-24,4,1998-02-11,FURNITURE,1998-02-27,TRUCK,1488.58,1,0.05,0,55077.46
O,1,Manufacturer#2,1-URGENT,1998-01-07,NONE,1998-04-03,4,1998-02-15,FURNITURE,1998-02-23,REG AIR,1258.35,7,0.07,0,40267.2
