l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
F,F,R,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,2,0.04,1993-11-26,1994-01-12,6,6549.066
F,F,R,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,5,0.01,1993-11-26,1994-01-27,6,6051.6384
F,F,R,COLLECT COD,0,Manufacturer#3,2-HIGH,4,AUTOMOBILE,RAIL,4,0.02,1993-11-04,1994-01-04,6,1502.5167
O,O,N,COLLECT COD,4,Manufacturer#2,1-URGENT,0,BUILDING,REG AIR,4,0.06,1996-04-29,1996-06-22,1,7254.4346
O,O,N,COLLECT COD,2,Manufacturer#3,1-URGENT,0,BUILDING,AIR,7,0.03,1996-04-29,1996-06-05,1,9756.8848
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,FOB,3,0,1996-05-13,1996-07-01,1,17012.968
F,F,R,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,MAIL,1,0,1993-02-15,1993-04-11,6,15313.421
F,F,R,COLLECT COD,2,Manufacturer#4,1-URGENT,3,BUILDING,TRUCK,6,0.04,1993-02-10,1993-03-20,6,3471.0039
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,3,BUILDING,TRUCK,7,0.05,1993-02-10,1993-04-19,6,8108.5875
F,F,R,NONE,3,Manufacturer#1,1-URGENT,3,BUILDING,TRUCK,1,0.05,1993-02-10,1993-04-05,6,22778.5662
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,2-HIGH,1,HOUSEHOLD,MAIL,2,0.05,1996-10-31,1997-01-14,1,2235.08
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,FOB,2,0.07,1998-07-18,1998-09-03,4,52142.048
O,O,N,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,1,0.03,1998-03-13,1998-05-23,4,2499.3664
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,1,AUTOMOBILE,REG AIR,2,0.06,1992-05-09,1992-07-10,3,43801.66
F,F,R,COLLECT COD,2,Manufacturer#3,5-LOW,3,FURNITURE,TRUCK,3,0.06,1994-08-11,1994-10-22,0,17026.38
O,O,N,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,0,FURNITURE,SHIP,4,0.05,1995-12-19,1996-02-21,2,12145.012
F,F,N,COLLECT COD,0,Manufacturer#3,5-LOW,4,HOUSEHOLD,REG AIR,4,0.02,1995-02-11,1995-05-02,2,9431.68
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,3,BUILDING,SHIP,1,0.01,1992-09-24,1992-10-25,3,30996.1897
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,1,MACHINERY,AIR,2,0.06,1995-09-24,1995-11-12,2,34644.3204
F,F,A,COLLECT COD,2,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,AIR,6,0.06,1994-04-01,1994-05-14,0,12362.2186
O,O,N,COLLECT COD,2,Manufacturer#1,3-MEDIUM,1,FURNITURE,TRUCK,7,0.07,1996-03-01,1996-04-13,1,4110.395
F,F,A,COLLECT COD,0,Manufacturer#4,1-URGENT,2,HOUSEHOLD,FOB,4,0.05,1992-07-01,1992-08-06,3,40940.784
F,F,R,NONE,4,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,7,0.03,1992-04-27,1992-06-14,3,21271.25
O,O,N,COLLECT COD,3,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,TRUCK,6,0.05,1997-03-14,1997-05-28,5,7570.9476
O,O,N,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,1,MACHINERY,REG AIR,1,0.03,1996-01-30,1996-04-06,1,47917.9492
F,F,A,COLLECT COD,2,Manufacturer#1,2-HIGH,3,HOUSEHOLD,TRUCK,5,0,1992-02-07,1992-05-01,3,2283.768
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,2,HOUSEHOLD,REG AIR,5,0.04,1996-06-22,1996-07-28,1,24373.0212
F,F,R,NONE,3,Manufacturer#3,3-MEDIUM,0,MACHINERY,REG AIR,1,0.05,1994-11-20,1995-01-27,0,20130.1408
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,0,BUILDING,TRUCK,6,0.02,1992-06-22,1992-08-31,3,61330.6463
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,0,BUILDING,RAIL,3,0.08,1992-06-22,1992-08-18,3,12032.4464
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,1,FURNITURE,FOB,3,0.02,1996-02-08,1996-04-30,1,6385.95
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,1-URGENT,1,FURNITURE,FOB,5,0,1996-02-08,1996-04-22,1,35250.6792
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,AIR,2,0.05,1996-02-10,1996-04-26,1,-675.4075
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,MAIL,2,0.08,1993-12-31,1994-02-11,6,19379.7074
O,O,N,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,0,BUILDING,TRUCK,7,0.07,1995-09-15,1995-11-04,2,63455.8848
F,F,A,COLLECT COD,1,Manufacturer#1,5-LOW,3,BUILDING,FOB,1,0.01,1993-02-24,1993-04-13,6,25033.359
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,4,BUILDING,FOB,5,0.06,1993-12-05,1994-02-07,6,28926.9072
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,2,AUTOMOBILE,SHIP,3,0.05,1993-09-08,1993-11-21,6,21092.3757
O,O,N,COLLECT COD,3,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,AIR,1,0.07,1997-03-23,1997-04-28,5,15423.7149
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,0,BUILDING,FOB,3,0,1994-10-09,1994-11-21,0,48522.0768
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,4,FURNITURE,MAIL,5,0.07,1997-04-23,1997-07-02,5,20989.8828
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,4,HOUSEHOLD,RAIL,1,0.05,1995-02-06,1995-04-29,2,7369.9184
F,F,R,NONE,4,Manufacturer#2,1-URGENT,4,HOUSEHOLD,SHIP,4,0.06,1995-02-06,1995-04-21,2,9941.2824
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,0,BUILDING,TRUCK,5,0.06,1994-08-07,1994-10-03,0,13390.535
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,1-URGENT,2,AUTOMOBILE,MAIL,3,0.06,1997-08-14,1997-10-06,5,77459.735
F,F,R,NONE,2,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,MAIL,2,0.02,1994-12-05,1995-01-12,0,27349.8064
F,F,A,COLLECT COD,1,Manufacturer#3,2-HIGH,1,MACHINERY,TRUCK,3,0.04,1994-10-27,1995-01-18,0,26772.707
F,F,A,NONE,3,Manufacturer#4,1-URGENT,1,BUILDING,REG AIR,5,0.01,1992-04-20,1992-07-04,3,7905.5658
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,1-URGENT,1,BUILDING,FOB,4,0.07,1992-04-20,1992-06-23,3,4741.8816
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,4,BUILDING,TRUCK,5,0.01,1995-09-22,1995-11-12,2,-3577.1148
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,REG AIR,4,0.01,1994-06-02,1994-08-18,0,9531.3218
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,3,MACHINERY,FOB,3,0.07,1994-03-29,1994-05-16,0,7709.36
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,AIR,1,0.07,1996-05-06,1996-07-03,1,8159.0931
O,O,N,COLLECT COD,3,Manufacturer#5,2-HIGH,4,HOUSEHOLD,TRUCK,4,0.08,1995-10-17,1995-12-11,2,7187.2724
F,F,R,NONE,0,Manufacturer#5,1-URGENT,1,MACHINERY,AIR,2,0.01,1994-04-18,1994-05-25,0,32330.0122
O,O,N,COLLECT COD,0,Manufacturer#1,2-HIGH,0,MACHINERY,REG AIR,1,0.05,1996-10-02,1996-11-03,1,38019.3358
O,O,N,COLLECT COD,2,Manufacturer#2,2-HIGH,0,MACHINERY,AIR,2,0.01,1996-10-02,1996-11-29,1,19407.057
F,F,A,NONE,2,Manufacturer#1,5-LOW,4,AUTOMOBILE,FOB,5,0.08,1993-07-24,1993-10-16,6,43748.79
O,O,N,COLLECT COD,1,Manufacturer#4,1-URGENT,1,HOUSEHOLD,RAIL,4,0.02,1996-02-07,1996-03-21,1,3701.39
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,0,FURNITURE,MAIL,4,0.07,1992-09-16,1992-11-30,3,11605.2384
F,F,N,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,RAIL,6,0.04,1995-03-19,1995-05-25,2,20606.1436
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,2,BUILDING,TRUCK,2,0,1997-12-13,1998-02-13,5,17871.0144
O,O,N,COLLECT COD,0,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,2,0.01,1997-06-16,1997-09-08,5,55053.3612
O,O,N,NONE,0,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,REG AIR,1,0.05,1997-06-16,1997-07-18,5,12576.936
O,O,N,NONE,3,Manufacturer#4,3-MEDIUM,2,MACHINERY,REG AIR,2,0.01,1996-05-12,1996-07-26,1,6119.2472
O,O,N,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,0,MACHINERY,MAIL,5,0.02,1997-08-24,1997-11-22,5,15685.8548
O,P,N,COLLECT COD,0,Manufacturer#3,5-LOW,2,AUTOMOBILE,AIR,1,0.03,1995-05-09,1995-07-18,2,3830.0542
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,REG AIR,3,0.04,1996-08-03,1996-09-20,1,30246.52
F,F,A,NONE,2,Manufacturer#3,3-MEDIUM,4,FURNITURE,FOB,1,0.02,1993-02-11,1993-04-28,6,34598.472
O,O,N,COLLECT COD,1,Manufacturer#1,1-URGENT,1,BUILDING,FOB,1,0,1997-08-05,1997-10-15,5,5533.4
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,3,BUILDING,SHIP,7,0.01,1996-06-26,1996-09-17,1,39369.5272
O,O,N,NONE,0,Manufacturer#1,5-LOW,4,FURNITURE,FOB,4,0.03,1996-12-09,1997-01-18,1,25106.88
O,O,N,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,AIR,2,0,1998-05-14,1998-07-22,4,2814.5007
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,2,BUILDING,REG AIR,2,0.02,1992-10-27,1993-01-10,3,14153.0208
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,3,BUILDING,TRUCK,6,0.03,1994-04-02,1994-05-09,0,44604.7096
F,F,A,NONE,0,Manufacturer#1,2-HIGH,1,BUILDING,REG AIR,1,0.03,1994-09-02,1994-10-25,0,30936.2144
O,O,N,NONE,4,Manufacturer#1,2-HIGH,0,AUTOMOBILE,FOB,1,0.03,1996-08-01,1996-09-17,1,41587.94
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,2,FURNITURE,TRUCK,2,0.08,1993-05-24,1993-07-31,6,11120.096
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,1,HOUSEHOLD,AIR,4,0.07,1992-03-25,1992-05-14,3,31143.64
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,1,HOUSEHOLD,AIR,6,0.05,1992-03-25,1992-05-27,3,41506.412
F,F,A,NONE,0,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,TRUCK,3,0.04,1994-09-08,1994-11-26,0,29627.8007
F,F,A,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,TRUCK,2,0.05,1995-01-20,1995-03-29,2,28096.848
O,O,N,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,4,HOUSEHOLD,RAIL,1,0.06,1995-11-10,1996-01-07,2,12632.364
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,3,MACHINERY,SHIP,4,0.02,1998-04-14,1998-06-24,4,29663.4368
O,O,N,NONE,1,Manufacturer#1,1-URGENT,0,BUILDING,FOB,7,0.06,1998-01-28,1998-03-19,4,23687.244
F,F,A,COLLECT COD,1,Manufacturer#3,1-URGENT,4,AUTOMOBILE,RAIL,3,0.01,1993-02-12,1993-04-11,6,12122.2416
O,O,N,NONE,1,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,5,0.02,1997-10-09,1997-12-15,5,3745.3968
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,3,BUILDING,SHIP,5,0.04,1993-11-23,1994-02-03,6,27960.1834
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,AIR,3,0.02,1995-06-07,1995-07-08,2,27236.88
O,O,N,NONE,0,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,RAIL,1,0.07,1997-11-10,1997-12-31,5,17648.4256
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,0,HOUSEHOLD,AIR,1,0.07,1995-01-02,1995-02-16,2,23363.9956
O,O,N,NONE,0,Manufacturer#1,1-URGENT,3,HOUSEHOLD,REG AIR,2,0.05,1995-08-03,1995-09-09,2,11411.02
F,F,R,COLLECT COD,2,Manufacturer#5,2-HIGH,4,FURNITURE,TRUCK,1,0.06,1994-07-26,1994-08-29,0,13777.862
O,O,N,NONE,0,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,REG AIR,4,0.03,1997-07-27,1997-09-07,5,6616.8448
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,4,AUTOMOBILE,AIR,2,0.07,1994-09-21,1994-11-21,0,56888.875
F,P,R,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,REG AIR,1,0.08,1995-04-30,1995-07-01,2,25993.5456
F,F,R,NONE,0,Manufacturer#4,1-URGENT,0,FURNITURE,MAIL,5,0.04,1993-03-26,1993-05-16,6,-2215.64
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,0,HOUSEHOLD,MAIL,1,0.01,1992-07-08,1992-09-04,3,24418.9704
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,FOB,1,0,1996-04-09,1996-05-17,1,13211.8424
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,2,MACHINERY,MAIL,3,0.01,1997-07-13,1997-08-15,5,33224.1
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,0,BUILDING,TRUCK,2,0.01,1997-11-19,1997-12-20,5,7944.1208
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,5-LOW,3,AUTOMOBILE,RAIL,1,0.03,1996-05-03,1996-07-16,1,5557.56
F,P,R,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,4,BUILDING,MAIL,5,0.07,1995-03-23,1995-05-24,2,39057.542
O,O,N,NONE,0,Manufacturer#3,1-URGENT,2,FURNITURE,REG AIR,4,0.07,1996-06-12,1996-09-10,1,6736.976
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,BUILDING,FOB,4,0.08,1994-07-08,1994-09-03,0,33838.5768
F,F,R,NONE,0,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,5,0.07,1994-05-03,1994-06-28,0,27901.4036
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,REG AIR,6,0.05,1996-11-23,1997-01-25,1,33948.147
F,F,A,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,TRUCK,1,0.08,1995-02-27,1995-04-28,2,26056.448
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,4,HOUSEHOLD,SHIP,2,0.02,1994-06-02,1994-08-03,0,5807.3778
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,3,0.08,1995-04-20,1995-05-20,2,45958.2964
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,5,0.03,1992-11-29,1993-01-29,3,16668.152
O,O,N,COLLECT COD,2,Manufacturer#2,5-LOW,4,FURNITURE,SHIP,1,0.05,1996-08-09,1996-09-08,1,8552.5584
