o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,2-HIGH,1,MACHINERY,1,Clerk#000000870,1993-08-31,7944.22,556,3,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000930,1993-07-24,7543.01,1417,3,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000583,1993-09-24,8247.11,341,3,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000745,1993-08-25,785.37,491,0,1
F,1-URGENT,3,AUTOMOBILE,7,Clerk#000000387,1993-08-28,5872.94,559,0,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,22,Clerk#000000680,1993-09-30,4962.12,1132,1,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000430,1993-09-03,857.7,1450,1,1
F,1-URGENT,4,FURNITURE,20,Clerk#000000689,1993-08-04,9889.89,100,0,1
F,5-LOW,3,BUILDING,22,Clerk#000000464,1993-07-23,6035.44,1138,4,1
F,5-LOW,2,HOUSEHOLD,18,Clerk#000000468,1993-09-26,6183.15,644,4,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000375,1993-08-14,6013.09,1157,2,1
F,4-NOT SPECIFIED,1,BUILDING,2,Clerk#000000058,1993-09-01,2912.8,535,1,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000703,1993-08-18,8555.12,1213,0,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000511,1993-09-24,1657.46,190,1,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000776,1993-07-02,2975.43,292,2,1
F,5-LOW,4,BUILDING,4,Clerk#000000285,1993-08-14,260.71,1246,4,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000389,1993-08-25,3061.58,1285,3,1
F,5-LOW,3,MACHINERY,6,Clerk#000000323,1993-09-30,1286.76,1021,4,1
F,5-LOW,0,MACHINERY,16,Clerk#000000242,1993-07-01,9566.15,691,4,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000023,1993-08-01,1228.06,869,4,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000060,1993-07-19,774.23,1219,2,1
F,5-LOW,4,FURNITURE,10,Clerk#000000152,1993-08-31,3589.49,1321,4,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000244,1993-08-07,7297.64,817,0,1
F,5-LOW,3,AUTOMOBILE,19,Clerk#000000484,1993-08-25,8959.65,149,4,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000279,1993-07-03,4483.83,169,1,1
F,1-URGENT,4,BUILDING,4,Clerk#000000172,1993-08-20,260.71,1246,0,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000436,1993-08-18,1938.05,388,1,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000960,1993-08-10,1915.35,254,3,1
F,1-URGENT,4,BUILDING,20,Clerk#000000349,1993-09-29,3231.33,1192,0,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000912,1993-08-03,6392,1015,1,1
F,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000778,1993-07-20,3623.6,970,1,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000954,1993-07-25,1526.59,214,2,1
F,2-HIGH,3,AUTOMOBILE,23,Clerk#000000514,1993-08-15,7775.65,830,3,1
F,2-HIGH,0,BUILDING,5,Clerk#000000169,1993-07-18,9533.37,188,3,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000641,1993-09-12,-881.7,1000,2,1
F,2-HIGH,4,BUILDING,4,Clerk#000000195,1993-07-27,-405.91,334,3,1
F,1-URGENT,1,AUTOMOBILE,17,Clerk#000000582,1993-07-08,9359.01,1418,0,1
F,5-LOW,4,AUTOMOBILE,11,Clerk#000000909,1993-09-22,9270.88,1459,4,1
F,2-HIGH,0,BUILDING,14,Clerk#000000613,1993-09-27,7915.06,1279,3,1
F,1-URGENT,4,AUTOMOBILE,10,Clerk#000000948,1993-09-09,212.16,787,0,1
F,5-LOW,4,AUTOMOBILE,11,Clerk#000000263,1993-07-13,5134.35,586,4,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000786,1993-08-14,4667.12,340,2,1
F,5-LOW,3,HOUSEHOLD,7,Clerk#000000383,1993-09-18,7511.17,637,4,1
F,5-LOW,4,BUILDING,11,Clerk#000000173,1993-09-18,2860.71,1040,4,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000414,1993-07-28,2840.59,1060,1,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000552,1993-09-19,8184.21,668,3,1
F,3-MEDIUM,2,FURNITURE,21,Clerk#000000083,1993-09-05,2948.61,163,2,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000685,1993-09-11,253.59,940,2,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000379,1993-09-06,9281.72,1177,1,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000201,1993-08-23,90.22,1163,2,1
F,5-LOW,0,FURNITURE,0,Clerk#000000205,1993-09-14,2135.92,1226,4,1
F,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000097,1993-09-24,1498.46,1154,1,1
F,2-HIGH,2,AUTOMOBILE,18,Clerk#000000847,1993-09-11,9593.35,1198,3,1
F,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000423,1993-09-20,9010.02,811,1,1
F,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000415,1993-07-26,-501.37,1444,2,1
F,2-HIGH,0,AUTOMOBILE,16,Clerk#000000139,1993-08-04,8031.44,88,3,1
F,5-LOW,1,FURNITURE,17,Clerk#000000153,1993-07-03,7305.88,1462,4,1
F,4-NOT SPECIFIED,3,MACHINERY,6,Clerk#000000776,1993-09-30,1286.76,1021,1,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000418,1993-08-28,3653.64,479,2,1
F,1-URGENT,3,BUILDING,6,Clerk#000000623,1993-07-15,6860.34,455,0,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000104,1993-09-27,6478.46,58,2,1
F,5-LOW,1,MACHINERY,1,Clerk#000000090,1993-07-21,7944.22,556,4,1
F,2-HIGH,3,BUILDING,23,Clerk#000000999,1993-08-16,5710.41,967,3,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000431,1993-07-16,170.27,331,2,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000993,1993-07-19,2233.1,1394,0,1
F,5-LOW,0,BUILDING,15,Clerk#000000132,1993-09-11,4011.18,814,4,1
F,5-LOW,0,MACHINERY,15,Clerk#000000513,1993-09-28,5121.28,79,4,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000035,1993-07-15,4344.52,1307,2,1
F,1-URGENT,1,BUILDING,1,Clerk#000000824,1993-08-30,4455.76,1183,0,1
F,1-URGENT,4,FURNITURE,11,Clerk#000000450,1993-09-27,3061.78,1135,0,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000941,1993-07-18,7631.94,755,0,1
F,1-URGENT,0,BUILDING,16,Clerk#000000600,1993-07-07,-716.1,109,0,1
F,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000853,1993-07-31,8825.71,584,1,1
F,3-MEDIUM,2,FURNITURE,9,Clerk#000000478,1993-07-09,3929.96,181,2,1
F,5-LOW,0,BUILDING,14,Clerk#000000433,1993-08-30,-61.29,439,4,1
F,2-HIGH,0,HOUSEHOLD,5,Clerk#000000829,1993-07-26,2023.59,1406,3,1
F,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000444,1993-09-25,3367.36,1180,1,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000786,1993-07-27,-574.39,818,1,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,14,Clerk#000000156,1993-08-22,9443.39,800,1,1
F,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000727,1993-07-26,5509.11,1292,1,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000265,1993-09-18,8450.37,743,2,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000592,1993-09-09,1295.54,541,2,1
F,1-URGENT,0,AUTOMOBILE,16,Clerk#000000971,1993-09-08,8031.44,88,0,1
F,5-LOW,1,FURNITURE,3,Clerk#000000687,1993-07-16,7746.97,988,4,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000040,1993-07-19,-109.73,286,1,1
F,3-MEDIUM,1,BUILDING,1,Clerk#000000290,1993-09-15,9768.21,601,2,1
F,2-HIGH,4,BUILDING,13,Clerk#000000174,1993-09-26,8938.14,826,3,1
F,4-NOT SPECIFIED,0,FURNITURE,16,Clerk#000000151,1993-09-24,2869.97,250,1,1
F,2-HIGH,2,MACHINERY,21,Clerk#000000938,1993-09-25,-117.31,1150,3,1
F,1-URGENT,4,HOUSEHOLD,20,Clerk#000000685,1993-07-22,2942.19,1045,0,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000800,1993-09-21,-215.75,289,3,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000924,1993-08-28,7760.33,196,2,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,24,Clerk#000000902,1993-07-05,-377.11,1057,1,1
F,2-HIGH,3,HOUSEHOLD,7,Clerk#000000074,1993-09-01,8555.12,1213,3,1
F,5-LOW,4,HOUSEHOLD,13,Clerk#000000220,1993-07-30,4128.86,1361,4,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000996,1993-07-19,9621.49,1195,2,1
F,2-HIGH,0,MACHINERY,5,Clerk#000000195,1993-07-23,2020.15,1303,3,1
F,1-URGENT,2,HOUSEHOLD,12,Clerk#000000223,1993-08-06,9782.34,1403,0,1
F,2-HIGH,1,AUTOMOBILE,2,Clerk#000000529,1993-09-17,5340.67,949,3,1
F,3-MEDIUM,2,FURNITURE,9,Clerk#000000220,1993-08-13,8328.12,1229,2,1
F,5-LOW,2,FURNITURE,21,Clerk#000000993,1993-09-23,7157.21,481,4,1
F,5-LOW,2,BUILDING,9,Clerk#000000206,1993-09-29,7887.6,623,4,1
F,3-MEDIUM,1,AUTOMOBILE,3,Clerk#000000509,1993-07-17,2155.06,1216,2,1
F,1-URGENT,2,MACHINERY,8,Clerk#000000989,1993-08-25,1512.46,1004,0,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000542,1993-08-27,6074.42,646,4,1
F,2-HIGH,4,BUILDING,10,Clerk#000000487,1993-08-23,8217.23,1073,3,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000473,1993-09-30,6257.88,352,0,1
F,5-LOW,1,AUTOMOBILE,24,Clerk#000000430,1993-08-26,126.97,1274,4,1
F,1-URGENT,1,BUILDING,2,Clerk#000000287,1993-07-05,3937.58,512,0,1
F,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000920,1993-08-01,3231.71,563,1,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000101,1993-07-04,5184.7,643,1,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000114,1993-08-01,772.14,1411,1,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000788,1993-08-22,1724.68,655,1,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000928,1993-09-26,2135.6,148,2,1
F,2-HIGH,0,BUILDING,15,Clerk#000000092,1993-08-13,711.56,1,3,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000638,1993-07-30,4367.53,700,0,1
F,3-MEDIUM,2,FURNITURE,9,Clerk#000000269,1993-09-04,4286.94,406,2,1
F,5-LOW,1,BUILDING,24,Clerk#000000051,1993-07-04,5859.97,1486,4,1
F,2-HIGH,2,MACHINERY,12,Clerk#000000048,1993-08-10,3342.75,536,3,1
F,2-HIGH,3,BUILDING,23,Clerk#000000026,1993-08-31,5840.97,514,3,1
F,2-HIGH,3,FURNITURE,23,Clerk#000000292,1993-07-31,1709.5,794,3,1
F,5-LOW,3,MACHINERY,23,Clerk#000000891,1993-08-18,8024.55,193,4,1
F,2-HIGH,3,BUILDING,22,Clerk#000000141,1993-07-04,6058.08,547,3,1
F,2-HIGH,1,MACHINERY,2,Clerk#000000230,1993-07-25,-43.79,293,3,1
F,5-LOW,4,FURNITURE,13,Clerk#000000445,1993-07-06,-375.76,176,4,1
F,4-NOT SPECIFIED,1,MACHINERY,17,Clerk#000000336,1993-09-02,8275.8,265,1,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000251,1993-08-28,3266.14,959,0,1
F,2-HIGH,1,BUILDING,3,Clerk#000000146,1993-07-27,-646.64,64,3,1
F,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000707,1993-09-30,3306.32,86,2,1
F,5-LOW,2,AUTOMOBILE,9,Clerk#000000085,1993-08-22,-307.61,389,4,1
F,1-URGENT,0,FURNITURE,16,Clerk#000000421,1993-08-10,2869.97,250,0,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000825,1993-07-23,1299.92,256,4,1
F,5-LOW,4,BUILDING,4,Clerk#000000824,1993-07-22,3329.21,890,4,1
F,2-HIGH,3,BUILDING,23,Clerk#000000542,1993-07-08,5710.41,967,3,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000368,1993-07-11,8495.92,247,2,1
F,5-LOW,3,BUILDING,23,Clerk#000000815,1993-09-20,8876.1,277,4,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000772,1993-09-22,591.98,22,0,1
F,2-HIGH,2,MACHINERY,12,Clerk#000000416,1993-08-24,0.97,1327,3,1
F,5-LOW,2,FURNITURE,18,Clerk#000000441,1993-09-14,8341.71,1018,4,1
F,5-LOW,4,FURNITURE,4,Clerk#000000667,1993-07-23,9621.49,1195,4,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,19,Clerk#000000682,1993-08-03,1866.42,424,1,1
F,2-HIGH,2,AUTOMOBILE,8,Clerk#000000774,1993-07-22,3363.46,1025,3,1
F,2-HIGH,1,FURNITURE,2,Clerk#000000354,1993-07-08,148.98,701,3,1
F,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000425,1993-08-27,3306.32,86,2,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000197,1993-07-01,5453.74,989,4,1
F,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000680,1993-09-14,774.23,1219,1,1
F,1-URGENT,0,FURNITURE,14,Clerk#000000812,1993-09-07,8727.9,355,0,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000524,1993-09-21,2377.34,325,1,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000112,1993-07-04,4344.52,1307,0,1
F,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000958,1993-07-13,1222.21,1253,1,1
F,2-HIGH,0,MACHINERY,16,Clerk#000000552,1993-08-17,2186.5,143,3,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000280,1993-08-16,5810.56,1498,3,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000324,1993-08-18,3227.87,671,1,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,0,Clerk#000000109,1993-08-31,6115.81,313,1,1
F,1-URGENT,2,HOUSEHOLD,18,Clerk#000000271,1993-08-03,6183.15,644,0,1
F,3-MEDIUM,1,MACHINERY,2,Clerk#000000785,1993-09-18,-43.79,293,2,1
F,5-LOW,3,FURNITURE,19,Clerk#000000228,1993-07-26,5896.87,436,4,1
F,1-URGENT,3,BUILDING,7,Clerk#000000925,1993-07-28,8227.37,1291,0,1
F,5-LOW,2,FURNITURE,21,Clerk#000000186,1993-09-02,7157.21,481,4,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000481,1993-07-14,6392,1015,4,1
F,2-HIGH,0,BUILDING,5,Clerk#000000138,1993-08-26,-942.8,1244,3,1
F,1-URGENT,3,AUTOMOBILE,23,Clerk#000000173,1993-08-15,-808.13,1294,0,1
F,2-HIGH,2,MACHINERY,12,Clerk#000000336,1993-08-27,3342.75,536,3,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000880,1993-07-30,1561.8,262,1,1
F,3-MEDIUM,1,FURNITURE,2,Clerk#000000705,1993-08-29,311,977,2,1
F,3-MEDIUM,2,FURNITURE,12,Clerk#000000153,1993-07-15,9184.72,836,2,1
F,2-HIGH,0,HOUSEHOLD,16,Clerk#000000169,1993-07-30,3419.66,1280,3,1
F,5-LOW,2,AUTOMOBILE,21,Clerk#000000118,1993-07-24,3420.64,721,4,1
F,3-MEDIUM,3,HOUSEHOLD,19,Clerk#000000381,1993-08-25,-201.49,832,2,1
F,1-URGENT,0,BUILDING,0,Clerk#000000970,1993-09-14,662.67,1453,0,1
F,1-URGENT,4,BUILDING,13,Clerk#000000856,1993-07-11,1317.56,568,0,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000905,1993-09-19,2222.71,1283,4,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000040,1993-07-05,0.97,1327,2,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000052,1993-07-04,5212.43,1090,1,1
F,1-URGENT,0,AUTOMOBILE,16,Clerk#000000248,1993-09-12,1490.21,1336,0,1
F,5-LOW,0,FURNITURE,14,Clerk#000000468,1993-07-17,6487.71,1255,4,1
F,3-MEDIUM,3,FURNITURE,22,Clerk#000000367,1993-08-12,7576.55,850,2,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000066,1993-08-08,6428.32,121,2,1
F,2-HIGH,1,HOUSEHOLD,3,Clerk#000000149,1993-09-22,3332.02,23,3,1
F,1-URGENT,4,AUTOMOBILE,4,Clerk#000000011,1993-08-24,-614.28,820,0,1
F,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000085,1993-09-07,9904.28,43,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000161,1993-08-10,5751.31,907,1,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000293,1993-09-11,1499.56,1273,3,1
F,5-LOW,3,FURNITURE,22,Clerk#000000113,1993-07-20,7207.7,1424,4,1
F,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000094,1993-07-20,3266.14,959,1,1
F,3-MEDIUM,2,FURNITURE,9,Clerk#000000428,1993-08-19,3244.78,598,2,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000780,1993-09-21,5274.52,863,0,1
F,5-LOW,1,AUTOMOBILE,17,Clerk#000000736,1993-08-24,2314.67,133,4,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000543,1993-09-18,9774.97,919,3,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000291,1993-09-10,3231.33,1192,1,1
F,2-HIGH,0,FURNITURE,14,Clerk#000000527,1993-09-01,7059.15,577,3,1
F,2-HIGH,0,BUILDING,15,Clerk#000000182,1993-07-30,9010.02,811,3,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000753,1993-08-07,7734.64,1147,4,1
F,1-URGENT,3,BUILDING,22,Clerk#000000318,1993-09-25,4092.24,947,0,1
F,5-LOW,3,HOUSEHOLD,7,Clerk#000000356,1993-09-19,876.02,1480,4,1
F,5-LOW,3,MACHINERY,7,Clerk#000000527,1993-07-25,9311.17,731,4,1
F,2-HIGH,3,AUTOMOBILE,6,Clerk#000000333,1993-09-04,3998.42,703,3,1
F,5-LOW,2,FURNITURE,12,Clerk#000000282,1993-08-02,6859.28,806,4,1
F,4-NOT SPECIFIED,1,FURNITURE,24,Clerk#000000123,1993-08-25,4038.45,607,1,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000679,1993-09-13,85.05,715,2,1
F,5-LOW,0,AUTOMOBILE,16,Clerk#000000890,1993-08-05,4878.1,1103,4,1
F,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000074,1993-09-11,4376.8,427,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000338,1993-07-28,3686.07,583,1,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000272,1993-09-28,2272.5,178,1,1
F,2-HIGH,1,HOUSEHOLD,3,Clerk#000000302,1993-07-05,6603.43,1288,3,1
F,5-LOW,2,BUILDING,21,Clerk#000000581,1993-08-11,2106.81,835,4,1
F,5-LOW,0,BUILDING,0,Clerk#000000735,1993-07-18,2724.98,790,4,1
F,5-LOW,1,MACHINERY,1,Clerk#000000766,1993-08-27,3288.42,106,4,1
F,5-LOW,4,BUILDING,20,Clerk#000000372,1993-07-18,9680.51,1460,4,1
F,1-URGENT,3,BUILDING,22,Clerk#000000735,1993-07-21,-881.7,1000,0,1
F,2-HIGH,1,MACHINERY,24,Clerk#000000525,1993-09-20,7491.42,749,3,1
F,1-URGENT,0,MACHINERY,16,Clerk#000000428,1993-09-27,6582.04,493,0,1
F,3-MEDIUM,0,FURNITURE,14,Clerk#000000154,1993-09-16,1724.68,655,2,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000764,1993-08-04,1939.39,925,2,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000927,1993-08-29,8429.33,1220,1,1
F,2-HIGH,2,FURNITURE,18,Clerk#000000816,1993-07-11,7760.33,196,3,1
F,1-URGENT,4,MACHINERY,20,Clerk#000000860,1993-09-11,7555.16,772,0,1
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000382,1993-07-04,-986.96,128,3,1
F,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000232,1993-09-28,4389.66,1489,1,1
F,1-URGENT,2,HOUSEHOLD,12,Clerk#000000444,1993-07-05,938.35,901,0,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000433,1993-07-06,5453.74,989,2,1
F,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000678,1993-08-29,5503.36,686,2,1
F,5-LOW,3,MACHINERY,19,Clerk#000000732,1993-07-29,-303.95,538,4,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000429,1993-09-08,2326.68,1231,2,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000868,1993-08-10,5184.7,643,2,1
F,3-MEDIUM,4,MACHINERY,13,Clerk#000000222,1993-07-20,1808.23,227,2,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000349,1993-09-20,4524.45,1346,3,1
F,1-URGENT,1,AUTOMOBILE,24,Clerk#000000106,1993-08-28,126.97,1274,0,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000952,1993-08-21,2506.38,244,2,1
F,2-HIGH,0,FURNITURE,0,Clerk#000000359,1993-09-18,5184.7,643,3,1
F,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000785,1993-07-20,9537.08,407,1,1
F,3-MEDIUM,1,FURNITURE,17,Clerk#000000647,1993-07-31,7270.82,550,2,1
F,1-URGENT,1,HOUSEHOLD,24,Clerk#000000278,1993-08-05,5527.61,676,0,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000392,1993-07-10,6496.08,706,1,1
F,3-MEDIUM,1,HOUSEHOLD,3,Clerk#000000201,1993-08-06,7865.46,122,2,1
F,4-NOT SPECIFIED,2,FURNITURE,9,Clerk#000000911,1993-07-01,3244.78,598,1,1
F,5-LOW,1,MACHINERY,3,Clerk#000000308,1993-08-22,6821.01,268,4,1
F,5-LOW,3,MACHINERY,6,Clerk#000000836,1993-09-17,2892.21,1111,4,1
F,5-LOW,2,AUTOMOBILE,12,Clerk#000000896,1993-07-24,5392.3,1228,4,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000867,1993-07-30,8177.33,1165,3,1
F,2-HIGH,1,BUILDING,24,Clerk#000000047,1993-07-21,5859.97,1486,3,1
F,3-MEDIUM,2,FURNITURE,8,Clerk#000000743,1993-08-02,9365.93,1465,2,1
F,2-HIGH,1,HOUSEHOLD,2,Clerk#000000650,1993-09-25,8993.23,571,3,1
F,5-LOW,4,MACHINERY,20,Clerk#000000638,1993-07-24,1164.46,746,4,1
F,2-HIGH,4,MACHINERY,4,Clerk#000000280,1993-09-27,7503.3,1169,3,1
F,5-LOW,1,MACHINERY,17,Clerk#000000653,1993-07-17,6679.2,998,4,1
F,1-URGENT,4,AUTOMOBILE,20,Clerk#000000182,1993-07-22,2351.1,1355,0,1
F,1-URGENT,1,HOUSEHOLD,24,Clerk#000000251,1993-08-09,-273.96,1093,0,1
F,3-MEDIUM,2,HOUSEHOLD,9,Clerk#000000283,1993-08-19,4966.58,1178,2,1
F,1-URGENT,1,HOUSEHOLD,2,Clerk#000000455,1993-09-08,6557.51,505,0,1
