tableid,timeline,agg,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,
1,1,33107.3,1,3,4,1,30,3,121,1,128,0,125,3,129,2,
1,2,4745.44,1,1,3,1,30,3,16,1,129,0,126,3,130,6,
1,1,47297.8,1,0,1,1,30,0,122,1,130,0,127,5,131,1,
1,1,3661.3,1,0,1,1,30,3,122,1,131,0,128,1,3,5,
1,1,37514.8,1,2,0,1,30,0,123,1,132,0,129,6,132,3,
1,0,15318.3,0,3,4,0,31,1,124,3,133,0,130,0,133,2,
1,2,7147.69,1,0,0,0,32,3,125,4,134,4,131,1,134,3,
1,1,1764.14,1,0,2,0,32,3,126,4,71,4,132,6,135,1,
1,2,45162.3,1,4,2,0,32,3,127,4,135,4,133,5,136,0,
1,2,46825.5,1,4,0,0,32,3,128,4,136,4,134,2,102,2,
1,0,67116.6,0,4,1,1,33,1,129,2,137,2,135,3,137,1,
1,0,32468.1,0,2,4,1,33,1,130,2,138,2,136,4,138,2,
1,0,9478.15,0,4,3,4,34,3,131,4,139,4,137,2,139,3,
1,0,52323.6,0,1,3,4,34,2,132,4,140,4,138,2,63,2,
1,0,37448.5,0,2,4,4,34,0,1,4,141,4,139,4,140,6,
1,0,26089.1,0,2,2,4,34,1,133,4,142,4,140,6,141,1,
1,0,41426.5,0,1,3,4,34,2,134,4,143,4,141,6,142,0,
1,0,64906,0,4,0,4,34,0,135,4,144,4,142,4,143,4,
1,0,33367.1,0,2,2,4,34,2,136,4,145,4,143,4,121,5,
1,0,13152.6,0,1,3,2,35,3,137,1,146,2,144,3,144,2,
1,0,17938.8,0,0,0,2,35,2,138,1,147,2,145,0,145,1,
1,0,82161.7,0,3,0,1,36,0,139,2,148,3,146,2,146,0,
1,0,1244.34,0,0,1,1,36,2,140,2,149,3,147,4,147,3,
1,0,4025.61,0,0,1,1,36,1,141,2,150,3,148,0,148,2,
1,0,8453.14,0,0,1,1,36,2,140,2,151,3,149,2,149,5,
1,0,25379.7,0,3,1,1,36,3,142,2,152,3,150,6,150,4,
1,0,46517.3,0,2,3,1,36,2,143,2,153,3,151,2,60,1,
1,0,40174,0,3,0,0,37,3,144,3,154,3,152,3,151,0,
1,0,50498.3,0,3,0,0,37,0,145,3,155,3,153,6,152,1,
1,0,58370,0,1,3,0,37,2,146,3,156,3,154,5,153,2,
1,0,21334.9,0,1,3,0,37,1,147,3,157,3,155,5,154,3,
1,0,50115.3,0,2,0,0,37,2,40,3,158,3,156,6,155,4,
1,0,47825.5,0,0,0,0,37,3,148,3,44,3,157,0,143,5,
1,1,67429,1,1,1,2,38,0,149,3,159,4,158,0,156,3,
1,1,40489.8,1,1,1,2,38,2,150,3,160,4,159,1,157,0,
1,2,51796.7,1,4,4,2,38,3,151,3,161,4,160,5,158,2,
1,1,10654.7,1,0,1,2,38,2,152,3,162,4,76,2,159,1,
1,2,45350,1,0,3,2,39,1,153,4,163,0,161,2,139,2,
1,2,30493.6,1,0,1,1,40,1,154,1,164,2,162,1,160,4,
1,2,66144,1,2,4,1,40,2,155,1,165,2,163,1,161,6,
1,1,5341.7,1,4,0,1,40,2,156,1,166,2,164,2,162,3,
1,2,27540.7,1,2,0,1,40,1,157,1,167,2,165,2,163,1,
1,1,41213.2,1,0,0,1,40,2,158,1,168,2,166,5,164,0,
1,1,48549.5,1,4,4,1,40,2,159,1,169,2,167,6,165,2,
1,1,24781.3,1,1,2,1,40,3,160,1,170,2,168,2,166,5,
1,0,42126.4,0,1,0,1,41,1,161,4,171,1,169,3,167,5,
1,0,45372.1,0,0,3,1,41,1,162,4,172,1,170,5,168,1,
1,0,51516.5,0,4,3,1,41,1,163,4,173,1,171,2,169,3,
1,0,48831,0,2,0,1,41,0,164,4,174,1,172,3,170,0,
1,0,50907.2,0,1,2,1,41,3,165,4,175,1,173,6,171,6,
1,0,19915.8,0,3,2,1,41,3,166,4,176,1,173,3,172,4,
1,0,23693.1,0,2,2,1,41,2,167,4,177,1,174,4,173,2,
1,1,11507,1,2,3,4,42,2,168,1,178,2,175,2,174,1,
1,1,38359.7,1,1,0,4,42,3,169,1,179,2,176,3,85,0,
1,2,30867.6,1,2,3,4,42,2,170,1,180,2,177,2,175,5,
1,2,67241,1,1,1,4,42,2,171,1,181,2,178,5,114,2,
1,1,9488.75,1,2,3,4,42,0,172,1,182,2,179,1,176,3,
1,2,34273.8,1,3,3,0,43,1,73,4,183,3,180,5,58,1,
1,2,36730.7,1,0,3,0,43,3,13,4,184,3,181,6,176,4,
1,2,45104.2,1,0,2,0,43,3,173,4,185,3,182,0,177,5,
1,2,13093,1,1,3,0,43,2,152,4,186,3,183,1,178,0,
1,1,52176.2,1,4,2,0,43,3,174,4,162,3,184,0,179,2,
1,1,63641.8,1,1,2,0,43,2,12,4,187,3,185,4,180,3,
1,2,15920.5,1,4,3,3,44,2,175,0,188,1,186,6,181,2,
1,1,36090.5,1,3,0,4,45,2,176,3,189,1,187,5,182,3,
1,2,68069.3,1,0,1,4,45,1,177,3,190,1,188,4,183,0,
1,1,66923,1,4,0,4,45,1,178,3,191,1,93,0,184,1,
1,1,38805.6,1,1,4,4,45,3,179,3,192,1,189,5,185,2,
1,0,50605.6,0,4,1,0,46,0,180,3,193,2,190,5,186,0,
1,0,75324.7,0,2,2,0,46,2,181,3,194,2,191,2,187,2,
1,0,24691.8,0,0,2,0,46,1,182,3,195,2,190,3,188,3,
1,0,21408.7,0,1,3,0,46,0,182,3,196,2,192,4,189,5,
1,0,38681.7,0,4,2,0,46,2,183,3,197,2,193,6,190,1,
1,2,53980.1,1,2,2,2,2,3,184,2,160,3,10,0,191,3,
1,2,21495.8,1,2,2,2,2,3,185,2,198,3,194,5,192,1,
1,2,76587.9,1,4,4,2,2,2,186,2,199,3,195,6,193,0,
1,1,5977.84,1,0,4,2,2,1,187,2,200,3,196,2,194,2,
1,2,28625.9,1,2,4,2,2,0,150,2,201,3,197,3,195,5,
1,0,27367.7,0,3,3,3,47,2,188,1,202,2,198,0,196,3,
1,0,17683.6,0,2,2,3,47,2,189,1,203,2,108,3,197,1,
1,0,7805.48,0,1,4,3,47,0,190,1,204,2,135,0,78,0,
1,0,39972.2,0,4,2,3,47,2,191,1,205,2,199,1,198,5,
1,0,18982.7,0,3,4,3,47,1,192,1,206,2,200,0,199,2,
1,2,3318.02,1,3,2,0,48,3,193,4,135,2,201,5,200,2,
1,2,71875.6,1,4,0,0,48,3,28,4,50,2,202,6,201,3,
1,1,8782.47,1,1,4,0,48,2,194,4,207,2,203,0,202,5,
1,2,50277.6,1,3,4,0,48,0,193,4,208,2,204,2,203,1,
1,2,76757.2,1,2,0,0,48,1,81,4,209,2,205,4,204,0,
1,1,22213.9,1,0,4,0,48,1,195,4,71,2,206,1,205,4,
1,1,29605.7,1,1,2,0,48,1,196,4,210,2,207,5,206,6,
1,0,27791.1,0,2,1,1,49,3,197,4,211,4,208,6,207,3,
1,0,37020.8,0,2,0,1,49,2,198,4,212,4,209,3,208,1,
1,0,21136.9,0,0,4,1,49,3,199,4,213,4,210,3,209,2,
1,2,11054.5,1,1,2,1,50,0,200,2,30,1,28,5,210,3,
1,1,11566.4,1,0,0,1,50,3,201,2,214,1,211,2,211,4,
1,1,41911.4,1,1,0,1,50,0,202,2,215,1,81,3,212,0,
1,2,14007.1,1,0,4,1,50,2,203,2,69,1,212,6,213,5,
1,2,42143.8,1,2,4,1,50,3,204,2,216,1,213,3,214,1,
1,1,22328.2,1,0,4,1,50,3,205,2,217,1,214,2,215,2,
1,1,57504.9,1,3,3,1,50,2,206,2,218,1,215,5,216,6,
1,0,7664.06,0,0,2,1,51,2,207,0,219,1,216,2,217,2,
1,0,6691.61,0,1,2,1,51,0,208,0,220,1,217,0,218,0,
1,0,35372.7,0,1,3,4,52,3,209,0,221,3,218,5,219,3,
1,0,35491.1,0,0,0,4,52,2,83,0,222,3,219,5,220,0,
1,0,33569.5,0,1,3,4,52,2,34,0,223,3,220,4,221,2,
1,0,43472.2,0,3,2,4,52,1,210,0,224,3,221,6,222,5,
1,0,13876,0,4,3,4,52,1,211,0,225,3,222,0,223,1,
1,2,21441.2,1,0,2,2,53,3,212,0,226,2,223,5,224,4,
1,1,40448.2,1,1,3,2,53,2,213,0,227,2,224,2,225,2,
1,1,24759.4,1,3,3,2,53,1,214,0,228,2,179,5,226,0,
1,2,21858.2,1,0,4,2,53,0,215,0,229,2,225,3,215,1,
1,1,51322,1,2,1,2,53,2,216,0,182,2,226,5,227,3,
1,2,18628.3,1,1,1,2,53,1,217,0,230,2,227,3,228,5,
1,0,35880.8,0,1,3,3,54,0,218,2,231,2,228,1,229,0,
1,0,30666.5,0,4,1,3,54,2,219,2,232,2,229,5,230,3,
1,0,24150.9,0,1,4,3,54,1,220,2,233,2,230,1,231,1,
1,0,24779.3,0,1,0,3,54,2,110,2,234,2,231,3,78,2,
1,1,12524,1,1,0,3,55,1,221,2,81,2,232,5,86,5,
1,2,67802,1,4,0,3,55,1,222,2,235,2,233,0,232,0,
1,2,67166.1,1,0,0,3,55,0,223,2,236,2,234,1,233,1,
1,1,23576.1,1,0,0,3,55,3,222,2,237,2,235,2,234,2,
1,2,36262.9,1,4,4,3,55,0,224,2,238,2,236,5,235,3,
1,1,21487.7,1,4,4,3,55,1,225,2,239,2,237,4,236,6,
1,2,61486.4,1,1,1,3,55,3,226,2,240,2,235,4,118,4,
1,1,41570.1,1,2,4,1,56,2,227,0,241,4,238,2,237,1,
1,1,4167.85,1,2,2,1,56,3,228,0,242,4,239,0,238,3,
1,2,46769.9,1,3,3,1,56,2,229,0,243,4,240,3,239,2,
1,1,18259.7,1,4,3,1,56,2,230,0,244,4,241,0,240,0,
1,1,26129.5,1,1,4,1,56,1,231,0,245,4,25,5,241,5,
1,0,12223.5,0,2,1,0,57,3,232,1,246,0,242,3,242,5,
1,0,5092.15,0,2,0,0,57,0,233,1,247,0,243,1,243,2,
1,0,57414.5,0,0,0,0,57,1,233,1,248,0,244,4,167,3,
1,0,77452.7,0,2,1,0,57,2,234,1,249,0,54,4,244,4,
1,0,19042.2,0,0,1,0,57,2,235,1,250,0,245,5,12,1,
1,0,35835.5,0,2,1,0,57,2,236,1,251,0,243,1,245,0,
1,0,16920,0,4,1,0,57,0,237,1,252,0,246,6,246,6,
1,2,86841.5,1,0,1,3,58,0,238,3,253,4,247,4,247,6,
1,1,38200.9,1,1,3,3,58,3,239,3,254,4,248,2,248,1,
1,1,66910.5,1,2,3,3,58,3,240,3,255,4,249,4,249,5,
1,1,33378.4,1,1,1,3,58,1,241,3,226,4,250,1,250,0,
1,1,3384.68,1,4,0,3,58,1,242,3,256,4,251,5,85,4,
1,2,41959.1,1,0,2,3,58,1,243,3,257,4,252,1,251,2,
1,2,4943.04,1,4,1,3,58,1,244,3,255,4,253,0,252,3,
1,1,15855.7,1,4,1,1,59,1,245,0,258,0,254,3,253,3,
1,2,2910.62,1,3,2,1,59,3,246,0,259,0,255,4,107,1,
1,2,31974.1,1,0,3,1,59,2,245,0,47,0,256,2,254,4,
1,1,40548.8,1,0,4,1,59,0,247,0,260,0,257,6,255,2,
1,2,54409.9,1,4,1,1,59,0,248,0,261,0,258,0,256,5,
1,1,36985.6,1,4,2,1,59,3,249,0,262,0,259,3,257,0,
1,0,6958.01,0,4,0,3,60,0,250,2,36,4,90,4,8,3,
1,0,49205.5,0,2,0,3,60,3,251,2,263,4,260,3,258,2,
1,0,9103.95,0,0,1,3,60,1,252,2,264,4,261,1,259,1,
1,0,72091.6,0,0,4,3,60,2,253,2,250,4,262,1,260,0,
1,0,49823.5,0,1,0,3,60,2,254,2,265,4,89,0,261,5,
1,0,26863.3,0,4,3,3,60,0,255,2,266,4,263,3,220,4,
1,0,59519.4,0,0,0,3,60,1,256,2,267,4,264,3,262,6,
1,0,51989.5,0,1,3,4,61,2,257,0,268,3,265,1,263,2,
1,0,75384.7,0,1,0,4,62,0,258,1,269,1,266,4,264,1,
1,0,13755.1,0,1,2,4,62,3,39,1,270,1,267,4,265,3,
1,0,4887.21,0,1,0,4,62,1,259,1,271,1,268,1,266,5,
1,0,37281.2,0,1,2,4,62,0,260,1,272,1,269,4,267,4,
1,0,3290.48,0,0,4,4,62,1,39,1,273,1,270,6,215,2,
1,0,12325.1,0,4,3,4,62,2,261,1,274,1,271,4,120,0,
1,1,8206.98,1,2,3,2,63,3,262,4,14,1,272,1,268,0,
1,2,14857.8,1,2,4,2,63,3,263,4,275,1,273,4,269,2,
1,2,62602.6,1,4,4,2,63,2,264,4,276,1,274,0,270,1,
1,2,25048.7,1,4,1,2,63,2,265,4,277,1,275,4,253,3,
1,1,29291.9,1,4,2,2,63,3,266,4,278,1,276,3,179,5,
1,1,61392.9,1,4,0,4,64,1,267,2,279,0,277,0,271,1,
1,1,2988.12,1,4,4,4,64,3,268,2,280,0,278,3,272,3,
1,2,21035.2,1,2,4,4,64,1,269,2,281,0,279,3,273,0,
1,1,64750.8,1,0,3,4,64,1,270,2,282,0,280,3,274,2,
1,2,35882.2,1,0,2,0,65,1,271,3,283,2,281,2,275,0,
1,2,37615.1,1,1,2,0,65,2,272,3,284,2,282,5,276,4,
1,2,16888.2,1,1,1,0,65,2,273,3,285,2,283,2,53,1,
1,2,21658.6,1,4,2,0,65,2,274,3,286,2,284,3,277,3,
1,1,65757.2,1,4,0,0,65,1,275,3,287,2,285,2,278,6,
1,2,21312.2,1,1,3,0,65,2,276,3,288,2,286,1,279,2,
1,1,38470.8,1,2,2,0,65,2,277,3,289,2,287,5,173,5,
1,1,27279.6,1,0,0,2,66,1,278,2,290,1,288,6,280,2,
1,2,30710.4,1,0,4,2,66,2,279,2,291,1,289,6,281,0,
1,2,4412.17,1,4,2,2,66,0,280,2,292,1,290,2,96,1,
1,1,31505.7,1,4,2,2,66,2,281,2,293,1,291,3,282,3,
1,2,23647.9,1,0,1,4,67,1,282,2,294,1,292,2,283,0,
1,2,20198.9,1,1,0,4,67,3,283,2,295,1,293,5,284,1,
1,2,1592.87,1,4,4,4,67,2,284,2,296,1,294,6,285,2,
1,1,56170.8,1,2,4,4,67,3,285,2,297,1,295,0,202,3,
1,1,12317.9,1,1,1,2,68,1,286,3,298,3,296,3,286,3,
1,2,45069.9,1,4,1,2,68,2,106,3,299,3,297,5,287,4,
1,1,61773.4,1,1,1,2,68,0,287,3,300,3,298,1,288,6,
1,2,7824.64,1,2,1,2,68,3,288,3,301,3,65,1,289,1,
1,2,38176.5,1,0,3,2,68,3,289,3,210,3,299,3,290,2,
1,2,13934.9,1,1,1,2,68,0,290,3,302,3,110,0,291,5,
1,1,15290.7,1,2,3,2,68,0,291,3,303,3,300,3,90,0,
1,1,28874.7,1,3,1,4,69,0,292,3,304,1,301,4,292,3,
1,2,14865.6,1,2,0,4,69,2,293,3,305,1,302,4,293,1,
1,1,27074.2,1,4,0,4,69,3,294,3,306,1,303,1,294,2,
1,1,70622.3,1,0,2,0,70,2,295,0,307,1,304,1,42,2,
1,2,35649.4,1,1,1,0,70,0,296,0,308,1,305,2,295,1,
1,2,52574.8,1,1,0,4,71,1,297,2,10,1,306,6,86,2,
1,2,17606.3,1,3,0,4,71,1,298,2,10,1,307,0,113,3,
1,1,68838.7,1,3,2,4,71,1,174,2,309,1,308,4,296,1,
1,0,17728,0,3,3,4,72,1,299,1,310,3,309,2,297,2,
1,0,16787,0,0,0,4,72,1,300,1,311,3,102,0,298,1,
1,0,42476.2,0,4,1,1,73,3,301,3,312,0,310,1,123,3,
1,0,51318.7,0,0,0,1,73,0,302,3,266,0,311,3,299,2,
1,0,17572.7,0,4,1,1,73,3,303,3,313,0,312,4,300,1,
1,0,55228.6,0,4,2,0,74,0,304,1,314,4,313,0,301,1,
1,0,15547.5,0,0,3,0,74,1,305,1,315,4,314,1,13,3,
1,0,52348.2,0,4,2,0,74,0,306,1,316,4,315,3,301,2,
1,2,27438.2,1,2,3,0,75,2,307,4,317,1,316,5,302,2,
1,0,2580.6,0,0,3,4,76,1,308,4,318,3,317,1,303,2,
1,0,15381.8,0,1,1,4,76,2,309,4,4,3,318,5,246,1,
1,1,56679.9,1,2,1,1,77,1,310,2,319,2,319,4,230,2,
1,0,49949.1,0,0,3,1,78,2,311,3,320,3,320,6,136,5,
1,0,41526.8,0,2,0,1,78,2,109,3,321,3,321,3,13,2,
1,0,71394,0,1,3,1,78,1,312,3,322,3,322,1,304,0,
1,0,45204.9,0,1,2,1,78,1,312,3,323,3,323,4,305,1,
1,0,1836.89,0,1,3,1,78,3,313,3,324,3,324,2,306,3,
1,1,6894.69,1,2,1,3,79,2,47,0,325,1,325,5,307,2,
1,1,32306.5,1,0,4,3,80,0,314,0,167,2,326,0,62,1,
1,2,37725.7,1,2,2,3,80,0,154,0,326,2,327,1,308,2,
1,0,16649.5,0,2,0,2,81,2,315,4,327,2,328,1,309,1,
1,0,22825.1,0,3,1,2,81,1,316,4,41,2,329,5,310,3,
1,0,50053.3,0,4,2,2,81,2,146,4,328,2,208,5,311,2,
1,1,26587.5,1,4,0,2,82,0,81,2,69,4,300,5,312,1,
1,2,27560.6,1,4,2,2,82,1,317,2,329,4,112,6,313,2,
1,2,10821.9,1,1,0,2,82,2,318,2,330,4,330,4,314,3,
1,1,20386.8,1,1,2,2,82,3,319,2,331,4,28,3,315,0,
1,0,44467.2,0,0,4,2,83,1,320,3,332,3,331,5,76,1,
1,0,25708.1,0,0,3,2,83,1,321,3,333,3,332,3,290,5,
