tableid,timeline,agg,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,
1,2,90941.6,1,0,1,1,6,0,27,1,29,1,29,2,30,0,
1,1,73309.7,1,0,0,1,6,1,28,1,30,1,30,4,31,3,
1,1,40765.7,1,3,0,1,6,3,29,1,31,1,31,4,32,5,
1,2,75044.4,1,1,1,1,6,1,30,1,32,1,32,2,33,1,
1,1,49453.5,1,3,0,1,6,0,28,1,33,1,33,2,34,2,
1,0,45588.8,0,1,3,3,7,1,31,1,34,3,34,3,35,6,
1,0,64176.6,0,0,2,3,7,0,32,1,35,3,35,2,36,5,
1,0,42373.9,0,1,4,3,7,3,33,1,36,3,36,4,37,0,
1,0,2158.34,0,1,2,3,7,2,34,1,37,3,37,1,38,1,
1,0,72577.1,0,1,1,3,7,0,35,1,38,3,38,1,39,2,
1,0,43778.7,0,4,3,3,7,3,36,1,39,3,39,6,40,4,
1,0,28801.8,0,1,3,3,7,0,36,1,39,3,40,5,41,3,
1,0,84712.2,0,0,0,4,8,2,37,1,40,0,41,1,42,2,
1,0,73205.4,0,1,1,4,8,0,38,1,41,0,42,4,43,5,
1,0,3183.48,0,0,4,4,8,1,39,1,42,0,43,0,44,1,
1,0,2200.38,0,1,3,4,8,3,40,1,43,0,41,1,45,4,
1,0,46936,0,3,1,4,8,1,41,1,44,0,44,0,46,3,
1,0,8401.2,0,1,1,4,8,1,42,1,45,0,45,3,47,0,
1,1,13622.5,1,3,4,3,9,3,43,4,46,1,46,0,48,3,
1,2,1436.53,1,0,4,3,9,1,44,4,47,1,47,5,49,2,
1,1,38764.2,1,0,3,3,9,1,45,4,48,1,48,2,50,1,
1,1,9025.66,1,1,0,3,10,2,46,0,49,3,49,2,51,2,
1,2,41114.8,1,0,0,4,11,0,47,2,50,3,50,2,52,2,
1,1,18094.5,1,4,0,3,12,0,48,2,51,2,51,2,53,1,
1,2,48713.3,1,3,1,3,12,3,49,2,52,2,52,3,54,2,
1,2,66950.8,1,0,1,3,12,0,50,2,53,2,53,2,55,3,
1,0,39792.2,0,0,1,4,13,1,51,2,54,2,54,4,56,2,
1,0,34762.2,0,2,2,4,13,2,52,2,55,2,55,3,57,5,
1,0,34273.8,0,2,1,4,13,3,34,2,56,2,56,2,58,0,
1,0,3808.08,0,4,4,4,13,1,36,2,34,2,57,4,59,3,
1,0,53985.2,0,0,3,4,13,1,53,2,57,2,58,1,60,1,
1,2,25377.8,1,0,1,3,14,3,54,3,58,1,59,5,61,3,
1,1,19364.5,1,2,4,3,14,3,55,3,59,1,53,3,62,2,
1,1,17863,1,0,3,3,14,3,56,3,60,1,60,4,63,1,
1,0,27272.7,0,1,0,2,15,3,57,1,61,3,61,4,64,1,
1,0,22956.2,0,1,3,2,15,1,58,1,62,3,62,4,65,2,
1,0,43908.3,0,1,1,2,15,2,59,1,63,3,9,1,66,5,
1,0,24555.4,0,0,2,2,15,0,60,1,64,3,63,6,67,3,
1,0,19942,0,0,0,2,15,1,61,1,65,3,64,6,68,0,
1,2,54436.1,1,1,2,4,16,3,62,2,66,0,65,5,69,0,
1,1,3675.86,1,0,1,4,16,3,63,2,67,0,30,0,70,3,
1,2,72230.1,1,0,4,4,16,2,25,2,68,0,66,6,54,6,
1,2,5573.96,1,1,2,4,16,0,28,2,69,0,50,1,71,4,
1,1,35670.2,1,1,4,4,16,0,64,2,70,0,67,6,72,1,
1,2,42252.2,1,0,1,4,16,0,65,2,71,0,27,4,73,2,
1,1,18401.6,1,2,1,4,16,2,66,2,72,0,68,2,74,5,
1,0,38312.8,2,0,2,1,17,1,67,3,73,3,69,3,75,3,
1,0,42137.2,2,1,4,1,17,1,68,3,74,3,70,3,76,2,
1,0,50273.6,2,2,0,1,17,2,69,3,75,3,71,6,77,5,
1,0,33356.8,2,0,0,1,17,3,70,3,76,3,72,0,78,0,
1,1,10483.1,2,4,2,1,17,3,71,3,77,3,73,1,79,1,
1,1,91824.5,1,0,3,2,18,0,72,0,78,4,74,0,80,2,
1,2,45494.4,1,1,0,2,18,1,73,0,79,4,75,4,81,3,
1,1,37485.1,1,4,1,2,18,1,74,0,80,4,76,0,82,1,
1,1,25632.9,1,4,3,1,19,2,75,4,81,1,77,3,83,2,
1,2,28568.4,1,4,0,1,19,0,76,4,82,1,78,6,84,1,
1,1,9210,1,0,3,0,20,1,77,3,83,0,79,6,85,2,
1,2,49284.4,1,1,0,3,21,1,78,1,84,3,33,6,86,3,
1,2,20649.8,1,2,3,3,21,1,79,1,85,3,80,2,87,6,
1,1,51379.4,1,1,2,3,21,2,80,1,86,3,81,3,88,4,
1,2,67103,1,2,3,3,21,0,81,1,87,3,82,1,89,2,
1,1,38226.7,1,0,1,3,21,2,82,1,88,3,83,1,90,5,
1,1,49897,1,0,0,3,21,3,30,1,89,3,84,6,81,1,
1,1,6535.08,1,1,1,3,21,1,82,1,90,3,85,3,91,0,
1,0,13734.5,0,1,0,2,22,3,51,4,91,1,86,3,92,0,
1,0,41563.9,0,0,0,2,22,2,83,4,92,1,87,4,93,1,
1,0,55760.5,0,4,0,2,22,0,84,4,93,1,88,5,94,6,
1,0,3111.39,0,3,1,2,22,1,85,4,94,1,89,3,95,4,
1,0,64868.4,0,4,3,2,22,0,86,4,36,1,90,1,23,3,
1,0,40110.7,0,4,0,2,22,0,87,4,95,1,91,5,96,5,
1,0,20635.7,0,0,1,2,22,2,85,4,96,1,34,3,97,2,
1,2,20239.2,1,1,2,1,23,3,88,2,97,0,92,3,98,0,
1,1,8779.25,1,2,4,1,23,3,89,2,98,0,93,5,99,2,
1,1,42975.9,1,4,2,1,23,2,90,2,99,0,94,2,69,4,
1,1,27581.1,1,0,4,1,23,1,91,2,100,0,95,6,100,3,
1,2,20524.1,1,2,4,1,23,3,92,2,101,0,96,2,101,1,
1,2,8892.52,1,2,0,1,23,2,55,2,102,0,97,1,102,5,
1,0,24452.7,0,0,0,4,24,3,93,1,64,1,64,6,103,3,
1,0,59426.6,0,0,4,4,24,3,94,1,103,1,98,1,104,0,
1,0,56724.1,0,1,3,4,24,3,95,1,104,1,99,0,105,2,
1,0,66707.3,0,0,4,4,24,2,96,1,105,1,100,5,22,4,
1,0,5540.82,0,1,4,4,24,2,97,1,106,1,101,0,106,1,
1,0,50109.5,0,3,2,4,24,2,93,1,107,1,102,2,107,5,
1,1,11001.7,1,3,0,3,25,1,98,1,108,2,103,3,108,2,
1,2,36216.1,1,3,4,3,25,3,99,1,109,2,104,3,109,1,
1,2,40019.7,1,1,0,3,25,0,100,1,110,2,105,3,110,0,
1,2,2104.3,1,3,0,3,25,3,101,1,47,2,106,5,111,5,
1,1,26156.3,1,4,4,3,25,2,102,1,111,2,107,5,112,3,
1,0,12975.2,0,2,0,3,26,0,103,1,112,2,108,1,113,2,
1,2,71007.4,1,0,1,4,27,0,104,0,113,0,109,3,114,3,
1,1,41592.9,1,0,2,4,27,3,105,0,69,0,110,2,88,1,
1,1,18160,1,1,3,4,27,0,106,0,114,0,111,2,115,2,
1,2,34447.5,1,0,0,4,27,2,107,0,115,0,112,1,52,0,
1,0,43365.6,0,1,2,1,28,1,108,0,116,1,113,1,116,0,
1,0,24354,0,0,3,1,28,3,109,0,117,1,114,4,117,4,
1,0,28549.4,0,1,3,1,28,2,110,0,118,1,115,4,118,1,
1,0,63449.5,0,3,3,1,28,2,111,0,119,1,116,1,119,3,
1,0,4108.38,0,3,4,1,28,3,112,0,120,1,117,2,120,5,
1,0,55715,0,2,2,1,28,2,113,0,121,1,9,1,121,2,
1,2,12998.2,1,4,0,2,29,3,114,3,122,2,118,2,122,2,
1,2,32881,1,2,1,2,29,3,115,3,82,2,119,1,123,5,
1,2,18909.9,1,2,3,2,29,2,116,3,123,2,120,2,124,1,
1,2,65211.6,1,2,0,2,29,1,117,3,124,2,121,6,125,3,
1,1,21299,1,2,3,2,29,2,118,3,125,2,122,4,126,0,
1,1,31749.5,1,0,0,1,30,0,119,1,126,0,123,2,127,4,
1,2,40223.3,1,1,0,1,30,2,120,1,127,0,124,6,128,0,
1,1,34486.8,1,3,4,1,30,3,121,1,128,0,125,3,129,2,
1,2,5048.34,1,1,3,1,30,3,16,1,129,0,126,3,130,6,
1,1,51975.6,1,0,1,1,30,0,122,1,130,0,127,5,131,1,
1,1,3736.02,1,0,1,1,30,3,122,1,131,0,128,1,3,5,
1,1,37514.8,1,2,0,1,30,0,123,1,132,0,129,6,132,3,
1,0,16833.3,0,3,4,0,31,1,124,3,133,0,130,0,133,2,
1,2,7523.88,1,0,0,0,32,3,125,4,134,4,131,1,134,3,
1,1,1960.16,1,0,2,0,32,3,126,4,71,4,132,6,135,1,
1,2,46084,1,4,2,0,32,3,127,4,135,4,133,5,136,0,
1,2,48273.7,1,4,0,0,32,3,128,4,136,4,134,2,102,2,
1,0,74574,0,4,1,1,33,1,129,2,137,2,135,3,137,1,
1,0,34176.9,0,2,4,1,33,1,130,2,138,2,136,4,138,2,
1,0,9977,0,4,3,4,34,3,131,4,139,4,137,2,139,3,
1,0,55077.5,0,1,3,4,34,2,132,4,140,4,138,2,63,2,
1,0,40267.2,0,2,4,4,34,0,1,4,141,4,139,4,140,6,
1,0,26089.1,0,2,2,4,34,1,133,4,142,4,140,6,141,1,
1,0,43606.9,0,1,3,4,34,2,134,4,143,4,141,6,142,0,
1,0,68322.1,0,4,0,4,34,0,135,4,144,4,142,4,143,4,
1,0,34048.1,0,2,2,4,34,2,136,4,145,4,143,4,121,5,
1,0,13844.8,0,1,3,2,35,3,137,1,146,2,144,3,144,2,
1,0,18120,0,0,0,2,35,2,138,1,147,2,145,0,145,1,
1,0,83838.5,0,3,0,1,36,0,139,2,148,3,146,2,146,0,
1,0,1244.34,0,0,1,1,36,2,140,2,149,3,147,4,147,3,
1,0,4282.56,0,0,1,1,36,1,141,2,150,3,148,0,148,2,
1,0,9289.17,0,0,1,1,36,2,140,2,151,3,149,2,149,5,
1,0,27889.8,0,3,1,1,36,3,142,2,152,3,150,6,150,4,
1,0,49486.5,0,2,3,1,36,2,143,2,153,3,151,2,60,1,
1,0,43197.8,0,3,0,0,37,3,144,3,154,3,152,3,151,0,
1,0,53156.1,0,3,0,0,37,0,145,3,155,3,153,6,152,1,
1,0,63445.6,0,1,3,0,37,2,146,3,156,3,154,5,153,2,
1,0,21550.4,0,1,3,0,37,1,147,3,157,3,155,5,154,3,
1,0,53314.1,0,2,0,0,37,2,40,3,158,3,156,6,155,4,
1,0,52555.5,0,0,0,0,37,3,148,3,44,3,157,0,143,5,
1,1,73292.4,1,1,1,2,38,0,149,3,159,4,158,0,156,3,
1,1,44010.7,1,1,1,2,38,2,150,3,160,4,159,1,157,0,
1,2,54522.9,1,4,4,2,38,3,151,3,161,4,160,5,158,2,
1,1,11708.5,1,0,1,2,38,2,152,3,162,4,76,2,159,1,
1,2,45350,1,0,3,2,39,1,153,4,163,0,161,2,139,2,
1,2,33509.5,1,0,1,1,40,1,154,1,164,2,162,1,160,4,
1,2,71895.6,1,2,4,1,40,2,155,1,165,2,163,1,161,6,
1,1,5806.2,1,4,0,1,40,2,156,1,166,2,164,2,162,3,
1,2,28102.7,1,2,0,1,40,1,157,1,167,2,165,2,163,1,
1,1,45289.2,1,0,0,1,40,2,158,1,168,2,166,5,164,0,
1,1,49540.3,1,4,4,1,40,2,159,1,169,2,167,6,165,2,
1,1,25547.7,1,1,2,1,40,3,160,1,170,2,168,2,166,5,
1,0,42986.1,0,1,0,1,41,1,161,4,171,1,169,3,167,5,
1,0,46298,0,0,3,1,41,1,162,4,172,1,170,5,168,1,
1,0,54804.8,0,4,3,1,41,1,163,4,173,1,171,2,169,3,
1,0,49827.5,0,2,0,1,41,0,164,4,174,1,172,3,170,0,
1,0,51421.4,0,1,2,1,41,3,165,4,175,1,173,6,171,6,
1,0,21414.9,0,3,2,1,41,3,166,4,176,1,173,3,172,4,
1,0,24425.9,0,2,2,1,41,2,167,4,177,1,174,4,173,2,
1,1,12373.1,1,2,3,4,42,2,168,1,178,2,175,2,174,1,
1,1,39142.5,1,1,0,4,42,3,169,1,179,2,176,3,85,0,
1,2,33190.9,1,2,3,4,42,2,170,1,180,2,177,2,175,5,
1,2,67920.2,1,1,1,4,42,2,171,1,181,2,178,5,114,2,
1,1,10203,1,2,3,4,42,0,172,1,182,2,179,1,176,3,
1,2,34273.8,1,3,3,0,43,1,73,4,183,3,180,5,58,1,
1,2,38261.1,1,0,3,0,43,3,13,4,184,3,181,6,176,4,
1,2,46024.7,1,0,2,0,43,3,173,4,185,3,182,0,177,5,
1,2,14547.8,1,1,3,0,43,2,152,4,186,3,183,1,178,0,
1,1,54922.3,1,4,2,0,43,3,174,4,162,3,184,0,179,2,
1,1,67704,1,1,2,0,43,2,12,4,187,3,185,4,180,3,
1,2,16412.8,1,4,3,3,44,2,175,0,188,1,186,6,181,2,
1,1,37990,1,3,0,4,45,2,176,3,189,1,187,5,182,3,
1,2,71651.9,1,0,1,4,45,1,177,3,190,1,188,4,183,0,
1,1,68992.8,1,4,0,4,45,1,178,3,191,1,93,0,184,1,
1,1,39597.6,1,1,4,4,45,3,179,3,192,1,189,5,185,2,
1,0,55610.5,0,4,1,0,46,0,180,3,193,2,190,5,186,0,
1,0,76085.6,0,2,2,0,46,2,181,3,194,2,191,2,187,2,
1,0,26267.8,0,0,2,0,46,1,182,3,195,2,190,3,188,3,
1,0,21625,0,1,3,0,46,0,182,3,196,2,192,4,189,5,
1,0,39878.1,0,4,2,0,46,2,183,3,197,2,193,6,190,1,
1,2,56821.2,1,2,2,2,2,3,184,2,160,3,10,0,191,3,
1,2,21712.9,1,2,2,2,2,3,185,2,198,3,194,5,192,1,
1,2,77361.5,1,4,4,2,2,2,186,2,199,3,195,6,193,0,
1,1,6162.72,1,0,4,2,2,1,187,2,200,3,196,2,194,2,
1,2,30132.5,1,2,4,2,2,0,150,2,201,3,197,3,195,5,
1,0,29747.5,0,3,3,3,47,2,188,1,202,2,198,0,196,3,
1,0,19648.5,0,2,2,3,47,2,189,1,203,2,108,3,197,1,
1,0,8577.45,0,1,4,3,47,0,190,1,204,2,135,0,78,0,
1,0,42980.9,0,4,2,3,47,2,191,1,205,2,199,1,198,5,
1,0,19981.8,0,3,4,3,47,1,192,1,206,2,200,0,199,2,
1,2,3567.76,1,3,2,0,48,3,193,4,135,2,201,5,200,2,
1,2,76463.4,1,4,0,0,48,3,28,4,50,2,202,6,201,3,
1,1,9244.7,1,1,4,0,48,2,194,4,207,2,203,0,202,5,
1,2,54649.6,1,3,4,0,48,0,193,4,208,2,204,2,203,1,
1,2,77532.5,1,2,0,0,48,1,81,4,209,2,205,4,204,0,
1,1,24145.5,1,0,4,0,48,1,195,4,71,2,206,1,205,4,
1,1,32533.7,1,1,2,0,48,1,196,4,210,2,207,5,206,6,
1,0,30207.7,0,2,1,1,49,3,197,4,211,4,208,6,207,3,
1,0,38969.3,0,2,0,1,49,2,198,4,212,4,209,3,208,1,
1,0,23485.4,0,0,4,1,49,3,199,4,213,4,210,3,209,2,
1,2,11166.2,1,1,2,1,50,0,200,2,30,1,28,5,210,3,
1,1,12851.5,1,0,0,1,50,3,201,2,214,1,211,2,211,4,
1,1,45555.8,1,1,0,1,50,0,202,2,215,1,81,3,212,0,
1,2,14901.1,1,0,4,1,50,2,203,2,69,1,212,6,213,5,
1,2,43447.2,1,2,4,1,50,3,204,2,216,1,213,3,214,1,
1,1,23503.4,1,0,4,1,50,3,205,2,217,1,214,2,215,2,
1,1,59283.4,1,3,3,1,50,2,206,2,218,1,215,5,216,6,
1,0,7820.47,0,0,2,1,51,2,207,0,219,1,216,2,217,2,
1,0,7435.12,0,1,2,1,51,0,208,0,220,1,217,0,218,0,
1,0,37630.5,0,1,3,4,52,3,209,0,221,3,218,5,219,3,
1,0,36215.4,0,0,0,4,52,2,83,0,222,3,219,5,220,0,
1,0,33908.5,0,1,3,4,52,2,34,0,223,3,220,4,221,2,
1,0,47771.6,0,3,2,4,52,1,210,0,224,3,221,6,222,5,
1,0,14305.2,0,4,3,4,52,1,211,0,225,3,222,0,223,1,
1,2,23305.7,1,0,2,2,53,3,212,0,226,2,223,5,224,4,
1,1,42577.1,1,1,3,2,53,2,213,0,227,2,224,2,225,2,
1,1,26623,1,3,3,2,53,1,214,0,228,2,179,5,226,0,
1,2,23503.4,1,0,4,2,53,0,215,0,229,2,225,3,215,1,
1,1,51322,1,2,1,2,53,2,216,0,182,2,226,5,227,3,
1,2,20470.7,1,1,1,2,53,1,217,0,230,2,227,3,228,5,
1,0,35880.8,0,1,3,3,54,0,218,2,231,2,228,1,229,0,
1,0,32974.7,0,4,1,3,54,2,219,2,232,2,229,5,230,3,
1,0,24897.8,0,1,4,3,54,1,220,2,233,2,230,1,231,1,
1,0,24779.3,0,1,0,3,54,2,110,2,234,2,231,3,78,2,
1,1,13045.9,1,1,0,3,55,1,221,2,81,2,232,5,86,5,
1,2,75335.6,1,4,0,3,55,1,222,2,235,2,233,0,232,0,
1,2,72221.6,1,0,0,3,55,0,223,2,236,2,234,1,233,1,
1,1,25350.6,1,0,0,3,55,3,222,2,237,2,235,2,234,2,
1,2,40292.1,1,4,4,3,55,0,224,2,238,2,236,5,235,3,
1,1,23105,1,4,4,3,55,1,225,2,239,2,237,4,236,6,
1,2,66114.4,1,1,1,3,55,3,226,2,240,2,235,4,118,4,
1,1,43302.2,1,2,4,1,56,2,227,0,241,4,238,2,237,1,
1,1,4580.05,1,2,2,1,56,3,228,0,242,4,239,0,238,3,
1,2,46769.9,1,3,3,1,56,2,229,0,243,4,240,3,239,2,
1,1,19220.7,1,4,3,1,56,2,230,0,244,4,241,0,240,0,
1,1,26662.8,1,1,4,1,56,1,231,0,245,4,25,5,241,5,
1,0,13286.4,0,2,1,0,57,3,232,1,246,0,242,3,242,5,
1,0,5657.94,0,2,0,0,57,0,233,1,247,0,243,1,243,2,
1,0,59806.7,0,0,0,0,57,1,233,1,248,0,244,4,167,3,
1,0,79848.2,0,2,1,0,57,2,234,1,249,0,54,4,244,4,
1,0,19430.8,0,0,1,0,57,2,235,1,250,0,245,5,12,1,
1,0,36566.9,0,2,1,0,57,2,236,1,251,0,243,1,245,0,
1,0,17090.9,0,4,1,0,57,0,237,1,252,0,246,6,246,6,
1,2,86841.5,1,0,1,3,58,0,238,3,253,4,247,4,247,6,
1,1,42445.4,1,1,3,3,58,3,239,3,254,4,248,2,248,1,
1,1,73528,1,2,3,3,58,3,240,3,255,4,249,4,249,5,
1,1,37087.2,1,1,1,3,58,1,241,3,226,4,250,1,250,0,
1,1,3453.75,1,4,0,3,58,1,242,3,256,4,251,5,85,4,
1,2,46108.9,1,0,2,3,58,1,243,3,257,4,252,1,251,2,
1,2,5258.55,1,4,1,3,58,1,244,3,255,4,253,0,252,3,
1,1,16867.8,1,4,1,1,59,1,245,0,258,0,254,3,253,3,
1,2,3198.48,1,3,2,1,59,3,246,0,259,0,255,4,107,1,
1,2,32626.7,1,0,3,1,59,2,245,0,47,0,256,2,254,4,
1,1,44559.1,1,0,4,1,59,0,247,0,260,0,257,6,255,2,
1,2,54959.5,1,4,1,1,59,0,248,0,261,0,258,0,256,5,
1,1,40643.5,1,4,2,1,59,3,249,0,262,0,259,3,257,0,
1,0,7563.05,0,4,0,3,60,0,250,2,36,4,90,4,8,3,
1,0,49702.5,0,2,0,3,60,3,251,2,263,4,260,3,258,2,
1,0,9289.75,0,0,1,3,60,1,252,2,264,4,261,1,259,1,
1,0,73562.9,0,0,4,3,60,2,253,2,250,4,262,1,260,0,
1,0,53003.7,0,1,0,3,60,2,254,2,265,4,89,0,261,5,
1,0,27694.2,0,4,3,3,60,0,255,2,266,4,263,3,220,4,
1,0,61360.2,0,0,0,3,60,1,256,2,267,4,264,3,262,6,
1,0,54155.8,0,1,3,4,61,2,257,0,268,3,265,1,263,2,
1,0,80196.5,0,1,0,4,62,0,258,1,269,1,266,4,264,1,
1,0,13755.1,0,1,2,4,62,3,39,1,270,1,267,4,265,3,
1,0,5144.43,0,1,0,4,62,1,259,1,271,1,268,1,266,5,
1,0,38042,0,1,2,4,62,0,260,1,272,1,269,4,267,4,
1,0,3357.63,0,0,4,4,62,1,39,1,273,1,270,6,215,2,
1,0,12325.1,0,4,3,4,62,2,261,1,274,1,271,4,120,0,
1,1,9018.66,1,2,3,2,63,3,262,4,14,1,272,1,268,0,
1,2,16327.3,1,2,4,2,63,3,263,4,275,1,273,4,269,2,
1,2,66598.6,1,4,4,2,63,2,264,4,276,1,274,0,270,1,
1,2,25301.7,1,4,1,2,63,2,265,4,277,1,275,4,253,3,
1,1,30512.4,1,4,2,2,63,3,266,4,278,1,276,3,179,5,
1,1,62645.8,1,4,0,4,64,1,267,2,279,0,277,0,271,1,
1,1,3018.3,1,4,4,4,64,3,268,2,280,0,278,3,272,3,
1,2,21464.5,1,2,4,4,64,1,269,2,281,0,279,3,273,0,
1,1,69624.5,1,0,3,4,64,1,270,2,282,0,280,3,274,2,
1,2,36992,1,0,2,0,65,1,271,3,283,2,281,2,275,0,
1,2,40016.1,1,1,2,0,65,2,272,3,284,2,282,5,276,4,
1,2,16888.2,1,1,1,0,65,2,273,3,285,2,283,2,53,1,
1,2,23288.8,1,4,2,0,65,2,274,3,286,2,284,3,277,3,
1,1,71475.2,1,4,0,0,65,1,275,3,287,2,285,2,278,6,
1,2,22200.2,1,1,3,0,65,2,276,3,288,2,286,1,279,2,
1,1,42745.4,1,2,2,0,65,2,277,3,289,2,287,5,173,5,
1,1,28416.2,1,0,0,2,66,1,278,2,290,1,288,6,280,2,
1,2,33380.9,1,0,4,2,66,2,279,2,291,1,289,6,281,0,
1,2,4456.74,1,4,2,2,66,0,280,2,292,1,290,2,96,1,
1,1,34245.3,1,4,2,2,66,2,281,2,293,1,291,3,282,3,
1,2,24130.5,1,0,1,4,67,1,282,2,294,1,292,2,283,0,
1,2,21719.2,1,1,0,4,67,3,283,2,295,1,293,5,284,1,
1,2,1769.86,1,4,4,4,67,2,284,2,296,1,294,6,285,2,
1,1,57317.1,1,2,4,4,67,3,285,2,297,1,295,0,202,3,
1,1,12442.3,1,1,1,2,68,1,286,3,298,3,296,3,286,3,
1,2,50077.7,1,4,1,2,68,2,106,3,299,3,297,5,287,4,
1,1,67145,1,1,1,2,68,0,287,3,300,3,298,1,288,6,
1,2,8066.64,1,2,1,2,68,3,288,3,301,3,65,1,289,1,
1,2,38562.1,1,0,3,2,68,3,289,3,210,3,299,3,290,2,
1,2,14983.8,1,1,1,2,68,0,290,3,302,3,110,0,291,5,
1,1,15290.7,1,2,3,2,68,0,291,3,303,3,300,3,90,0,
1,1,29464,1,3,1,4,69,0,292,3,304,1,301,4,292,3,
1,2,15015.8,1,2,0,4,69,2,293,3,305,1,302,4,293,1,
1,1,27911.5,1,4,0,4,69,3,294,3,306,1,303,1,294,2,
1,1,74339.3,1,0,2,0,70,2,295,0,307,1,304,1,42,2,
1,2,37924.9,1,1,1,0,70,0,296,0,308,1,305,2,295,1,
1,2,56532.1,1,1,0,4,71,1,297,2,10,1,306,6,86,2,
1,2,17965.6,1,3,0,4,71,1,298,2,10,1,307,0,113,3,
1,1,69534.1,1,3,2,4,71,1,174,2,309,1,308,4,296,1,
1,0,17907.1,0,3,3,4,72,1,299,1,310,3,309,2,297,2,
1,0,18652.2,0,0,0,4,72,1,300,1,311,3,102,0,298,1,
1,0,43343.1,0,4,1,1,73,3,301,3,312,0,310,1,123,3,
1,0,55781.2,0,0,0,1,73,0,302,3,266,0,311,3,299,2,
1,0,19310.7,0,4,1,1,73,3,303,3,313,0,312,4,300,1,
1,0,61365.2,0,4,2,0,74,0,304,1,314,4,313,0,301,1,
1,0,16717.7,0,0,3,0,74,1,305,1,315,4,314,1,13,3,
1,0,55103.4,0,4,2,0,74,0,306,1,316,4,315,3,301,2,
1,2,27998.1,1,2,3,0,75,2,307,4,317,1,316,5,302,2,
1,0,2805,0,0,3,4,76,1,308,4,318,3,317,1,303,2,
1,0,17090.9,0,1,1,4,76,2,309,4,4,3,318,5,246,1,
1,1,62285.6,1,2,1,1,77,1,310,2,319,2,319,4,230,2,
1,0,52030.3,0,0,3,1,78,2,311,3,320,3,320,6,136,5,
1,0,45137.8,0,2,0,1,78,2,109,3,321,3,321,3,13,2,
1,0,75151.6,0,1,3,1,78,1,312,3,322,3,322,1,304,0,
1,0,45661.6,0,1,2,1,78,1,312,3,323,3,323,4,305,1,
1,0,1954.14,0,1,3,1,78,3,313,3,324,3,324,2,306,3,
1,1,7035.4,1,2,1,3,79,2,47,0,325,1,325,5,307,2,
1,1,35501.6,1,0,4,3,80,0,314,0,167,2,326,0,62,1,
1,2,41006.2,1,2,2,3,80,0,154,0,326,2,327,1,308,2,
1,0,16649.5,0,2,0,2,81,2,315,4,327,2,328,1,309,1,
1,0,25082.6,0,3,1,2,81,1,316,4,41,2,329,5,310,3,
1,0,50558.9,0,4,2,2,81,2,146,4,328,2,208,5,311,2,
1,1,27695.3,1,4,0,2,82,0,81,2,69,4,300,5,312,1,
1,2,30622.9,1,4,2,2,82,1,317,2,329,4,112,6,313,2,
1,2,11636.4,1,1,0,2,82,2,318,2,330,4,330,4,314,3,
1,1,21459.8,1,1,2,2,82,3,319,2,331,4,28,3,315,0,
1,0,48333.9,0,0,4,2,83,1,320,3,332,3,331,5,76,1,
1,0,26779.2,0,0,3,2,83,1,321,3,333,3,332,3,290,5,
