tableid,timeline,agg,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,
1,5,1,0,6,2,3,88,0,80,2,0,10,2,2,
1,8,1,0,1,0,6,89,5,81,3,0,6,3,3,
1,8,1,0,1,0,6,90,5,82,3,0,6,3,3,
1,6,1,0,2,0,0,91,2,46,2,0,6,2,0,
1,8,1,0,0,0,2,92,2,83,2,0,5,2,3,
1,6,1,0,2,0,3,93,2,84,2,0,6,2,3,
1,6,1,0,2,0,3,94,1,85,0,0,1,0,3,
1,3,1,0,2,0,4,37,2,86,2,0,5,2,0,
1,6,1,0,1,0,0,95,1,87,0,1,3,0,0,
1,6,1,0,0,0,3,96,2,88,2,0,4,2,4,
1,8,1,0,2,0,0,97,4,89,0,0,11,0,3,
1,9,1,0,6,0,5,98,3,90,7,0,8,7,4,
1,8,1,0,2,0,2,99,2,90,2,0,0,2,6,
1,9,1,0,0,0,2,100,7,91,2,0,10,2,5,
1,8,1,0,2,0,0,101,2,85,2,0,1,2,0,
1,6,1,0,2,0,3,102,2,92,2,0,2,2,3,
1,6,1,0,2,0,0,103,0,16,0,0,1,0,0,
1,10,1,0,2,0,2,104,1,43,0,0,0,0,1,
1,5,1,0,1,0,0,55,0,93,0,0,10,0,3,
1,7,1,0,0,1,0,105,2,94,2,0,0,2,3,
1,6,1,0,2,0,0,106,2,95,2,0,3,2,3,
1,8,1,0,2,0,0,107,2,96,2,0,6,2,0,
1,6,1,0,2,0,0,108,0,97,3,0,0,3,6,
1,7,1,0,1,0,2,109,2,98,2,0,6,2,3,
1,8,1,0,10,0,0,110,5,99,0,2,5,0,5,
1,8,1,0,0,3,4,40,2,100,2,0,2,2,6,
1,7,1,0,1,1,2,111,2,101,2,0,0,2,3,
1,4,1,0,10,0,3,100,2,28,2,0,7,2,1,
1,8,1,1,0,0,0,112,4,56,3,0,8,3,3,
1,8,1,0,10,0,0,113,5,102,0,0,6,0,1,
1,6,1,0,10,0,0,114,1,103,3,0,0,3,3,
1,7,1,0,0,0,2,115,4,104,0,0,1,0,3,
1,8,1,0,0,0,3,90,4,92,3,0,1,3,3,
1,5,1,0,4,0,0,116,0,105,0,0,0,0,2,
1,8,1,0,2,0,0,117,1,106,4,0,8,4,6,
1,8,1,0,2,0,0,118,2,107,2,0,0,2,6,
1,6,1,0,1,0,0,119,0,108,0,0,0,0,5,
1,8,1,0,0,0,0,120,5,109,8,1,1,8,5,
1,7,1,0,0,1,0,114,1,110,0,0,7,0,6,
1,7,1,0,2,0,0,121,2,83,2,0,7,2,5,
1,7,1,0,0,0,0,122,5,111,4,0,5,4,3,
1,7,1,0,1,0,0,123,2,112,2,0,1,2,0,
1,9,1,0,1,0,6,124,7,113,0,0,8,0,3,
1,6,1,0,0,0,0,125,1,114,3,0,6,3,1,
1,8,1,0,2,0,3,126,2,115,2,0,0,2,5,
1,6,1,0,0,0,0,127,2,116,2,0,8,2,0,
1,4,1,0,2,0,0,128,2,117,2,0,8,2,3,
1,7,1,0,2,0,0,129,5,118,0,0,6,0,0,
1,9,1,0,2,0,0,130,4,40,0,0,6,0,1,
1,9,1,0,2,0,0,131,4,66,4,0,0,4,4,
1,8,1,0,5,0,0,132,2,119,2,0,1,2,1,
1,9,1,0,2,0,3,133,3,108,4,0,4,4,5,
1,3,1,0,2,0,4,134,2,23,2,0,7,2,3,
1,5,1,0,2,0,0,135,9,120,0,0,4,0,3,
1,6,1,0,2,0,0,136,2,116,2,0,8,2,3,
1,7,1,0,0,2,6,137,1,121,5,0,1,5,3,
1,6,1,0,6,0,0,138,1,122,3,0,9,3,0,
1,6,1,0,2,0,3,139,2,123,2,0,0,2,0,
1,9,1,0,5,0,0,140,9,97,2,0,6,2,5,
1,4,1,0,2,0,3,10,9,47,3,0,11,3,2,
1,8,1,0,1,0,0,141,5,124,5,0,7,5,3,
1,6,1,0,2,0,0,96,2,125,2,0,5,2,3,
1,7,1,0,2,0,3,57,2,126,2,0,0,2,3,
1,3,1,0,2,0,3,142,2,57,2,0,8,2,4,
1,7,1,0,2,0,5,143,2,127,2,1,5,2,4,
1,8,1,0,1,0,0,144,4,128,3,0,5,3,0,
1,6,1,0,5,0,0,145,0,129,3,0,6,3,0,
1,7,1,0,2,0,3,146,5,41,0,0,1,0,4,
1,8,1,0,6,0,2,147,3,130,2,0,9,2,0,
1,6,1,0,0,0,0,148,0,131,0,0,6,0,3,
1,6,1,0,2,0,2,149,8,132,4,0,5,4,0,
1,8,1,0,2,0,3,150,2,66,2,0,6,2,0,
1,8,1,3,1,3,4,151,2,133,2,0,2,2,0,
1,7,1,0,0,0,0,152,2,134,2,1,2,2,0,
1,6,1,0,2,0,3,153,0,135,4,0,8,4,3,
1,6,1,0,2,0,2,154,0,136,0,0,0,0,4,
1,6,1,0,2,0,3,155,1,135,0,0,8,0,0,
1,8,1,0,5,0,3,156,2,43,2,0,7,2,1,
1,6,1,0,0,0,0,157,1,137,0,2,5,0,3,
1,4,1,0,0,0,3,18,2,138,2,0,0,2,3,
1,6,1,0,2,0,0,120,0,139,0,0,3,0,4,
1,8,1,0,1,0,3,158,1,140,0,0,5,0,5,
1,7,1,0,0,0,3,159,2,141,2,0,4,2,4,
1,8,1,0,3,0,2,160,6,142,0,0,0,0,3,
1,7,1,0,2,0,2,161,2,84,2,0,0,2,3,
1,5,1,0,5,0,0,162,2,101,2,0,4,2,3,
1,7,1,0,1,0,3,163,9,143,0,2,7,0,3,
1,8,1,0,0,0,3,164,2,144,2,0,7,2,6,
1,6,1,0,2,0,0,165,2,145,2,0,0,2,6,
1,6,1,0,2,0,0,166,2,146,2,1,6,2,3,
1,8,1,0,2,0,0,167,1,46,0,0,8,0,0,
1,8,1,0,0,0,0,168,1,147,3,0,3,3,0,
1,5,1,0,2,0,0,169,2,115,2,0,0,2,3,
1,8,1,0,0,0,0,170,2,148,2,0,1,2,5,
1,8,1,0,2,0,0,171,5,149,2,0,7,2,3,
1,6,1,0,6,0,6,172,0,150,0,0,0,0,3,
1,7,1,0,0,5,0,173,2,151,2,0,1,2,0,
1,7,1,0,1,0,1,174,1,152,6,0,1,6,0,
1,6,1,0,0,4,0,168,0,143,3,2,5,3,3,
1,6,1,0,0,0,2,175,0,153,3,0,0,3,0,
1,7,1,0,0,0,2,93,1,154,3,0,3,3,0,
1,7,1,0,3,0,2,176,4,155,3,0,6,3,3,
1,8,1,0,0,0,2,177,5,118,0,0,1,0,3,
1,6,1,0,0,0,2,178,2,21,2,2,5,2,3,
1,9,1,0,0,0,3,179,2,69,2,1,2,2,3,
1,6,1,0,0,1,0,180,0,156,0,0,1,0,3,
1,6,1,0,2,0,0,181,1,157,0,0,5,0,0,
1,6,1,0,2,0,2,164,0,92,0,0,0,0,0,
1,6,1,0,10,0,0,182,2,132,2,0,0,2,5,
1,5,1,0,0,0,2,56,0,158,3,2,5,3,3,
1,5,1,0,2,0,0,183,2,159,2,0,11,2,3,
1,3,1,0,2,0,3,184,2,119,2,0,6,2,3,
1,5,1,0,2,0,2,185,2,160,2,2,7,2,3,
1,9,1,0,0,0,2,186,2,161,2,0,6,2,0,
1,6,1,0,10,0,0,68,0,162,0,2,1,0,3,
1,9,1,0,0,0,3,187,4,163,4,2,3,4,0,
1,6,1,0,2,0,0,188,0,128,0,0,0,0,0,
1,9,1,0,0,0,2,189,5,164,5,0,0,5,3,
1,6,1,0,5,0,0,187,8,123,0,0,1,0,4,
1,6,1,0,0,4,2,190,0,165,2,2,0,2,0,
1,6,1,0,2,0,0,191,2,166,2,2,9,2,3,
1,6,1,0,2,0,0,192,2,68,2,2,9,2,3,
1,5,1,0,2,0,0,193,2,167,2,2,7,2,3,
1,8,1,1,0,0,0,194,1,168,3,0,1,3,4,
1,8,1,0,4,0,1,195,4,169,0,2,8,0,4,
1,9,1,0,1,4,0,196,1,170,4,0,1,4,5,
1,6,1,0,2,0,0,197,0,3,0,0,8,0,3,
1,3,1,0,2,0,3,198,2,171,2,0,1,2,2,
1,7,1,0,0,0,0,199,4,16,0,0,8,0,4,
1,6,1,0,1,0,2,200,2,172,2,2,8,2,3,
1,7,1,0,1,4,0,14,0,173,4,2,10,4,3,
1,8,1,0,0,4,1,201,5,141,2,2,6,2,3,
1,8,1,0,2,0,0,202,9,118,0,2,11,0,6,
1,7,1,0,5,0,0,203,5,116,0,2,0,0,0,
1,6,1,0,0,2,0,204,2,174,2,2,8,2,2,
1,7,1,0,0,0,0,205,2,175,2,2,7,2,3,
1,6,1,0,2,0,2,206,2,52,2,0,2,2,0,
1,8,1,0,2,3,0,167,2,176,2,0,4,2,3,
1,7,1,0,2,0,0,207,0,10,0,0,1,0,4,
1,8,1,0,0,0,6,122,7,10,3,2,8,3,4,
1,9,1,0,0,0,4,208,2,19,2,2,2,2,6,
1,8,1,0,6,0,1,57,6,177,1,2,6,1,3,
1,5,1,0,1,0,3,209,0,41,0,0,0,0,1,
1,7,1,0,5,0,0,210,1,178,2,2,7,2,4,
1,8,1,0,2,0,3,211,2,179,2,0,0,2,5,
1,7,1,0,5,0,6,212,4,180,0,2,10,0,1,
1,6,1,0,2,4,0,149,0,164,3,0,3,3,4,
1,7,1,0,2,0,3,213,2,83,2,0,8,2,0,
1,4,1,0,1,0,3,214,2,181,2,2,6,2,0,
1,9,1,0,0,0,1,215,5,182,0,2,0,0,3,
1,6,1,0,2,0,0,216,2,49,2,0,10,2,1,
1,7,1,0,2,0,3,217,2,38,2,0,6,2,4,
1,6,1,0,1,0,0,218,2,183,2,2,0,2,4,
1,6,1,0,1,0,0,219,2,184,2,2,0,2,4,
1,7,1,0,6,0,4,220,2,185,2,2,9,2,3,
1,7,1,0,0,3,0,221,1,16,0,0,3,0,1,
1,10,1,0,2,0,2,104,2,186,2,0,1,2,3,
1,9,1,0,0,0,0,222,5,187,0,1,0,0,3,
1,7,1,0,5,0,2,223,1,69,0,2,7,0,1,
1,3,1,0,2,0,3,224,2,3,2,0,0,2,3,
1,7,1,0,5,0,0,225,4,29,0,2,8,0,0,
1,9,1,0,5,0,0,226,1,188,0,2,0,0,1,
1,9,1,0,0,0,2,227,4,85,5,2,1,5,1,
1,5,1,0,2,0,3,228,0,51,0,2,5,0,0,
1,6,1,0,2,0,3,62,0,189,2,2,11,2,6,
1,6,1,0,2,0,3,229,5,46,0,2,7,0,2,
1,7,1,0,2,0,7,230,9,116,0,0,5,0,4,
1,7,1,0,2,0,3,231,2,163,2,2,6,2,3,
1,6,1,0,0,0,0,232,2,92,2,2,1,2,0,
1,8,1,0,1,0,2,233,5,190,0,2,2,0,3,
1,8,1,0,5,0,0,234,1,191,0,2,7,0,5,
1,7,1,0,1,0,0,124,5,192,5,2,0,5,0,
1,6,1,0,6,0,0,235,0,193,0,2,0,0,0,
1,6,1,0,0,4,2,236,2,194,2,2,0,2,0,
1,7,1,0,2,4,3,237,2,17,2,1,2,2,3,
1,5,1,0,2,0,0,238,0,195,0,2,8,0,0,
1,6,1,0,5,0,0,110,0,196,0,2,6,0,5,
1,6,1,0,1,0,0,239,2,197,2,0,5,2,4,
1,8,1,0,0,0,0,240,4,198,0,2,1,0,0,
1,6,1,0,0,4,0,241,0,199,3,2,8,3,3,
1,6,1,0,3,4,0,174,0,200,0,2,0,0,3,
1,8,1,0,3,0,0,242,4,201,0,2,8,0,4,
1,8,1,4,0,1,0,243,5,202,0,2,8,0,5,
1,6,1,0,2,1,0,244,0,35,0,2,6,0,3,
1,7,1,0,2,0,0,27,2,26,2,2,5,2,6,
1,7,1,0,1,0,0,245,2,41,2,2,6,2,3,
1,7,1,0,2,0,0,246,1,203,4,2,7,4,4,
1,7,1,0,2,0,2,247,2,204,2,2,6,2,1,
1,7,1,0,2,0,0,248,1,205,0,2,1,0,1,
1,8,1,0,2,0,0,72,2,206,2,2,2,2,4,
1,6,1,0,0,0,2,118,5,207,2,2,5,2,3,
1,8,1,0,0,0,6,8,1,97,0,2,8,0,3,
1,6,1,0,2,0,0,136,5,208,0,2,10,0,5,
1,6,1,0,2,0,0,196,0,209,0,2,0,0,3,
1,6,1,0,2,0,2,249,1,210,3,2,6,3,3,
1,7,1,0,0,0,6,250,2,115,2,2,6,2,3,
1,9,1,0,0,0,2,251,4,211,0,2,3,0,1,
1,6,1,0,2,0,0,252,2,43,2,2,3,2,3,
1,7,1,0,1,4,3,81,5,212,2,2,2,2,4,
1,5,1,0,2,0,3,253,2,213,2,2,0,2,3,
1,8,1,0,2,0,0,254,2,21,2,2,4,2,0,
1,6,1,0,2,0,0,255,2,214,2,2,5,2,3,
1,6,1,0,2,0,2,33,2,215,2,2,1,2,0,
1,9,1,0,0,0,3,156,2,216,2,2,2,2,3,
1,7,1,0,0,0,2,256,1,176,4,2,5,4,5,
1,4,1,0,2,0,3,117,8,176,0,2,7,0,4,
1,8,1,0,0,0,2,257,4,217,7,2,8,7,1,
1,8,1,0,0,0,2,258,2,177,2,1,1,2,0,
1,4,1,0,1,0,2,259,0,218,0,2,3,0,3,
1,7,1,0,1,0,2,260,2,219,2,1,4,2,0,
1,10,1,0,2,0,2,261,2,220,2,2,5,2,0,
1,8,1,0,2,0,0,262,2,221,2,1,7,2,0,
1,7,1,4,2,0,0,263,2,222,2,2,8,2,6,
1,2,1,0,2,0,3,19,2,61,2,2,5,2,3,
1,8,1,0,0,1,4,264,2,223,2,2,2,2,0,
1,6,1,0,2,0,2,265,5,224,3,2,0,3,0,
1,6,1,0,2,0,0,266,2,134,2,2,6,2,1,
1,7,1,0,2,0,3,111,2,128,2,2,6,2,4,
1,7,1,0,1,0,0,9,2,225,2,2,3,2,3,
1,6,1,0,2,0,3,267,1,226,0,2,10,0,3,
1,6,1,0,2,0,2,268,1,14,0,2,1,0,5,
1,9,1,0,2,0,0,269,5,227,0,2,5,0,5,
1,7,1,0,2,0,0,270,9,189,0,2,0,0,4,
1,7,1,5,1,0,2,271,1,228,3,2,7,3,3,
1,8,1,0,2,0,0,272,1,220,0,2,0,0,3,
1,7,1,0,2,0,3,273,2,69,2,2,6,2,3,
1,8,1,3,2,0,0,93,2,190,2,2,2,2,6,
1,3,1,0,2,1,3,274,2,85,2,1,6,2,4,
1,6,1,0,1,0,2,275,5,8,0,2,8,0,3,
1,8,1,0,2,0,0,276,2,197,2,2,5,2,3,
1,8,1,0,2,0,0,277,2,229,2,2,5,2,0,
1,8,1,0,1,0,2,21,2,159,2,2,5,2,0,
1,6,1,0,2,0,3,278,2,214,2,2,0,2,0,
1,6,1,0,2,0,3,279,0,16,4,0,0,4,0,
1,9,1,0,2,0,3,280,2,229,2,0,6,2,3,
1,6,1,0,2,3,0,281,2,9,2,0,1,2,3,
1,6,1,0,2,0,0,282,2,38,2,0,6,2,0,
1,6,1,0,0,4,0,283,2,230,2,1,2,2,3,
1,8,1,0,0,0,2,284,2,231,2,0,6,2,3,
1,7,1,0,1,2,2,285,5,232,3,0,8,3,5,
1,7,1,0,1,0,0,286,2,50,2,0,8,2,1,
1,6,1,0,2,2,0,287,0,4,3,0,6,3,3,
1,6,1,0,2,0,0,288,2,215,2,0,1,2,0,
1,8,1,0,0,0,2,289,5,233,0,1,6,0,0,
1,8,1,0,2,0,4,290,2,84,2,0,2,2,6,
1,4,1,0,5,0,0,291,8,191,0,0,0,0,6,
1,8,1,0,2,0,0,292,2,234,2,0,1,2,0,
1,8,1,0,4,0,4,293,6,235,2,0,1,2,0,
1,6,1,0,0,0,0,294,0,5,0,0,0,0,3,
1,7,1,0,0,0,0,295,5,95,0,0,5,0,0,
1,8,1,0,0,0,0,296,2,236,2,0,4,2,3,
1,9,1,0,1,0,2,297,1,237,0,0,8,0,5,
1,7,1,0,2,0,0,295,5,169,2,0,8,2,3,
1,6,1,0,1,0,0,298,2,238,2,0,5,2,5,
1,7,1,0,0,0,1,299,5,239,0,0,1,0,3,
1,6,1,0,2,0,0,300,1,240,0,0,5,0,0,
1,6,1,0,0,0,2,301,0,161,0,0,7,0,3,
1,6,1,0,0,0,0,302,1,241,0,0,6,0,2,
1,6,1,0,2,0,2,303,3,242,3,0,0,3,6,
1,7,1,0,5,0,0,304,5,196,0,0,2,0,4,
1,7,1,0,1,0,0,305,1,243,7,0,0,7,6,
1,8,1,0,2,3,3,306,2,244,2,0,2,2,3,
1,7,1,0,5,0,0,307,2,17,2,0,2,2,4,
1,9,1,0,0,0,7,308,9,186,8,0,8,8,3,
1,7,1,0,10,0,4,309,1,49,0,0,0,0,0,
1,6,1,0,1,0,2,310,9,245,7,0,7,7,3,
1,8,1,0,0,0,3,311,2,3,2,1,2,2,3,
1,8,1,0,0,0,2,89,9,246,4,0,8,4,3,
1,7,1,0,0,3,3,312,9,247,5,0,3,5,0,
1,6,1,0,0,0,0,313,0,216,0,0,9,0,3,
1,7,1,0,6,0,1,314,5,56,3,0,0,3,0,
1,7,1,0,1,0,2,315,9,73,2,0,6,2,4,
1,8,1,0,2,0,0,316,2,56,2,0,11,2,0,
1,8,1,0,2,0,0,317,5,169,2,0,11,2,0,
1,6,1,0,2,0,2,318,0,119,3,0,6,3,0,
1,6,1,0,2,0,2,319,0,128,0,1,1,0,0,
1,6,1,0,2,0,0,320,8,248,4,0,0,4,4,
1,6,1,0,5,0,0,321,2,148,2,0,0,2,6,
1,6,1,0,5,0,0,322,0,73,0,0,1,0,0,
1,6,1,0,2,5,0,323,2,249,2,0,5,2,0,
1,6,1,0,2,5,0,187,2,250,2,0,5,2,0,
1,7,1,0,2,0,0,209,2,118,2,0,1,2,4,
1,9,1,0,2,0,0,324,2,158,2,0,5,2,3,
1,6,1,0,2,0,2,325,2,23,2,0,5,2,3,
1,9,1,0,0,3,1,326,7,3,6,0,1,6,3,
1,6,1,0,6,0,0,327,2,251,2,0,5,2,3,
1,6,1,0,6,0,0,328,2,252,2,0,1,2,0,
1,7,1,0,6,0,0,329,2,253,2,0,0,2,4,
1,6,1,0,6,0,0,330,0,254,0,0,1,0,0,
1,6,1,0,6,0,0,305,2,153,2,0,6,2,3,
1,6,1,0,1,0,0,331,2,255,2,0,1,2,4,
1,6,1,0,0,0,3,257,4,175,4,0,1,4,5,
1,7,1,0,6,0,1,8,2,256,2,0,1,2,5,
1,6,1,0,6,0,0,256,2,257,2,0,1,2,3,
1,9,1,0,0,0,3,332,2,140,2,0,5,2,0,
1,7,1,0,6,0,2,333,0,258,3,0,6,3,5,
1,9,1,0,0,0,0,18,2,176,2,0,0,2,0,
1,2,1,0,6,0,5,334,2,259,2,0,7,2,0,
1,3,1,0,6,0,0,335,2,47,2,0,1,2,3,
1,5,1,0,6,0,0,118,2,164,2,0,1,2,3,
1,7,1,0,6,0,2,336,1,260,3,0,0,3,3,
1,9,1,0,0,5,5,298,5,43,7,0,2,7,0,
1,9,1,0,0,0,2,83,2,261,2,0,5,2,1,
1,6,1,0,0,0,0,337,2,76,2,0,1,2,3,
1,5,1,0,6,0,3,24,2,47,2,0,5,2,0,
1,8,1,0,6,0,3,237,4,262,0,0,1,0,3,
1,0,1,0,0,0,5,28,2,263,2,0,0,2,3,
1,5,1,0,6,0,0,145,2,264,2,0,8,2,3,
1,6,1,0,6,0,0,338,2,265,2,0,0,2,3,
1,5,1,0,6,0,0,281,8,107,0,0,8,0,3,
1,6,1,0,6,0,0,339,0,196,4,0,3,4,0,
1,7,1,0,6,0,3,105,2,266,2,0,5,2,3,
1,8,1,0,6,0,2,65,2,81,2,0,1,2,3,
1,7,1,0,0,0,1,340,1,40,6,0,1,6,0,
1,6,1,0,0,0,2,341,8,267,0,0,11,0,3,
1,4,1,0,6,0,3,283,0,51,4,0,0,4,4,
1,4,1,0,1,0,3,323,8,178,4,0,7,4,0,
1,6,1,0,6,0,0,342,1,235,3,0,1,3,3,
1,5,1,0,1,0,0,343,0,50,0,0,5,0,2,
1,6,1,0,6,0,3,63,1,268,0,0,0,0,1,
1,6,1,0,6,0,3,236,1,269,0,0,0,0,1,
1,7,1,0,0,0,2,256,4,270,0,0,1,0,1,
1,6,1,0,6,0,0,344,0,271,0,0,1,0,0,
1,3,1,0,6,0,3,345,2,272,2,0,6,2,0,
1,7,1,0,6,0,2,346,7,186,0,0,3,0,0,
1,5,1,0,6,0,0,343,2,273,2,0,5,2,4,
1,10,1,0,6,0,0,103,2,274,2,0,0,2,1,
1,6,1,0,6,0,0,130,2,275,2,0,5,2,5,
1,6,1,0,6,0,3,331,2,276,2,0,6,2,2,
1,6,1,0,6,0,0,347,2,277,2,0,6,2,3,
1,6,1,0,0,0,0,348,2,75,2,0,8,2,3,
1,2,1,0,6,0,3,30,2,278,2,0,1,2,3,
1,3,1,0,6,0,3,349,2,185,2,0,6,2,3,
1,7,1,0,0,0,1,112,1,52,0,0,8,0,4,
1,7,1,0,6,0,6,350,1,54,5,0,0,5,5,
1,4,1,0,0,0,0,351,0,279,0,0,1,0,0,
1,5,1,0,6,0,0,352,8,55,0,0,1,0,5,
1,7,1,0,6,0,6,59,2,280,2,0,3,2,2,
1,7,1,0,6,0,6,353,2,281,2,0,3,2,2,
1,7,1,0,6,0,0,354,2,282,2,0,6,2,1,
1,6,1,0,6,0,2,67,1,283,3,0,1,3,2,
1,6,1,0,6,0,0,29,0,284,4,0,0,4,1,
1,7,1,0,0,5,5,170,1,166,7,0,7,7,0,
1,7,1,0,0,0,0,355,5,285,0,0,6,0,0,
1,6,1,0,0,0,2,356,0,47,3,0,3,3,4,
1,6,1,0,0,0,6,357,0,286,0,0,3,0,4,
1,6,1,0,0,0,6,358,0,124,0,0,3,0,4,
1,7,1,0,0,0,1,359,3,72,3,0,1,3,3,
1,6,1,0,6,0,0,273,0,287,3,0,3,3,3,
1,7,1,0,6,0,2,360,2,288,2,0,3,2,5,
1,7,1,0,1,5,2,361,5,289,3,0,1,3,4,
1,8,1,0,0,0,2,362,4,290,3,0,8,3,5,
1,8,1,0,6,0,2,363,4,291,6,0,3,6,1,
1,9,1,0,6,0,2,364,2,292,2,0,3,2,4,
1,8,1,0,6,0,2,277,5,10,5,0,3,5,4,
